Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
8 SW 14 14 0 1722168
8 HW 12 12 0 822528
12 SW 29 29 0 11409552
12 HW 24 24 0 7667352
16 HW 38 38 0 28647864
16 SW 41 41 0 32377968
20 HW 48 48 0 68407416
20 SW 51 51 0 74335968
24 HW 66 66 0 134929368
24 SW 66 68 0 140321160
28 SW 79 83 0 240774087
28 HW 79 79 0 242567136
32 HW 93 95 0 391930056
32 SW 94 98 0 376376478
36 HW 108 112 0 590124528
36 SW 114 118 0 556366836
40 HW 120 126 0 838577880
41 SW 128 135 0 786145659
45 HW 134 147 0 1140005664
45 SW 150 159 0 1071377082
49 HW 165 177 0 1504391616
49 SW 170 183 0 1420181874
53 HW 177 195 0 1924594560
53 SW 177 201 0 1835671914
57 HW 194 217 0 2420219088
57 SW 193 226 0 2324967210
61 HW 194 234 6 2962258992
61 SW 201 247 0 2885690898
65 HW 200 252 13 3575458152
65 SW 210 266 0 3520617498
69 HW 200 260 25 4262102712
69 SW 222 282 0 4231679346
73 HW 200 270 37 5014405872
73 SW 220 302 0 4997295666
77 HW 195 289 49 5778747576
77 SW 238 331 0 5845462650
81 HW 199 307 49 6611948784
81 SW 244 350 0 6785144946
85 HW 199 320 59 7507314360
85 SW 263 377 0 7800892938
89 HW 197 330 74 8446437216
90 SW 271 401 0 8861768082
94 HW 200 348 82 9384064704
94 SW 278 424 0 9983340954
98 HW 200 357 99 10363068072
98 SW 291 456 0 11139813810
102 HW 200 371 114 11343525984
102 SW 309 496 0 12323431602
106 HW 189 389 114 12251429064
106 SW 306 524 0 13516894026
110 HW 193 413 114 13178289600
110 SW 320 553 0 14799063978
114 HW 200 434 124 14110234992
114 SW 326 596 0 16033162914
118 HW 198 448 140 15080028768
118 SW 323 630 0 17261558586
122 HW 198 461 146 16045660008
122 SW 320 656 0 18539110890
126 HW 200 477 160 17064940032
127 SW 320 688 0 19815308442
130 HW 197 492 168 18050130504
131 SW 302 719 0 21073126122
134 HW 198 513 171 18970933968
135 SW 290 740 0 22313177802
138 HW 199 527 181 19889434656
139 SW 289 766 0 23555326626
142 HW 198 543 188 20817634824
143 SW 288 794 0 24793523082
147 HW 200 562 189 21682976616
147 SW 280 820 0 26014425282
151 HW 197 579 189 22582568232
151 SW 292 850 0 27235820394
155 HW 199 601 190 23499922824
155 SW 294 878 0 28482393330
159 HW 200 615 197 24438936816
159 SW 284 898 0 29706005034
163 HW 200 631 202 25412979312
163 SW 284 930 0 30975090138
167 HW 199 650 211 26360076456
168 SW 282 960 0 32236780050
171 HW 196 666 221 27193475736
172 SW 282 986 0 33515115570
175 HW 197 678 233 28046859120
176 SW 290 1019 0 34820281530
