  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1             2.32              40.3        888376         188614
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          13.8521              59.6       3827900         847164
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1           19.457                97       2786408         315995
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          20.0582              93.1       2090564         239120
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          20.5085             104.9       4734468         476475
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          24.8658             103.5       1694888         180465
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1           25.567             125.3       5368156         454769
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          25.9912             109.7      11592852        1253131
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          26.1507             142.3      27506304        1932822
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          30.0043             151.4         54576           3638
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          31.4681              71.2       2504432         519970
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          32.8084             156.7      11811156         806279
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          35.6345              97.7       3035032         446611
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          37.5059             136.1       3970404         343408
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          43.0441             154.9      48734852        3645230
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        0        0        1          47.0089             111.9       3353392         425888
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1          48.7029             121.6      11081960        1243469
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        0        0        1          49.1736               167       3086576         222804
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        0        0        1          52.1739             119.2       4869392         673660
0x0040032723754311       10.0.0.4       10.0.0.3    10019    30019    17        0           0        1        0        1          55.1581             183.7      15311600         981183
0x0040032724754411       10.0.0.4       10.0.0.3    10020    30020    17        0           0        0        0        1          57.8167               121       2143624         275781
0x0040032725754511       10.0.0.4       10.0.0.3    10021    30021    17        0           0        0        0        1          59.9367             107.7        306232          61149
0x0040032726754611       10.0.0.4       10.0.0.3    10022    30022    17        0           0        0        0        1          62.5422             149.8        189500          19571
0x0040032727754711       10.0.0.4       10.0.0.3    10023    30023    17        0           0        0        0        1          62.2411             108.6       1652440         350103
0x0040032728754811       10.0.0.4       10.0.0.3    10024    30024    17        0           0        0        0        1          65.2242             110.9       1837392         328282
0x0040032729754911       10.0.0.4       10.0.0.3    10025    30025    17        0           0        1        0        1          66.0216             171.5      37260248        2866767
0x004003272a754a11       10.0.0.4       10.0.0.3    10026    30026    17        0           0        0        0        1          66.8413             143.6       4719308         516062
0x004003272b754b11       10.0.0.4       10.0.0.3    10027    30027    17        0           0        1        0        1          67.4215             148.3      29054140        3202506
0x004003272c754c11       10.0.0.4       10.0.0.3    10028    30028    17        0           0        0        0        1          69.6171             105.2        394160         103784
0x004003272d754d11       10.0.0.4       10.0.0.3    10029    30029    17        0           0        0        0        1          71.2142             122.3       1505388         246856
0x004003272e754e11       10.0.0.4       10.0.0.3    10030    30030    17        0           0        0        0        1          71.6187             115.8       1344692         280280
0x004003272f754f11       10.0.0.4       10.0.0.3    10031    30031    17        0           0        1        0        1          81.9962             159.4      14730972        1732959
0x0040032730755011       10.0.0.4       10.0.0.3    10032    30032    17        0           0        1        0        1          84.8158             151.6       9288532        1139972
