  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          2.89854                93      13299868        1221551
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1           8.4298              92.5       3506508         343900
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1          8.82631              59.7       1863164         362010
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          8.98917              73.9       3473156         455415
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          9.01342                45        888376         229357
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          11.1438              56.9       3827900         788116
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1           12.901              90.4       2786408         289125
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          14.3306              87.4       2090564         254677
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          16.3776             100.8       4734468         452937
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          17.2915              95.9       1694888         186485
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          19.7835             119.5       5368156         476024
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          19.7836             103.5      11592852        1156157
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          22.9617             139.2      27506304        2055809
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          29.1651             150.6         54576           3613
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          33.2907              73.1       2504432         545787
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          33.6837             157.6      11811156         812347
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1            33.72              95.8       3035032         431418
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        1        0        1            34.33             132.9       3970404         332008
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        1        0        1          35.9021             147.8      48734852        3745310
0x0040032723754311       10.0.0.4       10.0.0.3    10019    30019    17        0           0        1        0        1          36.1314             101.1       3353392         420036
0x0040032724754411       10.0.0.4       10.0.0.3    10020    30020    17        0           0        1        0        1          36.1417               109      11081960        1388318
0x0040032725754511       10.0.0.4       10.0.0.3    10021    30021    17        0           0        1        0        1          36.1881               154       3086576         216959
0x0040032726754611       10.0.0.4       10.0.0.3    10022    30022    17        0           0        1        0        1          36.9874               104       4869392         618212
0x0040032727754711       10.0.0.4       10.0.0.3    10023    30023    17        0           0        1        0        1          37.0475             165.6      15311600         996261
0x0040032728754811       10.0.0.4       10.0.0.3    10024    30024    17        0           0        1        0        1           37.313             100.5       2143624         273565
0x0040032729754911       10.0.0.4       10.0.0.3    10025    30025    17        0           0        0        0        1          42.5695              90.4        306232          51651
0x004003272a754a11       10.0.0.4       10.0.0.3    10026    30026    17        0           0        0        0        1          46.0666             133.3        189500          18061
0x004003272b754b11       10.0.0.4       10.0.0.3    10027    30027    17        0           0        0        0        1          46.4322              92.8       1652440         303423
0x004003272c754c11       10.0.0.4       10.0.0.3    10028    30028    17        0           0        0        0        1            51.21              96.9       1837392         378941
0x004003272d754d11       10.0.0.4       10.0.0.3    10029    30029    17        0           0        1        0        1          52.9351             158.4      37260248        3070956
0x004003272e754e11       10.0.0.4       10.0.0.3    10030    30030    17        0           0        0        0        1          54.3225             131.1       4719308         498886
0x004003272f754f11       10.0.0.4       10.0.0.3    10031    30031    17        0           0        1        0        1          57.0391             137.9      29054140        3185720
0x0040032730755011       10.0.0.4       10.0.0.3    10032    30032    17        0           0        0        0        1          61.1992              96.8        394160         109486
0x0040032731755111       10.0.0.4       10.0.0.3    10033    30033    17        0           0        0        0        1          64.0397             115.1       1505388         262032
0x0040032732755211       10.0.0.4       10.0.0.3    10034    30034    17        0           0        0        0        1          64.8317               109       1344692         305887
0x0040032733755311       10.0.0.4       10.0.0.3    10035    30035    17        0           0        1        0        1          66.8293             144.2      14730972        1610587
0x0040032734755411       10.0.0.4       10.0.0.3    10036    30036    17        0           0        1        0        1          66.8714             133.6       9288532        1177092
0x0040032735755511       10.0.0.4       10.0.0.3    10037    30037    17        0           0        1        0        1          67.7186               158      31305400        3043740
0x0040032736755611       10.0.0.4       10.0.0.3    10038    30038    17        0           0        0        0        1          70.8039             123.7         48512           7888
0x0040032737755711       10.0.0.4       10.0.0.3    10039    30039    17        0           0        0        0        1          70.2448             107.4        516956         138989
0x0040032738755811       10.0.0.4       10.0.0.3    10040    30040    17        0           0        0        0        1          72.0396             159.5       5254456         539192
0x0040032739755911       10.0.0.4       10.0.0.3    10041    30041    17        0           0        1        0        1          72.3321             186.1      34423812        2557776
0x004003273a755a11       10.0.0.4       10.0.0.3    10042    30042    17        0           0        1        0        1          73.1105             202.7      57031920        3595689
0x004003273b755b11       10.0.0.4       10.0.0.3    10043    30043    17        0           0        1        0        1          75.2407             204.4      22979528        1473526
0x004003273c755c11       10.0.0.4       10.0.0.3    10044    30044    17        0           0        0        0        1          77.6199             145.3       3412516         437641
0x004003273d755d11       10.0.0.4       10.0.0.3    10045    30045    17        0           0        0        0        1          77.8408             200.6       1851036         121221
0x004003273e755e11       10.0.0.4       10.0.0.3    10046    30046    17        0           0        0        0        1          80.0597             177.8       3982532         354237
0x004003273f755f11       10.0.0.4       10.0.0.3    10047    30047    17        0           0        0        0        1          82.5551             120.1       1050588         224455
0x0040032740756011       10.0.0.4       10.0.0.3    10048    30048    17        0           0        1        0        1          83.3425               210      12405428         783557
0x0040032741756111       10.0.0.4       10.0.0.3    10049    30049    17        0           0        1        0        1          83.4996             160.1       6887188         720225
0x0040032742756211       10.0.0.4       10.0.0.3    10050    30050    17        0           0        0        0        1          84.9029             134.9        591240         104882
0x0040032743756311       10.0.0.4       10.0.0.3    10051    30051    17        0           0        0        0        1          86.9104             160.7       4108360         449679
0x0040032744756411       10.0.0.4       10.0.0.3    10052    30052    17        0           0        0        0        1          88.4418             217.1        281976          18557
0x0040032745756511       10.0.0.4       10.0.0.3    10053    30053    17        0           0        0        0        1          88.7599             177.7       2530204         249158
0x0040032746756611       10.0.0.4       10.0.0.3    10054    30054    17        0           0        0        0        1          90.9778             218.4       5113468         343698
0x0040032747756711       10.0.0.4       10.0.0.3    10055    30055    17        0           0        0        0        1          94.5325             204.2       1309824          99353
0x0040032748756811       10.0.0.4       10.0.0.3    10056    30056    17        0           0        1        0        1          94.9193             202.7      18116200        1379221
0x0040032749756911       10.0.0.4       10.0.0.3    10057    30057    17        0           0        1        0        1          100.013             178.8       5324192         608595
0x004003274a756a11       10.0.0.4       10.0.0.3    10058    30058    17        0           0        1        0        1          102.128             186.6      11814188        1213700
0x004003274b756b11       10.0.0.4       10.0.0.3    10059    30059    17        0           0        0        0        1          104.625             217.7       5192300         394197
0x004003274c756c11       10.0.0.4       10.0.0.3    10060    30060    17        0           0        0        0        1          106.819             175.9       3799096         481039
0x004003274d756d11       10.0.0.4       10.0.0.3    10061    30061    17        0           0        0        0        1          110.244             158.8       1528128         307504
0x004003274e756e11       10.0.0.4       10.0.0.3    10062    30062    17        0           0        0        0        1          110.317             204.1       2093596         186754
0x004003274f756f11       10.0.0.4       10.0.0.3    10063    30063    17        0           0        0        0        1          110.321             191.8       3573212         358761
0x0040032750757011       10.0.0.4       10.0.0.3    10064    30064    17        0           0        1        0        1          112.295             212.3      18208676        1490910
0x0040032751757111       10.0.0.4       10.0.0.3    10065    30065    17        0           0        0        0        1          113.616             165.1       1026332         177013
0x0040032752757211       10.0.0.4       10.0.0.3    10066    30066    17        0           0        0        0        1          114.657               212       6405100         537437
0x0040032753757311       10.0.0.4       10.0.0.3    10067    30067    17        0           0        1        0        1          115.226             151.9       2316448         532907
0x0040032754757411       10.0.0.4       10.0.0.3    10068    30068    17        0           0        1        0        1          122.372             164.8       4275120         908931
0x0040032755757511       10.0.0.4       10.0.0.3    10069    30069    17        0           0        0        0        1            129.3             184.8        278944          44014
0x0040032756757611       10.0.0.4       10.0.0.3    10070    30070    17        0           0        1        0        1          130.521               241      17540120        1281719
0x0040032757757711       10.0.0.4       10.0.0.3    10071    30071    17        0           0        1        0        1          130.776             175.7       4611672         940589
0x0040032758757811       10.0.0.4       10.0.0.3    10072    30072    17        0           0        0        0        1          136.597             232.4        319876          27397
0x0040032759757911       10.0.0.4       10.0.0.3    10073    30073    17        0           0        1        0        1          138.001             189.7       2507464         477620
0x004003275a757a11       10.0.0.4       10.0.0.3    10074    30074    17        0           0        0        0        1          140.667             239.4       5478824         490640
0x004003275b757b11       10.0.0.4       10.0.0.3    10075    30075    17        0           0        0        0        1          143.801             234.3       3597468         333876
0x004003275c757c11       10.0.0.4       10.0.0.3    10076    30076    17        0           0        1        0        1          144.921             239.2      11467024        1078252
0x004003275d757d11       10.0.0.4       10.0.0.3    10077    30077    17        0           0        0        0        1          145.184             217.1       3818804         471338
0x004003275e757e11       10.0.0.4       10.0.0.3    10078    30078    17        0           0        0        0        1          145.258             265.7       6881124         479765
0x004003275f757f11       10.0.0.4       10.0.0.3    10079    30079    17        0           0        1        0        1          145.476             198.9       5475792         983882
0x0040032760758011       10.0.0.4       10.0.0.3    10080    30080    17        0           0        0        0        1          147.333             207.5        541212          82208
0x0040032761758111       10.0.0.4       10.0.0.3    10081    30081    17        0           0        1        0        1          150.858             198.6       4651088         950600
0x0040032762758211       10.0.0.4       10.0.0.3    10082    30082    17        0           0        1        0        1          159.327             267.9      19488180        1548637
0x0040032763758311       10.0.0.4       10.0.0.3    10083    30083    17        0           0        0        0        1          165.616             229.9       2239132         329378
0x0040032764758411       10.0.0.4       10.0.0.3    10084    30084    17        0           0        1        0        1          165.924             228.4       3101736         458870
0x0040032765758511       10.0.0.4       10.0.0.3    10085    30085    17        0           0        0        0        1          168.581             296.1       4323632         284872
0x0040032766758611       10.0.0.4       10.0.0.3    10086    30086    17        0           0        0        0        1          171.466             211.5        617012         128097
0x0040032767758711       10.0.0.4       10.0.0.3    10087    30087    17        0           0        0        0        1          172.453             265.6        927792          84781
0x0040032768758811       10.0.0.4       10.0.0.3    10088    30088    17        0           0        1        0        1          172.599             285.1      23752688        1769271
0x0040032769758911       10.0.0.4       10.0.0.3    10089    30089    17        0           0        1        0        1          174.079             246.7      18088912        2195232
0x004003276a758a11       10.0.0.4       10.0.0.3    10090    30090    17        0           0        1        0        1          181.337             305.2      27908044        1881504
0x004003276b758b11       10.0.0.4       10.0.0.3    10091    30091    17        0           0        1        0        1          183.877               232       4981576         864043
0x004003276c758c11       10.0.0.4       10.0.0.3    10092    30092    17        0           0        0        0        1           184.83             236.8       2055696         364080
0x004003276d758d11       10.0.0.4       10.0.0.3    10093    30093    17        0           0        0        0        1          185.346             253.7        877764         108611
0x004003276e758e11       10.0.0.4       10.0.0.3    10094    30094    17        0           0        1        0        1          186.399             259.4       4090168         514481
0x004003276f758f11       10.0.0.4       10.0.0.3    10095    30095    17        0           0        1        0        1          186.628             303.4      18082848        1275997
0x0040032770759011       10.0.0.4       10.0.0.3    10096    30096    17        0           0        0        0        1            188.2             263.8       2031440         226342
0x0040032771759111       10.0.0.4       10.0.0.3    10097    30097    17        0           0        1        0        1          189.039             267.4      10957648        1235342
0x0040032772759211       10.0.0.4       10.0.0.3    10098    30098    17        0           0        1        0        1           189.21             249.9       3072932         484023
0x0040032773759311       10.0.0.4       10.0.0.3    10099    30099    17        0           0        1        0        1          191.817             287.7       9367364         849810
0x0040032774759411       10.0.0.4       10.0.0.3    10100    30100    17        0           0        0        0        1            193.3             232.6        494216         107732
0x0040032775759511       10.0.0.4       10.0.0.3    10101    30101    17        0           0        0        0        1            194.8             230.8        281976          64085
0x0040032776759611       10.0.0.4       10.0.0.3    10102    30102    17        0           0        0        0        1          195.635             319.6        271364          18982
0x0040032777759711       10.0.0.4       10.0.0.3    10103    30103    17        0           0        1        0        1          195.942             323.9      10616548         684619
0x0040032778759811       10.0.0.4       10.0.0.3    10104    30104    17        0           0        1        0        1          196.707             282.7      21434724        2058722
0x0040032779759911       10.0.0.4       10.0.0.3    10105    30105    17        0           0        0        0        1          200.067             297.3        128860          11462
0x004003277a759a11       10.0.0.4       10.0.0.3    10106    30106    17        0           0        1        0        1          204.481             262.5      22847636        3292233
