Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
11 HW 2 2 0 0
11 SW 10 10 0 0
16 HW 2 2 0 0
16 SW 34 34 0 0
21 HW 30 30 0 0
21 SW 51 51 0 0
26 HW 30 30 0 0
26 SW 66 66 0 0
31 HW 62 90 0 0
31 SW 76 82 0 3264
36 HW 61 90 0 0
36 SW 58 92 0 16121184
41 HW 86 146 0 0
41 SW 76 114 0 16127232
46 HW 83 146 0 238896
46 SW 71 139 0 39493680
51 HW 128 215 0 500472
51 SW 93 166 0 39561720
56 HW 122 215 0 972216
56 SW 89 183 0 64493088
61 HW 156 293 0 1746360
61 SW 109 215 0 64995072
66 HW 143 293 0 12921552
66 SW 88 236 0 101942304
71 HW 174 350 0 14672448
71 SW 111 267 0 112305672
76 HW 154 350 0 31050432
76 SW 111 296 0 133683960
81 HW 177 396 0 42750288
82 SW 127 322 0 133791312
86 HW 165 396 0 79313472
87 SW 114 355 0 165289296
92 HW 178 431 0 97347096
92 SW 143 398 0 167315376
97 HW 164 431 0 142144632
97 SW 142 438 0 206442912
102 HW 185 467 0 160669656
102 SW 155 466 0 208781976
107 HW 167 467 0 235495512
107 SW 162 508 0 230500344
112 HW 171 500 0 321047496
112 SW 180 544 0 231640572
117 HW 162 500 0 345384648
117 SW 181 585 0 288588540
122 HW 171 539 0 445341456
122 SW 188 619 0 291243732
127 HW 159 539 0 493023888
127 SW 188 657 0 324427596
132 HW 167 579 0 554999256
132 SW 189 686 0 326919372
137 HW 150 579 0 647604720
138 SW 174 719 0 371388804
142 HW 167 629 0 739411848
143 SW 177 748 0 375670908
147 HW 152 629 0 815135832
148 SW 183 796 0 407723796
152 HW 165 677 0 1032815448
153 SW 201 835 0 410387940
157 HW 154 677 0 1134370440
158 SW 191 876 0 450043164
163 HW 173 723 0 1189183464
163 SW 199 910 0 453298500
168 HW 153 723 0 1353153816
168 SW 182 947 0 486818028
173 HW 161 773 0 1448828640
173 SW 183 976 0 493118892
178 HW 150 773 0 1497874896
178 SW 152 1003 0 552971412
183 HW 170 823 0 1577044728
183 SW 165 1039 0 558898452
188 HW 155 823 0 1636017264
188 SW 150 1069 0 587290788
193 HW 170 870 0 1765852704
194 SW 175 1112 0 591604524
198 HW 153 870 0 1818554976
199 SW 168 1158 0 629263908
203 HW 181 917 0 1837891944
204 SW 196 1202 0 630698916
208 HW 168 917 0 1887196752
209 SW 184 1236 0 662618748
213 HW 170 953 0 1979775000
214 SW 199 1280 0 664291287
218 HW 148 953 0 2084332824
219 SW 167 1313 0 710765631
223 HW 169 1008 0 2158668792
224 SW 189 1352 0 711290295
228 HW 150 1008 0 2426651136
229 SW 170 1381 0 740853039
234 HW 172 1060 0 2459939328
234 SW 189 1418 0 743757591
239 HW 164 1060 0 2487318624
239 SW 167 1449 0 794955423
244 HW 175 1099 0 2596261248
245 SW 191 1488 0 796419039
249 HW 158 1099 0 2761801056
250 SW 182 1531 0 842376279
254 HW 179 1141 0 2826227376
255 SW 184 1561 0 847795287
259 HW 169 1141 0 2869547688
260 SW 167 1594 0 881974407
264 HW 177 1176 0 3002457024
265 SW 175 1627 0 885089127
269 HW 169 1176 0 3026695896
270 SW 164 1659 0 918623775
274 HW 173 1208 0 3091361112
275 SW 183 1698 0 921045999
279 HW 161 1208 0 3151581048
280 SW 177 1739 0 967753191
284 HW 174 1251 0 3249673560
285 SW 190 1775 0 968949183
289 HW 163 1251 0 3321867024
290 SW 180 1808 0 1007481171
294 HW 168 1293 0 3444308784
296 SW 186 1845 0 1019123571
300 HW 150 1293 0 3583867896
301 SW 159 1874 0 1062983787
305 HW 171 1347 0 3669191568
306 SW 167 1902 0 1066450803
310 HW 154 1347 0 3791312784
311 SW 154 1937 0 1090074291
315 HW 172 1395 0 3848269824
316 SW 172 1976 0 1096999251
320 HW 159 1395 0 3957324336
321 SW 150 2007 0 1149178551
325 HW 170 1439 0 4100920488
326 SW 160 2042 0 1152967623
330 HW 147 1439 0 4210368120
331 SW 149 2077 0 1183761015
335 HW 175 1495 0 4276329120
336 SW 173 2118 0 1186650447
340 HW 166 1495 0 4372208064
341 SW 168 2153 0 1223367975
345 HW 178 1531 0 4443329520
346 SW 179 2184 0 1226072943
350 HW 160 1531 0 4511035368
352 SW 141 2210 0 1273450071
355 HW 168 1575 0 4642845480
357 SW 152 2246 0 1276945815
360 HW 160 1575 0 4675637736
362 SW 152 2280 0 1318846359
365 HW 178 1616 0 4781825496
367 SW 165 2308 0 1320666807
370 HW 163 1616 0 4844432880
372 SW 158 2350 0 1357394799
376 HW 175 1659 0 4950581328
377 SW 175 2385 0 1358534847
381 HW 166 1659 0 4990777848
382 SW 164 2423 0 1395220683
386 HW 177 1695 0 5064959592
387 SW 169 2456 0 1398651591
391 HW 166 1695 0 5161732128
392 SW 154 2486 0 1429702023
396 HW 172 1734 0 5281653384
397 SW 163 2517 0 1430566887
401 HW 158 1734 0 5432174496
402 SW 161 2555 0 1461222687
406 HW 173 1778 0 5480779248
407 SW 174 2585 0 1463132343
411 HW 162 1778 0 5545340136
413 SW 157 2617 0 1511631375
416 HW 176 1820 0 5687773560
418 SW 174 2657 0 1513976487
421 HW 160 1820 0 5760998208
423 SW 155 2681 0 1559977575
426 HW 177 1862 0 5810662872
428 SW 175 2718 0 1561769415
431 HW 162 1862 0 5879724984
433 SW 161 2753 0 1603979919
436 HW 173 1902 0 5981765328
438 SW 193 2804 0 1606205703
441 HW 163 1902 0 6066742752
443 SW 159 2823 0 1651724463
446 HW 170 1947 0 6240465504
448 SW 176 2862 0 1657010415
452 HW 150 1947 0 6364360296
453 SW 159 2893 0 1693609887
457 HW 176 2001 0 6405857136
459 SW 193 2937 0 1694172351
462 HW 164 2001 0 6469353576
464 SW 181 2976 0 1733730807
467 HW 177 2043 0 6544448568
469 SW 199 3011 0 1736275623
472 HW 164 2043 0 6628567176
474 SW 175 3046 0 1783013055
477 HW 164 2086 0 6780568536
479 SW 169 3070 0 1789091475
482 HW 148 2086 0 6954673824
484 SW 153 3093 0 1833288747
487 HW 169 2140 0 7013050632
489 SW 168 3133 0 1838553531
492 HW 159 2140 0 7074871776
494 SW 164 3171 0 1882980627
