    Time      SRC      DST   Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x0d40d32718753811       10.0.0.212       10.0.0.211    10008    30008    17        1           true    false     false    2                9.269         0.000         0        7414141
  10.000       SW       HW 0x0ae0ad2711753111       10.0.0.174       10.0.0.173    10001    30001    17        1           true    false     false    2                2.128         0.000         0        6114892
  10.000       SW       HW 0x00e00d2710753011       10.0.0.14       10.0.0.13    10000    30000    17        1           true    false     false    1                6.938         0.000         0        5378696
  10.000       SW       HW 0x1261252712753211       10.0.1.38       10.0.1.37    10002    30002    17        1           true    false     false    2                3.951         0.000         0        5278971
  10.000       SW       HW 0x0460452710753011       10.0.0.70       10.0.0.69    10000    30000    17        1           true    false     false    1                2.003         0.000         0        4707247
  10.000       SW       HW 0x08007f2712753211       10.0.0.128       10.0.0.127    10002    30002    17        1           true    false     false    1                5.417         0.000         0        4633346
  10.000       SW       HW 0x0360352712753211       10.0.0.54       10.0.0.53    10002    30002    17        1           true    false     false    1                7.583         0.000         0        4560823
  10.000       SW       HW 0x1000ff2710753011       10.0.1.0       10.0.0.255    10000    30000    17        1           true    false     false    2                1.616         0.000         0        4513126
  10.000       SW       HW 0x06a0692713753311       10.0.0.106       10.0.0.105    10003    30003    17        1           true    false     false    1                7.967         0.000         0        4480551
  10.000       SW       HW 0x0de0dd2710753011       10.0.0.222       10.0.0.221    10000    30000    17        1           true    false     false    2                3.953         0.000         0        4464336
  10.000       SW       HW 0x08007f2714753411       10.0.0.128       10.0.0.127    10004    30004    17        1           true    false     false    1                6.807         0.000         0        4421806
  10.000       SW       HW 0x00a0092713753311       10.0.0.10       10.0.0.9    10003    30003    17        1           true    false     false    1                7.366         0.000         0        4300659
  10.000       SW       HW 0x1241232711753111       10.0.1.36       10.0.1.35    10001    30001    17        1           true    false     false    2                5.109         0.000         0        4148786
  10.000       SW       HW 0x0180172712753211       10.0.0.24       10.0.0.23    10002    30002    17        1           true    false     false    1                2.228         0.000         0        4144745
  10.000       SW       HW 0x0dc0db2712753211       10.0.0.220       10.0.0.219    10002    30002    17        1           true    false     false    2                9.569         0.000         0        4140485
  10.000       SW       HW 0x11010f2713753311       10.0.1.16       10.0.1.15    10003    30003    17        1           true    false     false    2                6.138         0.000         0        4026213
  10.000       SW       HW 0x0d40d32711753111       10.0.0.212       10.0.0.211    10001    30001    17        1           true    false     false    2                1.751         0.000         0        4012510
  10.000       SW       HW 0x1121112710753011       10.0.1.18       10.0.1.17    10000    30000    17        1           true    false     false    2                1.074         0.000         0        3904776
  10.000       SW       HW 0x05a0592711753111       10.0.0.90       10.0.0.89    10001    30001    17        1           true    false     false    1                2.608         0.000         0        3744286
  10.000       SW       HW 0x0e40e32716753611       10.0.0.228       10.0.0.227    10006    30006    17        1           true    false     false    2                8.876         0.000         0        3679963
  10.000       SW       HW 0x0880872710753011       10.0.0.136       10.0.0.135    10000    30000    17        1           true    false     false    1                1.482         0.000         0        3650560
  10.000       SW       HW 0x0960952710753011       10.0.0.150       10.0.0.149    10000    30000    17        1           true    false     false    1                1.600         0.000         0        3616689
  10.000       SW       HW 0x1141132715753511       10.0.1.20       10.0.1.19    10005    30005    17        1           true    false     false    2                9.804         0.000         0        3592809
  10.000       SW       HW 0x0380372714753411       10.0.0.56       10.0.0.55    10004    30004    17        1           true    false     false    1                8.696         0.000         0        3552085
  10.000       SW       HW 0x08c08b2712753211       10.0.0.140       10.0.0.139    10002    30002    17        1           true    false     false    1                6.238         0.000         0        3494965
  10.000       SW       HW 0x06a0692711753111       10.0.0.106       10.0.0.105    10001    30001    17        1           true    false     false    1                5.697         0.000         0        3474809
  10.000       SW       HW 0x0920912716753611       10.0.0.146       10.0.0.145    10006    30006    17        1           true    false     false    1                9.225         0.000         0        3332197
  10.000       SW       HW 0x0680672712753211       10.0.0.104       10.0.0.103    10002    30002    17        1           true    false     false    1                9.331         0.000         0        3317371
