    Time      SRC      DST   Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x0520512719753911       10.0.0.82       10.0.0.81    10009    30009    17        1           true    false     false    2                8.930         0.000         0        5396373
  10.000       SW       HW 0x01000f2710753011       10.0.0.16       10.0.0.15    10000    30000    17        1           true    false     false    1                1.058         0.000         0        5377715
  10.000       SW       HW 0x0480472710753011       10.0.0.72       10.0.0.71    10000    30000    17        1           true    false     false    1                2.895         0.000         0        4705874
  10.000       SW       HW 0x0820812712753211       10.0.0.130       10.0.0.129    10002    30002    17        1           true    false     false    2                6.593         0.000         0        4631290
  10.000       SW       HW 0x0380372712753211       10.0.0.56       10.0.0.55    10002    30002    17        1           true    false     false    1                7.811         0.000         0        4560748
  10.000       SW       HW 0x0820812714753411       10.0.0.130       10.0.0.129    10004    30004    17        1           true    false     false    2                8.605         0.000         0        4417478
  10.000       SW       HW 0x00c00b2713753311       10.0.0.12       10.0.0.11    10003    30003    17        1           true    false     false    1                7.936         0.000         0        4300525
  10.000       SW       HW 0x01a0192712753211       10.0.0.26       10.0.0.25    10002    30002    17        1           true    false     false    1                4.060         0.000         0        4144817
  10.000       SW       HW 0x05c05b2711753111       10.0.0.92       10.0.0.91    10001    30001    17        1           true    false     false    2                8.768         0.000         0        3741168
  10.000       SW       HW 0x08a0892710753011       10.0.0.138       10.0.0.137    10000    30000    17        1           true    false     false    2                1.152         0.000         0        3650257
  10.000       SW       HW 0x0980972710753011       10.0.0.152       10.0.0.151    10000    30000    17        1           true    false     false    2                2.263         0.000         0        3616523
  10.000       SW       HW 0x08e08d2712753211       10.0.0.142       10.0.0.141    10002    30002    17        1           true    false     false    2                4.063         0.000         0        3495167
  10.000       SW       HW 0x06c06b2711753111       10.0.0.108       10.0.0.107    10001    30001    17        1           true    false     false    2                5.672         0.000         0        3474792
  10.000       SW       HW 0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        1           true    false     false    1                2.650         0.000         0        3379457
  10.000       SW       HW 0x06a0692712753211       10.0.0.106       10.0.0.105    10002    30002    17        1           true    false     false    2                3.974         0.000         0        3330815
  10.000       SW       HW 0x0940932716753611       10.0.0.148       10.0.0.147    10006    30006    17        1           true    false     false    2                9.825         0.000         0        3322379
  10.000       SW       HW 0x0140132716753611       10.0.0.20       10.0.0.19    10006    30006    17        1           true    false     false    1                8.985         0.000         0        3248472
  10.000       SW       HW 0x05004f2713753311       10.0.0.80       10.0.0.79    10003    30003    17        1           true    false     false    2                3.839         0.000         0        3232166
  10.000       SW       HW 0x0920912711753111       10.0.0.146       10.0.0.145    10001    30001    17        1           true    false     false    2                6.196         0.000         0        3089429
  10.000       SW       HW 0x02e02d2711753111       10.0.0.46       10.0.0.45    10001    30001    17        1           true    false     false    1                4.884         0.000         0        3086723
  10.000       SW       HW 0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        1           true    false     false    1                3.905         0.000         0        3082325
  10.000       SW       HW 0x0460452711753111       10.0.0.70       10.0.0.69    10001    30001    17        1           true    false     false    1                2.346         0.000         0        3019925
  10.000       SW       HW 0x03c03b2711753111       10.0.0.60       10.0.0.59    10001    30001    17        1           true    false     false    1                6.886         0.000         0        3014839
  10.000       SW       HW 0x03e03d2712753211       10.0.0.62       10.0.0.61    10002    30002    17        1           true    false     false    1                4.119         0.000         0        2800543
  10.000       SW       HW 0x0080072711753111       10.0.0.8       10.0.0.7    10001    30001    17        1           true    false     false    1                5.871         0.000         0        2796000
  10.000       SW       HW 0x06a0692711753111       10.0.0.106       10.0.0.105    10001    30001    17        1           true    false     false    2                3.784         0.000         0        2782061
  10.000       SW       HW 0x06005f2711753111       10.0.0.96       10.0.0.95    10001    30001    17        1           true    false     false    2                6.094         0.000         0        2723034
  10.000       SW       HW 0x00e00d2714753411       10.0.0.14       10.0.0.13    10004    30004    17        1           true    false     false    1                9.428         0.000         0        2545963
  10.000       SW       HW 0x03002f2714753411       10.0.0.48       10.0.0.47    10004    30004    17        1           true    false     false    1                9.478         0.000         0        2531650
  10.000       SW       HW 0x01a0192714753411       10.0.0.26       10.0.0.25    10004    30004    17        1           true    false     false    1                6.308         0.000         0        2477031
  10.000       SW       HW 0x02c02b2717753711       10.0.0.44       10.0.0.43    10007    30007    17        1           true    false     false    1                8.891         0.000         0        2471046
  10.000       SW       HW 0x0180172710753011       10.0.0.24       10.0.0.23    10000    30000    17        1           true    false     false    1                3.182         0.000         0        2454800
  10.000       SW       HW 0x0940932712753211       10.0.0.148       10.0.0.147    10002    30002    17        1           true    false     false    2                7.747         0.000         0        2454770
  10.000       SW       HW 0x0480472714753411       10.0.0.72       10.0.0.71    10004    30004    17        1           true    false     false    1                6.333         0.000         0        2388145
  10.000       SW       HW 0x01e01d2713753311       10.0.0.30       10.0.0.29    10003    30003    17        1           true    false     false    1                9.593         0.000         0        2384696
  10.000       SW       HW 0x08e08d2713753311       10.0.0.142       10.0.0.141    10003    30003    17        1           true    false     false    2                5.262         0.000         0        2383161
  10.000       SW       HW 0x03e03d2714753411       10.0.0.62       10.0.0.61    10004    30004    17        1           true    false     false    1                5.001         0.000         0        2365464
  10.000       SW       HW 0x03e03d2715753511       10.0.0.62       10.0.0.61    10005    30005    17        1           true    false     false    1                5.322         0.000         0        2304987
  10.000       SW       HW 0x0920912712753211       10.0.0.146       10.0.0.145    10002    30002    17        1           true    false     false    2                7.508         0.000         0        2287481
  10.000       SW       HW 0x04003f2712753211       10.0.0.64       10.0.0.63    10002    30002    17        1           true    false     false    1                6.649         0.000         0        2287117
  10.000       SW       HW 0x04003f2714753411       10.0.0.64       10.0.0.63    10004    30004    17        1           true    false     false    1                6.990         0.000         0        2264075
  10.000       SW       HW 0x0720712710753011       10.0.0.114       10.0.0.113    10000    30000    17        1           true    false     false    2                3.180         0.000         0        2260365
  10.000       SW       HW 0x0420412710753011       10.0.0.66       10.0.0.65    10000    30000    17        1           true    false     false    1                2.788         0.000         0        2258554
  10.000       SW       HW 0x0340332714753411       10.0.0.52       10.0.0.51    10004    30004    17        1           true    false     false    1                8.400         0.000         0        2243010
  10.000       SW       HW 0x04e04d2714753411       10.0.0.78       10.0.0.77    10004    30004    17        1           true    false     false    2                4.860         0.000         0        2234678
  10.000       SW       HW 0x0320312712753211       10.0.0.50       10.0.0.49    10002    30002    17        1           true    false     false    1                7.226         0.000         0        2181287
  10.000       SW       HW 0x0340332711753111       10.0.0.52       10.0.0.51    10001    30001    17        1           true    false     false    1                1.800         0.000         0        2141546
  10.000       SW       HW 0x0360352713753311       10.0.0.54       10.0.0.53    10003    30003    17        1           true    false     false    1                7.961         0.000         0        2135792
  10.000       SW       HW 0x07a0792713753311       10.0.0.122       10.0.0.121    10003    30003    17        1           true    false     false    2                4.974         0.000         0        2101623
  10.000       SW       HW 0x03c03b2710753011       10.0.0.60       10.0.0.59    10000    30000    17        1           true    false     false    1                2.946         0.000         0        2100933
  10.000       SW       HW 0x0880872710753011       10.0.0.136       10.0.0.135    10000    30000    17        1           true    false     false    2                1.115         0.000         0        2065349
  10.000       SW       HW 0x01a0192713753311       10.0.0.26       10.0.0.25    10003    30003    17        1           true    false     false    1                4.872         0.000         0        2064826
  10.000       SW       HW 0x04c04b2710753011       10.0.0.76       10.0.0.75    10000    30000    17        1           true    false     false    1                1.307         0.000         0        2046722
  10.000       SW       HW 0x05004f2712753211       10.0.0.80       10.0.0.79    10002    30002    17        1           true    false     false    2                2.424         0.000         0        2002773
  10.000       SW       HW 0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        1           true    false     false    1                1.396         0.000         0        2000175
