Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
9 HW 2 2 0 0
9 SW 25 25 0 0
14 HW 2 2 0 0
14 SW 56 56 0 0
19 HW 52 52 0 0
19 SW 80 81 0 1512
24 HW 52 52 0 0
24 SW 112 113 0 1512
29 HW 109 158 0 0
29 SW 128 140 0 1215948
34 HW 104 158 0 0
34 SW 101 161 0 32361636
39 HW 147 255 0 0
39 SW 127 192 0 32369196
44 HW 137 255 0 0
44 SW 103 219 0 80222484
49 HW 167 318 0 15120
50 SW 141 258 0 80222484
54 HW 153 318 0 6557544
55 SW 122 292 0 115533912
59 HW 183 365 0 16195032
60 SW 160 337 0 115547520
65 HW 174 365 0 24355296
65 SW 160 377 0 140997504
70 HW 185 392 0 36191232
70 SW 184 410 0 144848568
75 HW 173 392 0 54504576
75 SW 179 455 0 207841512
80 HW 176 419 0 88237296
80 SW 196 497 0 211094064
85 HW 164 419 0 130051656
85 SW 212 542 0 262627560
90 HW 180 455 0 155397312
90 SW 240 595 0 267181704
95 HW 166 455 0 169839936
95 SW 261 654 0 303123456
100 HW 178 490 0 239981616
101 SW 289 707 0 306560232
105 HW 169 490 0 327354048
106 SW 292 760 0 371754768
110 HW 171 523 0 438504192
111 SW 300 810 0 387211944
115 HW 156 523 0 557457768
116 SW 309 868 0 453764136
120 HW 175 568 0 709115904
121 SW 331 921 0 464606688
125 HW 160 568 0 794959704
126 SW 315 976 0 541431408
130 HW 175 612 0 926186184
131 SW 323 1024 0 552872832
136 HW 162 612 0 1008609840
137 SW 299 1080 0 651872664
141 HW 182 651 0 1043035056
142 SW 299 1127 0 700764696
146 HW 170 651 0 1156872024
147 SW 284 1174 0 784230120
151 HW 182 687 0 1252980792
152 SW 282 1217 0 819627552
156 HW 167 687 0 1384952688
157 SW 286 1275 0 889814712
161 HW 180 723 0 1510436592
162 SW 297 1326 0 918697116
166 HW 169 723 0 1620557064
167 SW 311 1390 0 989885100
171 HW 168 760 0 1931124888
172 SW 320 1452 0 1015826484
176 HW 157 760 0 2079781704
177 SW 302 1494 0 1091725860
181 HW 176 809 0 2184008400
183 SW 291 1538 0 1128073008
186 HW 161 809 0 2379617352
188 SW 255 1579 0 1207447140
191 HW 176 854 0 2552325552
