Ping 10.0.0.1 via ports 65535->7001
Reply from 10.0.0.1 seq=0 time=0.757999 ms
Reply from 10.0.0.1 seq=1 time=1.318 ms
Reply from 10.0.0.1 seq=2 time=1.598 ms
Reply from 10.0.0.1 seq=3 time=1.878 ms
Reply from 10.0.0.1 seq=4 time=1.878 ms
Reply from 10.0.0.1 seq=5 time=1.878 ms
Reply from 10.0.0.1 seq=6 time=2.158 ms
Reply from 10.0.0.1 seq=7 time=2.158 ms
Reply from 10.0.0.1 seq=8 time=2.158 ms
Reply from 10.0.0.1 seq=9 time=2.158 ms
Reply from 10.0.0.1 seq=10 time=2.1592 ms
Reply from 10.0.0.1 seq=11 time=2.158 ms
Reply from 10.0.0.1 seq=12 time=2.438 ms
Reply from 10.0.0.1 seq=13 time=2.438 ms
Reply from 10.0.0.1 seq=14 time=2.438 ms
Reply from 10.0.0.1 seq=15 time=2.44383 ms
Reply from 10.0.0.1 seq=16 time=2.438 ms
Reply from 10.0.0.1 seq=17 time=2.45029 ms
Reply from 10.0.0.1 seq=18 time=2.45205 ms
Reply from 10.0.0.1 seq=19 time=2.438 ms
Reply from 10.0.0.1 seq=20 time=2.438 ms
Reply from 10.0.0.1 seq=21 time=2.438 ms
Reply from 10.0.0.1 seq=22 time=2.44247 ms
Reply from 10.0.0.1 seq=23 time=2.44739 ms
Reply from 10.0.0.1 seq=24 time=2.478 ms
Reply from 10.0.0.1 seq=25 time=2.48169 ms
Reply from 10.0.0.1 seq=26 time=2.49106 ms
Reply from 10.0.0.1 seq=27 time=2.49627 ms
Reply from 10.0.0.1 seq=28 time=2.478 ms
Reply from 10.0.0.1 seq=29 time=2.47811 ms
Reply from 10.0.0.1 seq=30 time=2.478 ms
Reply from 10.0.0.1 seq=31 time=2.48072 ms
Reply from 10.0.0.1 seq=32 time=2.478 ms
Reply from 10.0.0.1 seq=33 time=2.478 ms
Reply from 10.0.0.1 seq=34 time=2.49955 ms
Reply from 10.0.0.1 seq=35 time=2.478 ms
Reply from 10.0.0.1 seq=36 time=2.478 ms
Reply from 10.0.0.1 seq=37 time=2.478 ms
Reply from 10.0.0.1 seq=38 time=2.48869 ms
Reply from 10.0.0.1 seq=39 time=2.478 ms
Reply from 10.0.0.1 seq=40 time=2.49098 ms
Reply from 10.0.0.1 seq=41 time=2.50091 ms
Reply from 10.0.0.1 seq=42 time=2.70056 ms
Reply from 10.0.0.1 seq=43 time=2.68286 ms
Reply from 10.0.0.1 seq=44 time=2.68937 ms
Reply from 10.0.0.1 seq=45 time=2.678 ms
Reply from 10.0.0.1 seq=46 time=2.68288 ms
Reply from 10.0.0.1 seq=47 time=2.69165 ms
Reply from 10.0.0.1 seq=48 time=2.68946 ms
Reply from 10.0.0.1 seq=49 time=2.69567 ms
Reply from 10.0.0.1 seq=50 time=2.68382 ms
Reply from 10.0.0.1 seq=51 time=2.67913 ms
Reply from 10.0.0.1 seq=52 time=2.69859 ms
Reply from 10.0.0.1 seq=53 time=2.678 ms
Reply from 10.0.0.1 seq=54 time=2.69504 ms
Reply from 10.0.0.1 seq=55 time=2.69014 ms
Reply from 10.0.0.1 seq=56 time=2.678 ms
Reply from 10.0.0.1 seq=57 time=2.67938 ms
Reply from 10.0.0.1 seq=58 time=2.678 ms
Reply from 10.0.0.1 seq=59 time=2.678 ms
Reply from 10.0.0.1 seq=60 time=2.678 ms
Reply from 10.0.0.1 seq=61 time=2.74134 ms
Reply from 10.0.0.1 seq=62 time=2.7316 ms
Reply from 10.0.0.1 seq=63 time=2.718 ms
Reply from 10.0.0.1 seq=64 time=2.72057 ms
Reply from 10.0.0.1 seq=65 time=2.75001 ms
Reply from 10.0.0.1 seq=66 time=2.718 ms
Reply from 10.0.0.1 seq=67 time=2.718 ms
Reply from 10.0.0.1 seq=68 time=2.72097 ms
Reply from 10.0.0.1 seq=69 time=2.74278 ms
Reply from 10.0.0.1 seq=70 time=2.72906 ms
Reply from 10.0.0.1 seq=71 time=2.73006 ms
Reply from 10.0.0.1 seq=72 time=2.73251 ms
Reply from 10.0.0.1 seq=73 time=2.73272 ms
Reply from 10.0.0.1 seq=74 time=2.72837 ms
Reply from 10.0.0.1 seq=75 time=2.75859 ms
Reply from 10.0.0.1 seq=76 time=2.718 ms
Reply from 10.0.0.1 seq=77 time=2.718 ms
Reply from 10.0.0.1 seq=78 time=2.76113 ms
Reply from 10.0.0.1 seq=79 time=2.73914 ms
Reply from 10.0.0.1 seq=80 time=2.718 ms
Reply from 10.0.0.1 seq=81 time=2.718 ms
Reply from 10.0.0.1 seq=82 time=2.7286 ms
Reply from 10.0.0.1 seq=83 time=2.73216 ms
Reply from 10.0.0.1 seq=84 time=2.77997 ms
Reply from 10.0.0.1 seq=85 time=2.76815 ms
Reply from 10.0.0.1 seq=86 time=2.72332 ms
Reply from 10.0.0.1 seq=87 time=2.76967 ms
Reply from 10.0.0.1 seq=88 time=2.76238 ms
Reply from 10.0.0.1 seq=89 time=2.78306 ms
Reply from 10.0.0.1 seq=90 time=2.78911 ms
Reply from 10.0.0.1 seq=91 time=2.76893 ms
Reply from 10.0.0.1 seq=92 time=2.77131 ms
Reply from 10.0.0.1 seq=93 time=2.77299 ms
Reply from 10.0.0.1 seq=94 time=2.76313 ms
Reply from 10.0.0.1 seq=95 time=2.77402 ms
Reply from 10.0.0.1 seq=96 time=2.76685 ms
Reply from 10.0.0.1 seq=97 time=2.79779 ms
Reply from 10.0.0.1 seq=98 time=2.77106 ms
Reply from 10.0.0.1 seq=99 time=2.76585 ms
Reply from 10.0.0.1 seq=100 time=2.76771 ms
Reply from 10.0.0.1 seq=101 time=2.76543 ms
Reply from 10.0.0.1 seq=102 time=2.758 ms
Reply from 10.0.0.1 seq=103 time=2.77754 ms
Reply from 10.0.0.1 seq=104 time=2.7588 ms
Reply from 10.0.0.1 seq=105 time=2.77567 ms
Reply from 10.0.0.1 seq=106 time=2.79525 ms
Reply from 10.0.0.1 seq=107 time=2.77046 ms
Reply from 10.0.0.1 seq=108 time=2.75992 ms
Reply from 10.0.0.1 seq=109 time=2.7741 ms
Reply from 10.0.0.1 seq=110 time=2.75919 ms
Reply from 10.0.0.1 seq=111 time=2.76652 ms
Reply from 10.0.0.1 seq=112 time=2.758 ms
Reply from 10.0.0.1 seq=113 time=2.758 ms
Reply from 10.0.0.1 seq=114 time=2.758 ms
Reply from 10.0.0.1 seq=115 time=2.76413 ms
