    Time      SRC      DST   Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x04003f2711753111       10.0.0.64       10.0.0.63    10001    30001    17        1           true    false     false    2                5.302         0.000         0        8232285
  10.000       SW       HW 0x0460452713753311       10.0.0.70       10.0.0.69    10003    30003    17        1           true    false     false    2                5.195         0.000         0        7161228
  10.000       SW       HW 0x00a0092712753211       10.0.0.10       10.0.0.9    10002    30002    17        1           true    false     false    1                5.353         0.000         0        6524274
  10.000       SW       HW 0x03c03b2711753111       10.0.0.60       10.0.0.59    10001    30001    17        1           true    false     false    2                8.328         0.000         0        5296588
  10.000       SW       HW 0x03a0392710753011       10.0.0.58       10.0.0.57    10000    30000    17        1           true    false     false    2                2.640         0.000         0        4795405
  10.000       SW       HW 0x02c02b2710753011       10.0.0.44       10.0.0.43    10000    30000    17        1           true    false     false    1                1.602         0.000         0        4247085
  10.000       SW       HW 0x0380372713753311       10.0.0.56       10.0.0.55    10003    30003    17        1           true    false     false    2                9.888         0.000         0        4001902
  10.000       SW       HW 0x0320312712753211       10.0.0.50       10.0.0.49    10002    30002    17        1           true    false     false    1                8.274         0.000         0        3900693
  10.000       SW       HW 0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        1           true    false     false    1                5.945         0.000         0        3836886
  10.000       SW       HW 0x0120112717753711       10.0.0.18       10.0.0.17    10007    30007    17        1           true    false     false    1                9.256         0.000         0        3732518
  10.000       SW       HW 0x0440432715753511       10.0.0.68       10.0.0.67    10005    30005    17        1           true    false     false    2                4.917         0.000         0        3681273
  10.000       SW       HW 0x02c02b2713753311       10.0.0.44       10.0.0.43    10003    30003    17        1           true    false     false    1                8.678         0.000         0        3622572
  10.000       SW       HW 0x0240232712753211       10.0.0.36       10.0.0.35    10002    30002    17        1           true    false     false    1                7.941         0.000         0        2933752
  10.000       SW       HW 0x04e04d2711753111       10.0.0.78       10.0.0.77    10001    30001    17        1           true    false     false    2                2.104         0.000         0        2841615
  10.000       SW       HW 0x0080072713753311       10.0.0.8       10.0.0.7    10003    30003    17        1           true    false     false    1                6.535         0.000         0        2768945
  10.000       SW       HW 0x01e01d2712753211       10.0.0.30       10.0.0.29    10002    30002    17        1           true    false     false    1                5.764         0.000         0        2760114
  10.000       SW       HW 0x01a0192713753311       10.0.0.26       10.0.0.25    10003    30003    17        1           true    false     false    1                7.446         0.000         0        2720618
  10.000       SW       HW 0x00a0092710753011       10.0.0.10       10.0.0.9    10000    30000    17        1           true    false     false    1                3.160         0.000         0        2684474
  10.000       SW       HW 0x0540532711753111       10.0.0.84       10.0.0.83    10001    30001    17        1           true    false     false    2                3.270         0.000         0        2618306
  10.000       SW       HW 0x0120112711753111       10.0.0.18       10.0.0.17    10001    30001    17        1           true    false     false    1                4.727         0.000         0        2514154
  10.000       SW       HW 0x04003f2710753011       10.0.0.64       10.0.0.63    10000    30000    17        1           true    false     false    2                4.628         0.000         0        2469903
  10.000       SW       HW 0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        1           true    false     false    1                6.581         0.000         0        2465631
  10.000       SW       HW 0x0160152712753211       10.0.0.22       10.0.0.21    10002    30002    17        1           true    false     false    1                5.728         0.000         0        2415953
  10.000       SW       HW 0x02001f2713753311       10.0.0.32       10.0.0.31    10003    30003    17        1           true    false     false    1                7.269         0.000         0        2411030
  10.000       SW       HW 0x0660652711753111       10.0.0.102       10.0.0.101    10001    30001    17        1           true    false     false    2                5.776         0.000         0        2328723
  10.000       SW       HW 0x03a0392712753211       10.0.0.58       10.0.0.57    10002    30002    17        1           true    false     false    2                7.223         0.000         0        2292733
  10.000       SW       HW 0x05c05b2711753111       10.0.0.92       10.0.0.91    10001    30001    17        1           true    false     false    2                5.703         0.000         0        2229534
  10.000       SW       HW 0x0480472714753411       10.0.0.72       10.0.0.71    10004    30004    17        1           true    false     false    2                4.751         0.000         0        2158240
  10.000       SW       HW 0x04a0492711753111       10.0.0.74       10.0.0.73    10001    30001    17        1           true    false     false    2                6.079         0.000         0        2134411
  10.000       SW       HW 0x0380372710753011       10.0.0.56       10.0.0.55    10000    30000    17        1           true    false     false    2                2.009         0.000         0        2091438
  10.000       SW       HW 0x0440432714753411       10.0.0.68       10.0.0.67    10004    30004    17        1           true    false     false    2                4.106         0.000         0        2053452
