Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
10 HW 2 2 0 0
10 SW 38 38 0 0
15 HW 2 2 0 0
15 SW 101 101 0 0
20 HW 97 97 0 0
21 SW 159 161 0 1512
25 HW 97 97 0 0
26 SW 219 220 0 1512
30 HW 164 200 0 0
31 SW 273 281 0 1323360
36 HW 157 200 0 13608
36 SW 241 348 0 68010120
41 HW 191 246 0 568512
41 SW 291 407 0 69265080
46 HW 183 246 0 3757320
46 SW 274 466 0 151395408
51 HW 192 263 0 11228112
51 SW 321 531 0 154290888
56 HW 174 263 0 33707016
56 SW 337 606 0 231141312
61 HW 184 290 0 58712472
62 SW 388 691 0 239924640
66 HW 176 290 0 76315176
67 SW 424 771 0 304317696
71 HW 187 316 0 136554768
72 SW 457 840 0 315801336
76 HW 179 316 0 174489336
77 SW 486 923 0 383653968
81 HW 182 344 0 274204224
82 SW 528 1013 0 409409376
86 HW 172 344 0 312205320
87 SW 552 1098 0 504300984
91 HW 191 373 0 389306736
93 SW 592 1185 0 535053672
96 HW 178 373 0 509209848
98 SW 605 1293 0 669063744
101 HW 189 401 0 648310824
103 SW 652 1399 0 720161784
107 HW 170 401 0 790842528
108 SW 668 1500 0 876195648
112 HW 185 436 0 988714944
114 SW 681 1594 0 974111256
117 HW 162 436 0 1227178512
119 SW 701 1722 0 1104927984
122 HW 187 487 0 1387576008
124 SW 712 1814 0 1201759788
127 HW 169 487 0 1670000976
129 SW 730 1930 0 1361698226
132 HW 191 524 0 1741296312
135 SW 704 2014 0 1568346290
137 HW 168 524 0 2019041640
140 SW 687 2115 0 1835082746
142 HW 185 564 0 2205059976
145 SW 701 2212 0 1978960130
147 HW 169 564 0 2465222256
150 SW 722 2339 0 2193051950
152 HW 193 603 0 2588622624
155 SW 767 2468 0 2340484046
157 HW 185 603 0 2641802688
161 SW 758 2572 0 2581862750
162 HW 195 630 0 2822249304
166 SW 749 2683 0 2811653666
167 HW 181 630 0 2996318304
171 SW 716 2784 0 3058950338
172 HW 188 663 0 3279954384
177 SW 743 2891 0 3177624194
177 HW 170 663 0 3487559544
182 SW 709 2995 0 3421751894
183 HW 195 703 0 3629494008
187 SW 740 3115 0 3548534606
188 HW 183 703 0 3774478176
192 SW 725 3209 0 3741558038
193 HW 168 703 0 4014379656
198 SW 764 3339 0 3887621774
198 HW 183 734 0 4183102224
203 SW 738 3444 0 4104710198
203 HW 167 734 0 4330646208
208 SW 762 3561 0 4249772990
208 HW 181 767 0 4576783176
213 SW 744 3664 0 4486130642
214 HW 165 767 0 4811720760
219 HW 176 802 0 5042550240
219 SW 737 3784 0 4633815242
224 HW 153 802 0 5387281704
224 SW 713 3886 0 4810793330
229 HW 181 849 0 5551292880
229 SW 727 3992 0 4965277394
234 HW 164 849 0 5725157760
235 SW 733 4107 0 5164933970
239 HW 180 886 0 5918403456
240 SW 765 4222 0 5312592866
244 HW 166 886 0 6090405552
245 SW 723 4319 0 5572667630
249 HW 189 923 0 6304551624
250 SW 730 4428 0 5720535182
254 HW 173 923 0 6484319352
256 SW 684 4508 0 5970161846
259 HW 184 954 0 6639999408
261 SW 672 4575 0 6087193790
264 HW 171 954 0 6804258552
266 SW 581 4614 0 6355856534
269 HW 183 988 0 6937808976
271 SW 542 4660 0 6470351222
274 HW 164 988 0 7219293480
276 SW 457 4699 0 6668217770
279 HW 181 1034 0 7339645656
281 SW 427 4743 0 6773855342
284 HW 169 1034 0 7518137256
287 SW 367 4785 0 7006075862
289 HW 166 1072 0 7710118920
292 SW 347 4826 0 7083336038
295 HW 148 1072 0 7827589224
297 SW 285 4860 0 7375702406
300 HW 177 1133 0 8094563064
302 SW 250 4888 0 7441687598
305 HW 155 1133 0 8261394120
307 SW 209 4918 0 7586356118
310 HW 151 1186 0 8448490512
312 SW 176 4937 0 7659700214
315 HW 115 1186 0 8581711320
317 SW 141 4966 0 7850782238
320 HW 183 1283 0 8768925648
323 SW 83 4984 0 7871603990
325 HW 163 1283 0 8900961048
328 SW 79 4999 0 7913087222
330 HW 156 1330 0 9054356472
333 SW 67 5012 0 7927614698
335 HW 79 1330 0 9218727504
338 SW 42 5030 0 7984975442
340 HW 101 1368 0 9265982040
343 SW 13 5039 0 7985032898
345 HW 74 1368 0 9406581408
348 SW 17 5043 0 7985032898
350 HW 71 1379 0 9504008640
353 SW 8 5045 0 7985049530
355 HW 23 1379 0 9557870616
358 SW 4 5045 0 7985049830
360 HW 18 1381 0 9633201480
363 SW 2 5045 0 7985052854
365 HW 5 1381 0 9645760152
368 SW 2 5045 0 7985052854
370 HW 4 1381 0 9674457912
373 SW 2 5045 0 7985052854
375 HW 2 1381 0 9674457912
378 SW 2 5045 0 7985052854
380 HW 2 1381 0 9674457912
383 SW 2 5045 0 7985052854
