Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 HW 2 2 0 0
13 SW 2 2 0 0
14 HW 42 43 0 0
18 SW 6 6 0 0
19 HW 88 88 0 0
23 SW 6 6 0 0
24 HW 135 135 0 0
28 SW 61 72 0 0
29 HW 190 194 0 6048
33 SW 121 269 0 300
34 HW 200 210 35 15120
38 SW 125 510 0 300
39 HW 197 212 95 2346624
43 SW 158 771 0 300
44 HW 198 270 95 20941200
48 SW 177 908 0 300
49 HW 199 332 95 47742912
53 SW 234 1107 0 300
54 HW 200 364 127 69421968
58 SW 246 1382 0 414888
59 HW 193 411 144 103770072
63 SW 291 1657 0 443616
64 HW 199 451 176 141694056
68 SW 302 1936 0 4249320
69 HW 195 502 180 175473648
73 SW 303 2170 0 16535832
74 HW 201 544 201 218975400
78 SW 323 2444 0 20063328
79 HW 200 605 219 297433080
83 SW 345 2695 0 26462412
84 HW 200 655 236 342418104
88 SW 383 2970 0 36335772
89 HW 200 708 265 437506272
93 SW 394 3228 0 82890252
94 HW 195 754 282 519987384
98 SW 410 3505 0 107942580
99 HW 197 814 296 584167248
103 SW 424 3779 0 129966372
104 HW 200 876 311 628260192
108 SW 444 4054 0 185748708
109 HW 198 932 324 686972664
113 SW 458 4329 0 219309240
114 HW 199 991 355 853563312
118 SW 462 4606 0 260709312
119 HW 195 1048 387 1075818240
123 SW 477 4883 0 302537280
124 HW 199 1123 398 1148636160
128 SW 501 5158 0 351471648
129 HW 202 1192 424 1285015536
133 SW 504 5433 0 452985996
134 HW 199 1245 450 1372173264
138 SW 486 5708 0 623854092
139 HW 194 1300 461 1490493312
143 SW 494 5968 0 670947024
144 HW 192 1375 473 1631963592
148 SW 502 6242 0 795355896
149 HW 198 1439 485 1683522792
153 SW 501 6519 0 874168896
154 HW 200 1490 530 1748248488
158 SW 484 6794 0 1043525112
159 HW 195 1547 550 1884116808
163 SW 494 7069 0 1131387432
164 HW 199 1623 578 1972972512
168 SW 506 7346 0 1255934076
169 HW 197 1684 600 2019968496
173 SW 500 7621 0 1451707836
174 HW 200 1745 614 2087736336
178 SW 484 7896 0 1569775380
179 HW 192 1806 631 2169095544
183 SW 488 8173 0 1733981604
184 HW 199 1869 669 2209278456
188 SW 481 8448 0 1887049104
189 HW 194 1920 723 2280097512
193 SW 498 8724 0 1957292088
194 HW 196 1988 736 2370651192
198 SW 489 8999 0 2166171984
199 HW 196 2052 752 2438473464
203 SW 478 9274 0 2274786504
204 HW 201 2109 791 2569618296
208 SW 444 9551 0 2466059160
209 HW 200 2148 843 2655002448
213 SW 426 9802 0 2598425688
214 HW 200 2200 868 2736881784
218 SW 443 10078 0 2686851984
219 HW 199 2270 891 2828708568
223 SW 472 10354 0 2801419428
224 HW 193 2324 915 2918922048
228 SW 481 10629 0 2883383436
229 HW 193 2379 942 2972430216
233 SW 485 10906 0 2984744892
234 HW 201 2453 956 3196296936
238 SW 491 11181 0 3112451616
239 HW 200 2527 984 3287248272
243 SW 496 11456 0 3220347936
244 HW 198 2577 1005 3361921416
248 SW 493 11733 0 3298559160
249 HW 196 2645 1018 3426639552
253 SW 486 11987 0 3395827812
254 HW 197 2716 1019 3615931368
258 SW 484 12262 0 3568263852
259 HW 200 2783 1035 3722873616
263 SW 484 12537 0 3658307988
264 HW 192 2838 1070 3917390904
268 SW 484 12812 0 3737856000
269 HW 191 2899 1072 3951953712
273 SW 457 12937 0 3833804496
274 HW 151 2928 1072 3993323544
278 SW 458 13051 0 3911060136
279 HW 134 2970 1072 4063977792
283 SW 389 13053 0 4121760360
284 HW 139 3005 1072 4091190768
288 SW 318 13053 0 4246453488
289 HW 166 3037 1072 4093714296
293 SW 286 13091 0 4377636180
294 HW 125 3061 1072 4313051064
298 SW 250 13091 0 4469892612
299 HW 133 3089 1072 4377208248
303 SW 225 13091 0 4582222116
304 HW 132 3118 1072 4502515248
308 SW 171 13093 0 4636593636
309 HW 115 3132 1072 4583776176
313 SW 145 13093 0 4754281668
314 HW 128 3181 1072 4680651528
318 SW 122 13093 0 4869071196
319 HW 114 3200 1072 4741817976
323 SW 104 13093 0 4943110992
324 HW 129 3241 1072 4768418592
328 SW 89 13095 0 5056709064
329 HW 110 3255 1072 4850527752
333 SW 57 13095 0 5299619424
334 HW 112 3298 1072 4902306192
338 SW 42 13097 0 5425287792
339 HW 120 3334 1072 4951925496
343 SW 33 13097 0 5444886516
344 HW 108 3343 1072 5002439904
348 SW 21 13097 0 5519163516
349 HW 97 3377 1072 5123567736
353 SW 13 13097 0 5535727656
354 HW 67 3405 1072 5234595408
358 SW 6 13097 0 5550536184
359 HW 55 3415 1072 5277755448
363 SW 4 13097 0 5555625576
364 HW 28 3419 1072 5351415552
368 SW 5 13099 0 5558945928
369 HW 13 3421 1072 5362489440
373 SW 4 13099 0 5570077272
374 HW 5 3421 1072 5416312104
378 SW 4 13099 0 5570077272
379 HW 2 3421 1072 5419587096
383 SW 2 13099 0 5570077392
384 HW 2 3421 1072 5419587096
