Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
12 HW 2 2 0 0
12 SW 20 20 0 0
17 HW 2 2 0 0
17 SW 59 60 0 0
22 HW 55 55 0 0
22 SW 82 83 0 1512
27 HW 55 55 0 0
27 SW 107 108 0 1512
32 HW 104 156 0 0
32 SW 124 141 0 541596
37 HW 102 156 0 0
37 SW 101 169 0 38173764
42 HW 154 255 0 0
42 SW 129 208 0 40456884
47 HW 137 255 0 775656
47 SW 132 247 0 64013844
52 HW 174 318 0 5346432
52 SW 164 280 0 64633764
57 HW 157 318 0 9510480
57 SW 142 318 0 101404092
62 HW 176 361 0 14503104
63 SW 160 349 0 103770612
67 HW 167 361 0 21326760
68 SW 145 383 0 152529588
72 HW 179 394 0 47989368
73 SW 189 439 0 152659620
77 HW 172 394 0 63992376
78 SW 192 482 0 197744436
82 HW 182 422 0 83745144
83 SW 205 514 0 200213532
88 HW 161 422 0 136828440
88 SW 202 557 0 255687300
93 HW 180 461 0 184467024
93 SW 214 591 0 257799924
98 HW 172 461 0 208652976
98 SW 213 628 0 304289388
103 HW 179 491 0 249749136
103 SW 245 682 0 309452868
108 HW 165 491 0 318767400
108 SW 248 737 0 366892236
113 HW 186 528 0 342076392
113 SW 284 798 0 376925868
118 HW 170 528 0 435579984
119 SW 273 838 0 406827180
123 HW 182 564 0 577677744
124 SW 291 899 0 422416140
128 HW 162 564 0 678736800
129 SW 285 955 0 480236532
133 HW 177 605 0 803067048
134 SW 307 999 0 486833388
138 HW 162 605 0 940748256
139 SW 261 1036 0 571085052
143 HW 171 649 0 1059199848
144 SW 268 1089 0 600215244
148 HW 160 649 0 1193600016
149 SW 251 1130 0 686399244
153 HW 179 691 0 1294970544
154 SW 259 1177 0 699460200
158 HW 162 691 0 1446899328
160 SW 264 1245 0 777338784
164 HW 184 732 0 1572809616
165 SW 293 1305 0 787602240
169 HW 170 732 0 1674654912
170 SW 294 1371 0 842248944
174 HW 185 765 0 1845656064
175 SW 307 1415 0 861951816
179 HW 171 765 0 1990000656
180 SW 285 1459 0 924601536
184 HW 174 801 0 2158748928
185 SW 278 1504 0 953133156
189 HW 160 801 0 2243703672
190 SW 277 1556 0 1038236076
194 HW 179 848 0 2355655176
196 SW 306 1611 0 1047367044
199 HW 168 848 0 2429103600
201 SW 307 1663 0 1093032588
204 HW 175 884 0 2591956584
206 SW 319 1724 0 1107618852
209 HW 158 884 0 2685293856
211 SW 299 1769 0 1202865780
214 HW 181 931 0 2767939776
216 SW 327 1837 0 1224436092
219 HW 160 931 0 2974492584
221 SW 305 1890 0 1295601396
224 HW 186 975 0 3079838160
226 SW 336 1955 0 1313869380
229 HW 169 975 0 3198253464
232 SW 307 2006 0 1405517748
234 HW 174 1016 0 3420085032
237 SW 307 2053 0 1419234612
240 HW 161 1016 0 3527908776
242 SW 271 2092 0 1488591684
245 HW 176 1068 0 3738601440
247 SW 290 2140 0 1495421508
250 HW 163 1068 0 3871460880
252 SW 265 2185 0 1554336588
255 HW 182 1107 0 3940854120
257 SW 279 2231 0 1572958380
260 HW 166 1107 0 4068477504
262 SW 263 2285 0 1648587108
265 HW 176 1146 0 4238999352
267 SW 262 2329 0 1671407724
270 HW 161 1146 0 4365199944
272 SW 261 2388 0 1722316764
275 HW 184 1191 0 4469928624
278 SW 270 2436 0 1741730964
280 HW 175 1191 0 4537932336
