Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
13 HW 8 8 0 0
13 SW 9 9 0 0
18 HW 14 14 0 0
18 SW 19 19 0 0
23 HW 26 26 0 0
23 SW 30 30 0 0
28 HW 32 32 0 0
28 SW 39 39 0 0
33 HW 40 40 0 0
33 SW 45 49 0 240
38 HW 53 53 0 0
38 SW 60 64 0 240
43 HW 66 67 0 0
43 SW 67 75 0 1220424
48 HW 82 82 0 0
48 SW 78 90 0 1342896
53 HW 95 95 0 0
53 SW 84 100 0 2487480
58 HW 97 105 0 9035712
58 SW 98 118 0 10550976
63 HW 100 116 0 19352088
63 SW 100 126 0 20285232
68 HW 110 134 0 39907728
68 SW 116 146 0 21674760
73 HW 112 144 0 56267568
73 SW 110 160 0 38946576
78 HW 116 158 0 90889344
78 SW 121 175 0 41982672
83 HW 117 169 0 98387352
83 SW 124 192 0 68732976
88 HW 131 185 0 101028816
89 SW 136 212 0 83270856
94 HW 133 195 0 126194544
94 SW 137 223 0 100973352
99 HW 137 211 0 152569872
99 SW 137 243 0 141100440
104 HW 145 231 0 180021744
104 SW 134 262 0 190069584
109 HW 158 252 0 190778112
109 SW 136 274 0 219561144
114 HW 165 273 0 262667664
114 SW 129 289 0 292383720
119 HW 156 288 0 307498464
119 SW 125 304 0 389611488
124 HW 147 305 0 456242976
124 SW 137 323 0 429791376
129 HW 146 324 0 526153320
129 SW 149 344 0 451550568
134 HW 150 346 0 618122232
134 SW 151 361 0 522289488
139 HW 156 366 0 714728448
139 SW 150 380 0 574993392
144 HW 151 377 0 768554136
144 SW 148 394 0 619332972
149 SW 150 412 0 693665916
149 HW 145 393 0 879108552
154 SW 151 429 0 751383492
154 HW 141 411 0 938933856
159 SW 163 455 0 826381836
159 HW 150 430 0 972787536
165 SW 160 474 0 903507444
165 HW 149 445 0 1015075152
170 SW 155 487 0 990999324
170 HW 143 459 0 1071123480
175 SW 157 513 0 1062172308
175 HW 148 479 0 1093026312
180 SW 145 527 0 1164279300
180 HW 148 498 0 1194257736
185 SW 154 552 0 1268276172
185 HW 156 522 0 1236096288
190 SW 137 563 0 1371377940
190 HW 149 533 0 1292678352
195 SW 138 576 0 1403429316
195 HW 138 546 0 1353649752
200 SW 134 592 0 1447932372
200 HW 142 568 0 1449823536
205 SW 133 601 0 1475662452
205 HW 140 576 0 1483066368
210 SW 137 619 0 1486889052
210 HW 134 588 0 1556662968
215 SW 137 639 0 1566988764
215 HW 122 604 0 1615754952
220 SW 142 654 0 1621319580
220 HW 122 615 0 1659321720
