  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          1.82178                69       2023860         278297
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          4.45546              58.6       4781464         839874
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1          5.19326              80.2      29783336        3185096
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          5.98175             134.8      18974256        1223965
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          8.36626             134.4       6637048         436526
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          9.41873             120.5      16027152        1159484
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1          10.0247              79.5       4158388         554680
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          10.0389                82       4126552         471868
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1           11.654              93.4       2592360         264708
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          13.2009             101.8       6621888         610318
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          14.0059                90       2692416         283434
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          16.8065               104        198596          19097
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          18.5927               133       1923804         138145
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          19.0223              88.4       4678376         613782
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          23.1634              60.1          3032            658
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          27.2294             131.5       7549680         587691
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1          30.7638             153.4        527568          35396
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        1        0        1           34.266             130.6       9546252         797731
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        1        0        1          34.4848             121.9       5195332         486026
0x0040032723754311       10.0.0.4       10.0.0.3    10019    30019    17        0           0        1        0        1          34.5635             159.1      18420916        1276609
0x0040032724754411       10.0.0.4       10.0.0.3    10020    30020    17        0           0        1        0        1          36.6642             101.9      10636256        1343475
0x0040032725754511       10.0.0.4       10.0.0.3    10021    30021    17        0           0        1        0        1          47.5248             137.8       8870116         860390
0x0040032726754611       10.0.0.4       10.0.0.3    10022    30022    17        0           0        1        0        1           50.119             125.7       9373428        1073072
0x0040032727754711       10.0.0.4       10.0.0.3    10023    30023    17        0           0        0        0        1           52.092             133.5        656428          67405
0x0040032728754811       10.0.0.4       10.0.0.3    10024    30024    17        0           0        0        0        1          52.1398              97.9        433576          91616
0x0040032729754911       10.0.0.4       10.0.0.3    10025    30025    17        0           0        0        0        1          53.9374             120.8       2133012         258302
0x004003272a754a11       10.0.0.4       10.0.0.3    10026    30026    17        0           0        0        0        1          55.2789             154.3       5578880         471183
0x004003272b754b11       10.0.0.4       10.0.0.3    10027    30027    17        0           0        0        0        1          61.5922             106.1        375968          78310
0x004003272c754c11       10.0.0.4       10.0.0.3    10028    30028    17        0           0        0        0        1          62.3886             153.9        404772          36960
0x004003272d754d11       10.0.0.4       10.0.0.3    10029    30029    17        0           0        0        0        1          62.5336             118.9       2692416         453780
0x004003272e754e11       10.0.0.4       10.0.0.3    10030    30030    17        0           0        0        0        1          64.0424             152.1       2763668         257212
0x004003272f754f11       10.0.0.4       10.0.0.3    10031    30031    17        0           0        1        0        1          65.2441             194.8      13255904         850037
0x0040032730755011       10.0.0.4       10.0.0.3    10032    30032    17        0           0        1        0        1          65.9007             118.5       4193256         760693
0x0040032731755111       10.0.0.4       10.0.0.3    10033    30033    17        0           0        1        0        1          65.9724             121.5      12229572        1810861
0x0040032732755211       10.0.0.4       10.0.0.3    10034    30034    17        0           0        1        0        1          68.8356             130.1       4664732         610123
0x0040032733755311       10.0.0.4       10.0.0.3    10035    30035    17        0           0        0        0        1          74.3669             168.8       2363444         220797
0x0040032734755411       10.0.0.4       10.0.0.3    10036    30036    17        0           0        1        0        1           77.937             133.7       8488084        1304278
0x0040032735755511       10.0.0.4       10.0.0.3    10037    30037    17        0           0        0        0        1          79.2148             144.1       4023464         529532
0x0040032736755611       10.0.0.4       10.0.0.3    10038    30038    17        0           0        1        0        1           79.456             120.7       5481856        1081661
0x0040032737755711       10.0.0.4       10.0.0.3    10039    30039    17        0           0        1        0        1          84.0527             193.9       9722108         734108
0x0040032738755811       10.0.0.4       10.0.0.3    10040    30040    17        0           0        0        0        1          84.3765             174.9       1600896         149575
0x0040032739755911       10.0.0.4       10.0.0.3    10041    30041    17        0           0        0        0        1          89.4739             132.8        278944          55064
0x004003273a755a11       10.0.0.4       10.0.0.3    10042    30042    17        0           0        0        0        1          89.9944             192.7        497248          39777
0x004003273b755b11       10.0.0.4       10.0.0.3    10043    30043    17        0           0        0        0        1          90.4117             160.2       3321556         381852
0x004003273c755c11       10.0.0.4       10.0.0.3    10044    30044    17        0           0        1        0        1            91.18             208.5      13944168        1025118
0x004003273d755d11       10.0.0.4       10.0.0.3    10045    30045    17        0           0        0        0        1           93.398             134.6         18192           3976
0x004003273e755e11       10.0.0.4       10.0.0.3    10046    30046    17        0           0        0        0        1          95.8694             170.9        985400         106342
0x004003273f755f11       10.0.0.4       10.0.0.3    10047    30047    17        0           0        0        0        1          97.3088             139.8        218304          53422
0x0040032740756011       10.0.0.4       10.0.0.3    10048    30048    17        0           0        1        0        1          98.3854               164       3893088         505476
0x0040032741756111       10.0.0.4       10.0.0.3    10049    30049    17        0           0        1        0        1          98.6704             199.1      27404732        2400513
0x0040032742756211       10.0.0.4       10.0.0.3    10050    30050    17        0           0        0        0        1          99.3758             159.2       1740368         275025
0x0040032743756311       10.0.0.4       10.0.0.3    10051    30051    17        0           0        0        0        1          99.9565             187.9       1494776         149396
0x0040032744756411       10.0.0.4       10.0.0.3    10052    30052    17        0           0        0        0        1          100.751             189.3       2181524         220218
0x0040032745756511       10.0.0.4       10.0.0.3    10053    30053    17        0           0        0        0        1           101.76               137        322908          91475
0x0040032746756611       10.0.0.4       10.0.0.3    10054    30054    17        0           0        0        0        1          104.837             225.2       5318128         369433
0x0040032747756711       10.0.0.4       10.0.0.3    10055    30055    17        0           0        0        0        1          106.921             198.7       4660184         448748
0x0040032748756811       10.0.0.4       10.0.0.3    10056    30056    17        0           0        0        0        1          108.165             147.1        873216         219432
0x0040032749756911       10.0.0.4       10.0.0.3    10057    30057    17        0           0        0        0        1           110.58             162.6       1781300         288353
0x004003274a756a11       10.0.0.4       10.0.0.3    10058    30058    17        0           0        1        0        1          110.682             223.6      29377048        2149834
0x004003274b756b11       10.0.0.4       10.0.0.3    10059    30059    17        0           0        1        0        1          117.088             192.3       9979828        1095004
0x004003274c756c11       10.0.0.4       10.0.0.3    10060    30060    17        0           0        1        0        1          117.137             230.3       7710376         546529
0x004003274d756d11       10.0.0.4       10.0.0.3    10061    30061    17        0           0        1        0        1          118.894             238.1      16827600        1211646
0x004003274e756e11       10.0.0.4       10.0.0.3    10062    30062    17        0           0        1        0        1          120.895             160.1       1905612         389849
0x004003274f756f11       10.0.0.4       10.0.0.3    10063    30063    17        0           0        1        0        1          121.088             242.4      15875552        1068054
0x0040032750757011       10.0.0.4       10.0.0.3    10064    30064    17        0           0        0        0        1          126.581             233.9       3247272         251194
0x0040032751757111       10.0.0.4       10.0.0.3    10065    30065    17        0           0        0        0        1          126.968             209.7        744356          81537
0x0040032752757211       10.0.0.4       10.0.0.3    10066    30066    17        0           0        1        0        1           128.99             179.3       1864680         363749
0x0040032753757311       10.0.0.4       10.0.0.3    10067    30067    17        0           0        1        0        1          129.925             257.4      62750272        4180734
0x0040032754757411       10.0.0.4       10.0.0.3    10068    30068    17        0           0        1        0        1          130.585             236.3      43970064        3538320
