Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 HW 9 9 0 0
9 SW 9 9 0 0
14 HW 16 16 0 0
14 SW 21 21 0 0
19 HW 23 23 0 0
19 SW 27 27 0 0
24 HW 35 35 0 0
24 SW 39 39 0 0
29 HW 43 44 0 0
29 SW 44 48 0 240
34 HW 48 51 0 27216
34 SW 48 54 0 490128
39 HW 57 64 0 4165560
39 SW 58 68 0 1144824
44 HW 69 77 0 5768280
44 SW 72 84 0 1264272
49 HW 77 87 0 7401240
49 SW 82 96 0 3931440
54 HW 85 101 0 11355120
54 SW 90 109 0 5416224
59 HW 88 112 0 24042312
59 SW 89 121 0 64792464
64 HW 95 127 0 35367192
64 SW 92 134 0 74166864
69 HW 104 143 0 40993344
69 SW 103 150 0 77649120
74 HW 114 160 0 47803392
74 SW 109 165 0 98811192
79 HW 118 177 0 73174752
80 SW 111 173 0 107611032
85 HW 121 191 0 80269056
85 SW 112 188 0 128204472
90 HW 126 211 0 123356520
90 SW 120 205 0 151087080
95 HW 124 226 0 175063896
95 SW 145 229 0 151087080
100 HW 134 244 0 200273472
100 SW 143 239 0 186610008
105 HW 135 269 0 274464288
105 SW 150 263 0 230483712
110 HW 138 280 0 293829984
110 SW 148 284 0 322032408
115 HW 135 295 0 314414352
115 SW 166 307 0 330321192
120 HW 125 309 0 354880008
120 SW 157 319 0 376714008
125 HW 128 322 0 377898696
125 SW 147 335 0 448468992
130 HW 140 344 0 429214464
130 SW 140 352 0 563944968
135 HW 137 355 0 468592992
135 SW 137 361 0 597032064
140 HW 141 371 0 502417944
140 SW 132 376 0 749024352
145 HW 134 388 0 595561680
145 SW 136 393 0 780995592
150 HW 139 403 0 672171696
151 SW 151 415 0 792244872
155 HW 141 425 0 717876432
156 SW 155 433 0 809075064
161 HW 139 444 0 816684120
161 SW 152 450 0 857920224
166 HW 147 465 0 872484480
166 SW 155 475 0 918280776
171 HW 147 483 0 917386344
171 SW 160 494 0 953586156
176 HW 140 497 0 973661472
176 SW 153 507 0 1091899380
181 HW 139 515 0 1076928048
181 SW 148 527 0 1186939164
186 HW 140 532 0 1106510328
186 SW 147 539 0 1284646116
191 HW 143 551 0 1170085392
191 SW 149 562 0 1331767596
196 HW 132 564 0 1264748688
196 SW 146 580 0 1424640684
201 HW 129 577 0 1279195848
201 SW 151 595 0 1458210288
206 HW 129 593 0 1349376840
206 SW 146 614 0 1553749032
211 HW 130 610 0 1393345800
211 SW 142 632 0 1636730616
216 HW 137 627 0 1427356728
216 SW 144 653 0 1685206968
221 HW 137 641 0 1467553248
221 SW 148 674 0 1748797152
226 HW 139 659 0 1496793816
226 SW 146 688 0 1785074688
232 HW 136 674 0 1533541464
232 SW 136 702 0 1907902008
237 HW 138 692 0 1607092704
237 SW 124 718 0 2058315888
242 HW 134 708 0 1646200584
242 SW 137 743 0 2133288408
247 HW 142 728 0 1669124016
247 SW 142 761 0 2163731016
252 HW 144 748 0 1779713208
252 SW 144 775 0 2253483336
257 HW 149 765 0 1841423976
257 SW 133 787 0 2330935716
262 HW 144 780 0 1908531072
262 SW 125 799 0 2396964936
267 HW 129 793 0 2017918224
267 SW 128 814 0 2419319856
272 HW 130 814 0 2099829312
272 SW 139 833 0 2443709928
277 HW 132 828 0 2136292704
277 SW 149 855 0 2457181848
282 HW 136 846 0 2161912032
282 SW 148 868 0 2518304688
287 HW 134 866 0 2238564384
287 SW 152 890 0 2575311624
292 HW 134 882 0 2365034112
292 SW 143 908 0 2709244584
297 HW 131 901 0 2424653784
298 SW 145 928 0 2786052672
303 HW 130 916 0 2534440104
303 SW 153 953 0 2865972456
308 HW 131 933 0 2580690672
308 SW 150 968 0 2894980296
313 HW 138 956 0 2605933512
313 SW 150 986 0 2974874556
318 HW 147 973 0 2642900400
318 SW 143 1004 0 3044320716
323 HW 145 988 0 2714844384
323 SW 152 1028 0 3128226132
328 HW 132 1001 0 2836306368
328 SW 155 1043 0 3134395272
333 HW 128 1012 0 2882051928
333 SW 156 1061 0 3189828216
338 HW 126 1024 0 2927383200
338 SW 141 1077 0 3248648040
343 HW 139 1043 0 2953936944
343 SW 147 1095 0 3325382220
348 HW 145 1057 0 2980174680
348 SW 139 1108 0 3415554876
353 HW 157 1077 0 2987140464
353 SW 150 1133 0 3452831844
358 HW 154 1090 0 3011857128
358 SW 152 1150 0 3499474020
363 HW 158 1109 0 3080055888
363 SW 158 1168 0 3542141148
368 HW 155 1128 0 3152513952
368 SW 149 1187 0 3615675936
373 HW 155 1143 0 3216834432
374 SW 143 1204 0 3685165944
379 HW 158 1166 0 3299135616
379 SW 144 1224 0 3736167396
384 HW 155 1186 0 3416787360
384 SW 135 1237 0 3796668564
389 HW 162 1204 0 3514712040
389 SW 135 1257 0 3893980884
394 HW 147 1219 0 3633263424
394 SW 133 1275 0 3982181892
399 HW 137 1233 0 3719265984
399 SW 143 1291 0 3983607888
404 HW 141 1253 0 3749153688
404 SW 141 1309 0 4034506464
409 HW 146 1272 0 3796976736
409 SW 146 1332 0 4133732976
414 HW 144 1286 0 3851511552
414 SW 139 1345 0 4193109216
419 HW 141 1306 0 3920962248
419 SW 133 1359 0 4250107080
424 HW 128 1316 0 3977225280
424 SW 120 1372 0 4332666936
429 HW 120 1326 0 4012565256
429 SW 114 1385 0 4369841148
434 HW 116 1344 0 4083505272
434 SW 123 1401 0 4402967556
439 HW 124 1360 0 4099857552
439 SW 118 1412 0 4477404828
444 HW 127 1373 0 4171922496
444 SW 113 1423 0 4553721516
449 HW 118 1390 0 4266114048
450 SW 114 1441 0 4603422588
455 HW 114 1404 0 4304824272
455 SW 125 1459 0 4636963404
460 HW 115 1419 0 4342866192
460 SW 127 1476 0 4749926436
465 HW 117 1435 0 4376355480
465 SW 131 1491 0 4762739124
470 HW 130 1454 0 4399455816
470 SW 139 1513 0 4793157540
475 HW 133 1471 0 4434847200
475 SW 135 1528 0 4852393284
480 HW 137 1489 0 4474791216
480 SW 142 1544 0 4890991740
485 HW 140 1508 0 4517872632
485 SW 132 1559 0 4936164252
490 HW 132 1521 0 4567405752
490 SW 133 1572 0 4994807172
495 HW 131 1539 0 4610216520
495 SW 139 1594 0 5071253892
500 HW 131 1559 0 4761481536
500 SW 147 1613 0 5080725060
505 HW 135 1575 0 4842700128
505 SW 149 1628 0 5141478912
510 HW 134 1591 0 4881179016
510 SW 147 1645 0 5192758512
515 HW 133 1611 0 4967995032
515 SW 148 1666 0 5252606496
520 HW 126 1624 0 4987758384
520 SW 145 1683 0 5355145800
526 HW 123 1635 0 5019446880
526 SW 146 1698 0 5416995672
531 HW 124 1650 0 5098725576
531 SW 147 1714 0 5473970976
536 HW 128 1668 0 5131764288
536 SW 145 1733 0 5552026464
541 SW 149 1753 0 5587050432
541 HW 134 1682 0 5152489272
546 SW 156 1778 0 5650438128
546 HW 138 1701 0 5210990064
551 SW 162 1796 0 5692198056
551 HW 143 1718 0 5231588040
556 SW 162 1814 0 5749229304
556 HW 156 1740 0 5240421144
