Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
8 HW 2 2 0 0
12 SW 2 2 0 0
13 HW 25 25 0 0
17 SW 6 6 0 0
18 HW 49 49 0 0
22 SW 6 6 0 0
23 HW 74 74 0 0
27 SW 6 6 0 0
28 HW 91 91 0 0
32 SW 2 6 0 360
34 HW 124 124 0 0
37 SW 59 77 0 360
39 HW 148 155 0 2422224
42 SW 80 123 0 360
44 HW 170 183 0 4179168
47 SW 123 352 0 360
49 HW 188 216 0 10231704
52 SW 128 439 0 360
54 HW 176 257 0 32890536
57 SW 179 655 0 360
59 HW 157 286 0 56090664
62 SW 201 806 0 5016
64 HW 162 331 0 93538368
68 SW 231 968 0 92832
69 HW 187 381 0 121309272
73 SW 247 1234 0 2313960
74 HW 176 422 0 162207360
78 SW 265 1476 0 3760944
79 HW 183 471 0 183382920
83 SW 300 1707 0 4825392
84 HW 171 517 0 282618504
88 SW 305 1919 0 14727600
89 HW 164 552 0 326214000
93 SW 312 2072 0 23350536
94 HW 167 599 0 357628824
98 SW 319 2198 0 35482824
99 HW 143 640 0 433569024
103 SW 332 2310 0 51621912
104 HW 164 693 0 500992128
108 SW 340 2404 0 83638692
109 HW 185 762 0 597225063
113 SW 357 2543 0 109707084
114 HW 164 800 0 675127839
118 SW 348 2636 0 145573356
119 HW 170 848 0 730379343
123 SW 357 2846 0 206307372
124 HW 157 898 0 929145351
128 SW 329 2915 0 260362884
129 HW 180 956 0 937801551
133 SW 345 3007 0 372553284
134 HW 184 1013 0 1001899767
138 SW 350 3104 0 413141412
139 HW 181 1067 0 1129583631
143 SW 345 3217 0 475658076
144 HW 184 1120 0 1274201895
148 SW 374 3437 0 536607096
149 HW 187 1186 0 1340058567
153 SW 380 3612 0 601490040
154 HW 184 1242 0 1476309423
158 SW 387 3843 0 685824864
159 HW 188 1297 0 1549974063
163 SW 354 4047 0 729548880
164 HW 182 1341 0 1615519263
168 SW 342 4186 0 880962072
169 HW 164 1390 0 1640753031
173 SW 337 4291 0 952886520
174 HW 162 1441 0 1722342063
178 SW 309 4331 0 997212312
179 HW 178 1495 0 1780230495
183 SW 358 4532 0 1067310144
184 HW 164 1535 0 1882871103
188 SW 354 4704 0 1145058816
189 HW 173 1593 0 1913301615
193 SW 390 4902 0 1252406280
194 HW 170 1641 0 2182419471
198 SW 349 5020 0 1294830156
199 HW 152 1686 0 2280203535
203 SW 337 5096 0 1363845396
204 HW 172 1736 0 2406470655
208 SW 344 5219 0 1421872932
209 HW 143 1783 0 2478547695
213 SW 350 5295 0 1477718652
214 HW 153 1828 0 2524725687
218 SW 315 5295 0 1523370468
219 HW 169 1885 0 2691098607
223 SW 292 5360 0 1597018476
224 HW 172 1944 0 2784334575
228 SW 341 5518 0 1639607280
229 HW 169 1993 0 2845119999
233 SW 360 5649 0 1738768776
234 HW 193 2052 0 2901706599
238 SW 370 5906 0 1812567984
239 HW 186 2092 0 2990845047
243 SW 327 6081 0 1950519840
244 HW 175 2144 0 3103033935
248 SW 307 6162 0 2027680224
249 HW 161 2184 0 3181193751
253 SW 273 6195 0 2136359880
254 HW 170 2238 0 3278936991
258 SW 310 6287 0 2174619528
259 HW 179 2291 0 3377347023
263 SW 366 6506 0 2255360328
264 HW 184 2346 0 3381746943
268 SW 382 6745 0 2417085540
269 HW 192 2393 0 3396907767
273 SW 356 6904 0 2462050908
274 HW 177 2432 0 3493734735
278 SW 335 7068 0 2548446708
279 HW 146 2475 0 3700242183
283 SW 307 7147 0 2588841300
284 HW 166 2527 0 3802742765
288 SW 300 7180 0 2696317284
289 HW 160 2574 0 3850529525
293 SW 322 7280 0 2730570132
294 HW 158 2624 0 3891200813
298 SW 353 7377 0 2785466316
299 HW 181 2682 0 3983336045
303 SW 366 7567 0 2847107532
304 HW 185 2730 0 4191459821
308 SW 368 7798 0 2909486724
309 HW 173 2778 0 4254988013
313 SW 367 7990 0 2949084672
314 HW 157 2828 0 4423669757
318 SW 352 8148 0 3009390792
319 HW 154 2874 0 4556802869
323 SW 321 8219 0 3044160744
324 HW 161 2927 0 4593391757
328 SW 348 8371 0 3126138360
329 HW 146 2967 0 4721226821
333 SW 331 8406 0 3225121620
334 HW 158 3023 0 4770043253
338 SW 363 8525 0 3398018820
339 HW 158 3070 0 4861047509
343 SW 331 8593 0 3457444956
344 HW 171 3122 0 4925095829
348 SW 353 8708 0 3571006740
349 HW 167 3171 0 5014031669
353 SW 332 8808 0 3645120564
354 HW 153 3221 0 5193581669
358 SW 323 8890 0 3754795116
359 HW 172 3270 0 5244534557
363 SW 299 8944 0 3837220284
364 HW 196 3333 0 5313675293
368 SW 296 9033 0 3900260100
369 HW 175 3382 0 5406335189
373 SW 326 9199 0 3917814420
374 HW 175 3430 0 5484349853
378 SW 315 9271 0 4016262252
379 HW 187 3483 0 5591485637
383 SW 312 9403 0 4094768316
384 HW 176 3524 0 5668810829
388 SW 297 9493 0 4171107804
389 HW 186 3583 0 5793821477
393 SW 314 9705 0 4229548296
394 HW 190 3628 0 5899865597
398 SW 335 9948 0 4286010912
399 HW 181 3679 0 5961828869
403 SW 336 10172 0 4349543640
404 HW 170 3733 0 6024865661
408 SW 344 10324 0 4389393912
409 HW 175 3798 0 6132949469
413 SW 339 10530 0 4444798128
414 HW 161 3837 0 6206925581
418 SW 334 10668 0 4509097440
419 HW 168 3888 0 6300506285
423 SW 335 10851 0 4567392600
424 HW 150 3934 0 6410838437
428 SW 301 10888 0 4605511632
429 HW 179 3983 0 6503575445
433 SW 336 11015 0 4671687636
434 HW 153 4024 0 6620378957
438 SW 309 11084 0 4785999372
439 HW 166 4080 0 6677859149
443 SW 351 11224 0 4835494692
444 HW 177 4132 0 6847113941
448 SW 345 11428 0 4890619188
449 HW 164 4178 0 6951744341
453 SW 358 11536 0 4948271748
454 HW 171 4228 0 7030407653
458 SW 348 11646 0 5006826972
459 HW 148 4282 0 7197786053
463 SW 352 11784 0 5063279124
464 HW 156 4335 0 7305596189
468 SW 320 11823 0 5113075332
469 HW 169 4385 0 7399282733
473 SW 295 11895 0 5281519692
474 HW 162 4422 0 7480741733
478 SW 301 11984 0 5371854132
479 HW 164 4461 0 7530784397
483 SW 302 12059 0 5406045108
