Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
7 HW 2 2 0 0
7 SW 17 17 0 0
12 HW 2 2 0 0
12 SW 37 37 0 0
17 HW 33 33 0 0
17 SW 61 61 0 0
22 HW 33 33 0 0
22 SW 84 86 0 120
27 HW 82 113 0 0
27 SW 95 103 0 6288
32 HW 82 113 0 0
33 SW 83 122 0 29700456
37 HW 116 194 0 0
38 SW 96 141 0 34665864
42 HW 108 194 0 33264
43 SW 80 168 0 71049120
48 HW 148 268 0 202608
48 SW 98 193 0 71059704
53 HW 142 268 0 799848
53 SW 95 222 0 95366616
58 HW 165 327 0 8471736
58 SW 114 245 0 95366976
63 HW 148 327 0 21990528
63 SW 101 278 0 122578833
68 HW 172 379 0 38389680
68 SW 120 307 0 122826801
73 HW 167 379 0 42130368
73 SW 118 339 0 143199489
78 HW 168 413 0 79777656
78 SW 133 376 0 144699393
83 HW 156 413 0 125701632
83 SW 127 409 0 176545137
88 HW 168 457 0 207720072
88 SW 131 436 0 178519929
93 HW 153 457 0 274931496
94 SW 129 470 0 204894266
98 HW 169 505 0 318236688
99 SW 144 504 0 206280770
103 HW 160 505 0 336051072
104 SW 137 537 0 243725450
108 HW 168 546 0 379832544
109 SW 160 571 0 243742082
114 HW 153 546 0 437577336
114 SW 143 608 0 271109282
119 HW 176 595 0 502005168
119 SW 158 642 0 272149538
124 HW 163 595 0 622615896
124 SW 151 672 0 297944378
129 HW 167 632 0 694523592
129 SW 167 708 0 299075354
134 HW 155 632 0 709456104
134 SW 137 731 0 357142322
139 HW 176 679 0 776229048
139 SW 157 766 0 359304482
144 HW 160 679 0 827635536
145 SW 154 807 0 391517642
149 HW 176 722 0 971292168
150 SW 178 844 0 391537298
154 HW 159 722 0 1045529856
155 SW 169 887 0 437490002
159 HW 176 764 0 1109981880
160 SW 178 916 0 439056554
164 HW 163 764 0 1198686384
165 SW 180 961 0 467628818
169 HW 174 802 0 1304849952
170 SW 188 996 0 471368114
174 HW 163 802 0 1375298568
175 SW 184 1042 0 516817322
179 HW 178 842 0 1452324384
180 SW 214 1088 0 519925994
185 HW 164 842 0 1509149880
185 SW 203 1127 0 574489538
190 HW 170 881 0 1620295488
190 SW 206 1161 0 580570802
195 HW 156 881 0 1678912704
195 SW 198 1203 0 615984986
200 HW 168 929 0 1837630368
201 SW 213 1239 0 616558034
205 HW 154 929 0 1924972560
206 SW 207 1281 0 662918978
210 HW 171 977 0 2024719200
211 SW 215 1320 0 667503482
215 HW 163 977 0 2082037608
216 SW 195 1355 0 713814530
220 HW 180 1015 0 2102195592
221 SW 204 1386 0 724667666
225 HW 162 1015 0 2229631488
226 SW 179 1424 0 768905762
230 HW 180 1056 0 2312972928
231 SW 193 1462 0 772714610
235 HW 166 1056 0 2458344168
236 SW 200 1509 0 806786018
240 HW 171 1091 0 2576627928
241 SW 211 1548 0 810384578
245 HW 158 1091 0 2698510248
246 SW 181 1577 0 854922050
250 HW 167 1137 0 2838659040
252 SW 192 1621 0 862181342
255 HW 154 1137 0 2947352184
257 SW 174 1649 0 901747358
261 HW 174 1187 0 3038737464
262 SW 184 1679 0 909673262
266 HW 166 1187 0 3050224128
267 SW 162 1710 0 950384042
271 HW 170 1232 0 3194344944
272 SW 179 1747 0 958693994
276 HW 159 1232 0 3245595696
277 SW 160 1776 0 1008124298
281 HW 175 1274 0 3283004088
282 SW 167 1812 0 1019226914
286 HW 157 1274 0 3379755456
287 SW 151 1848 0 1059038114
291 HW 172 1322 0 3510824688
292 SW 169 1885 0 1061631194
296 HW 155 1322 0 3615181416
298 SW 179 1936 0 1107515858
301 HW 180 1373 0 3718641528
303 SW 201 1978 0 1111616402
306 HW 169 1373 0 3783096576
308 SW 191 2016 0 1145955434
311 HW 175 1410 0 3850035840
313 SW 196 2057 0 1157227574
316 HW 156 1410 0 3962995848
318 SW 157 2085 0 1205142854
321 HW 173 1461 0 4067659512
323 SW 177 2123 0 1207031342
326 HW 162 1461 0 4116822192
328 SW 164 2156 0 1237858178
331 HW 178 1505 0 4201720992
333 SW 191 2194 0 1239088946
337 HW 168 1505 0 4254399072
338 SW 160 2221 0 1281586850
342 HW 167 1547 0 4369634640
343 SW 167 2252 0 1284331130
347 HW 154 1547 0 4486227984
348 SW 150 2284 0 1327244714
352 HW 174 1601 0 4558026816
354 SW 169 2323 0 1331269658
357 HW 163 1601 0 4608842112
359 SW 165 2357 0 1362873602
362 HW 174 1641 0 4688639424
364 SW 185 2397 0 1364681954
367 HW 160 1641 0 4799586960
369 SW 167 2441 0 1409488742
372 HW 175 1686 0 4863302640
