PSrc PDst
18948 14448
18950 14450
14272 18772
18952 14452
14282 18782
18962 14462
14088 18588
14410 18910
18964 14464
18970 14470
14102 18602
18972 14472
18974 14474
14206 18706
18998 14498
14404 18904
14100 18600
19010 14510
19012 14512
14118 18618
19046 14546
19054 14554
19056 14556
14342 18842
14218 18718
14198 18698
19058 14558
14322 18822
19068 14568
19070 14570
14188 18688
14070 18570
19074 14574
14166 18666
14348 18848
14220 18720
14324 18824
14664 19164
19206 14706
14270 18770
19304 14804
19306 14806
14694 19194
14438 18938
19612 15112
14978 19478
19614 15114
19616 15116
19618 15118
14934 19434
19620 15120
19622 15122
14822 19322
14766 19266
14762 19262
19626 15126
14998 19498
14874 19374
19646 15146
19648 15148
19650 15150
19652 15152
14776 19276
19864 15364
15242 19742
15234 19734
19866 15366
15324 19824
19868 15368
14970 19470
15238 19738
15194 19694
19874 15374
19878 15378
15256 19756
19880 15380
14996 19496
19902 15402
15048 19548
15240 19740
19904 15404
19914 15414
19916 15416
15316 19816
19918 15418
19924 15424
15168 19668
19926 15426
20364 15864
20366 15866
15768 20268
15454 19954
20376 15876
15740 20240
20518 16018
20526 16026
15786 20286
20528 16028
15596 20096
20538 16038
15842 20342
15634 20134
20544 16044
20546 16046
16150 20650
15944 20444
20708 16208
20710 16210
15946 20446
20730 16230
20732 16232
20734 16234
20736 16236
20830 16330
16198 20698
16300 20800
16130 20630
16168 20668
20844 16344
16318 20818
20846 16346
16166 20666
20848 16348
20850 16350
20852 16352
20872 16372
16016 20516
20874 16374
20900 16400
15970 20470
15962 20462
20902 16402
16252 20752
20912 16412
16024 20524
