Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
6 HW 22 22 0 0
6 SW 22 22 0 0
12 HW 50 51 0 0
12 SW 55 55 0 0
17 HW 80 80 0 0
17 SW 87 87 0 0
22 HW 107 107 0 0
22 SW 114 114 0 0
27 HW 138 138 0 0
27 SW 140 147 0 627720
32 HW 170 170 0 0
32 SW 173 181 0 1220424
37 HW 194 200 0 2697408
37 SW 200 215 0 5390520
42 HW 199 214 17 5391792
42 SW 223 251 0 10055040
47 HW 201 233 37 21040992
47 SW 232 280 0 36239976
52 HW 200 240 65 41531616
52 SW 257 319 0 48524976
57 HW 198 245 91 60024888
57 SW 283 362 0 67564080
62 HW 198 259 115 95023152
62 SW 323 405 0 70695432
67 HW 198 271 129 123831288
68 SW 330 442 0 112502232
72 HW 200 286 146 167771520
73 SW 329 475 0 194058120
77 HW 200 299 175 228398184
78 SW 341 518 0 221513196
83 HW 200 312 202 283445568
83 SW 344 564 0 317373996
88 HW 200 322 232 327284496
88 SW 364 608 0 471504252
93 HW 196 350 255 489355776
93 SW 381 659 0 555577680
98 HW 197 363 282 534727872
98 SW 383 708 0 677425224
103 HW 194 380 302 647084592
103 SW 410 765 0 731123904
108 HW 191 414 317 848242584
109 SW 436 827 0 952799736
113 HW 201 435 334 992581128
114 SW 440 880 0 1128826776
118 HW 199 452 364 1112437368
119 SW 435 937 0 1307060004
123 HW 194 479 379 1263923136
124 SW 420 990 0 1554412740
128 HW 198 502 392 1330938000
129 SW 402 1030 0 1732515756
133 HW 194 521 406 1454416992
134 SW 405 1079 0 1846906116
138 HW 195 549 412 1626422112
139 SW 411 1129 0 1971192696
143 HW 197 569 436 1727159112
145 SW 420 1179 0 2073793992
148 HW 198 583 450 1780959096
150 SW 440 1241 0 2285939688
153 HW 201 602 478 1849679496
155 SW 441 1299 0 2408854704
159 HW 196 625 488 1999781784
160 SW 445 1350 0 2583197376
164 HW 200 641 507 2173936968
165 SW 421 1405 0 2760553584
169 HW 200 654 529 2236149720
170 SW 427 1459 0 2921980752
174 HW 195 682 532 2351991600
175 SW 409 1508 0 3080694060
179 HW 200 696 564 2404659096
181 SW 402 1563 0 3262028220
184 HW 200 710 586 2459980152
186 SW 398 1608 0 3525938928
189 HW 194 729 602 2531494728
191 SW 388 1649 0 3724590024
194 HW 196 746 624 2634469488
196 SW 392 1703 0 3882722544
199 HW 199 768 643 2697155496
201 SW 388 1748 0 4039445880
204 HW 201 781 672 2741461632
206 SW 414 1802 0 4096032480
209 HW 200 798 693 2827641096
211 SW 435 1867 0 4260093732
214 HW 200 816 722 2881778256
217 SW 446 1921 0 4386849228
219 HW 199 836 737 3037447728
222 SW 432 1961 0 4643307108
225 HW 199 856 746 3137802192
227 SW 409 2013 0 4955662296
230 HW 200 879 759 3232828368
232 SW 396 2060 0 5200512672
235 HW 200 905 769 3377717280
237 SW 403 2111 0 5410478064
240 HW 200 923 784 3494995560
242 SW 398 2162 0 5649951648
245 HW 200 936 806 3566139696
247 SW 411 2224 0 5820465936
250 HW 200 961 825 3622440528
253 SW 405 2273 0 5986941672
255 HW 200 976 848 3794885640
258 SW 385 2305 0 6183110184
260 HW 197 981 855 3836455056
263 SW 348 2332 0 6464686920
265 HW 176 989 855 4039184016
268 SW 321 2351 0 6645266592
270 HW 177 1006 855 4119309432
273 SW 297 2373 0 6820648008
275 HW 164 1019 855 4237863840
278 SW 275 2399 0 6932503044
280 HW 159 1029 855 4270061880
283 SW 264 2424 0 7066026252
286 HW 135 1039 855 4405869720
288 SW 227 2433 0 7199844300
291 HW 116 1046 855 4491796680
293 SW 197 2455 0 7449304644
296 HW 107 1057 855 4598755560
299 SW 164 2470 0 7599692820
301 HW 99 1065 855 4656595608
304 SW 153 2481 0 7693067892
306 HW 87 1071 855 4731997536
309 SW 125 2493 0 7837085892
311 HW 74 1080 855 4802048496
314 SW 104 2504 0 7990118436
316 HW 62 1084 855 4913546400
319 SW 90 2512 0 8060474820
321 HW 55 1089 855 5018140512
324 SW 78 2521 0 8206845672
326 HW 43 1093 855 5132030400
329 SW 67 2529 0 8273035164
331 HW 39 1099 855 5172988968
334 SW 55 2532 0 8330926620
336 HW 35 1103 855 5219296992
339 SW 44 2538 0 8433791004
341 HW 25 1103 855 5307079176
344 SW 27 2539 0 8543846460
346 HW 15 1105 855 5350583952
349 SW 26 2544 0 8568371100
351 HW 8 1106 855 5401186056
354 SW 18 2548 0 8662828764
356 HW 8 1106 855 5401186056
359 SW 16 2548 0 8671256652
361 HW 4 1106 855 5425542864
364 SW 8 2548 0 8697839244
366 HW 2 1106 855 5438830320
369 SW 2 2548 0 8723564592
371 HW 2 1106 855 5438830320
374 SW 2 2548 0 8723564592
376 HW 2 1106 855 5438830320
379 SW 2 2548 0 8723564592
381 HW 2 1106 855 5438830320
