Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
12 HW 15 15 0 8349264
12 SW 19 20 0 11098080
22 HW 39 39 0 71791272
22 SW 43 43 0 83885760
32 HW 60 60 0 207759384
32 SW 62 68 0 227997504
42 SW 74 92 0 452568816
43 HW 72 84 0 422679600
53 SW 98 126 0 806375304
53 HW 91 109 0 753419016
63 SW 108 156 0 1309039704
63 HW 98 126 34 1216837944
73 SW 120 186 0 1973294568
73 HW 97 139 76 1803177936
83 SW 143 222 0 2889105408
83 HW 100 154 98 2447979408
93 SW 142 256 0 3937195080
93 HW 99 178 112 3133907280
103 SW 155 291 0 5214292272
103 HW 99 192 152 3919268808
113 SW 159 327 0 6591970728
113 HW 100 205 190 4797826992
123 SW 169 369 0 8096605776
123 HW 100 228 214 5650342488
133 SW 160 406 0 9638491968
133 HW 100 251 234 6469798104
143 SW 148 431 0 10995729879
143 HW 79 258 250 7140745080
153 SW 137 453 0 12345215766
153 HW 76 272 250 7762370616
163 SW 107 468 0 13672314798
163 HW 59 280 250 8339570568
173 HW 44 285 250 8835505056
173 SW 85 488 0 14492458374
183 HW 38 291 250 9315451656
183 SW 71 500 0 15149377014
193 HW 36 297 250 9683359056
193 SW 48 509 0 15551431422
203 HW 23 300 250 9904118616
203 SW 28 519 0 15740529702
213 HW 14 303 250 10053324288
213 SW 22 523 0 15872494038
223 HW 16 307 250 10178474040
223 SW 16 527 0 15928063062
233 HW 8 309 250 10246645584
233 SW 4 527 0 15950986494
244 HW 6 309 250 10299269232
244 SW 4 529 0 15950986494
254 HW 2 309 250 10299269232
254 SW 4 529 0 15950986494
