    Time      SRC      DST   Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x02c02b2713753311       10.0.0.44       10.0.0.43    10003    30003    17        1           true    false     false    1                8.190         0.000         0        4897239
  10.000       SW       HW 0x03c03b2714753411       10.0.0.60       10.0.0.59    10004    30004    17        1           true    false     false    2                8.057         0.000         0        4807118
  10.000       SW       HW 0x0240232711753111       10.0.0.36       10.0.0.35    10001    30001    17        1           true    false     false    1                2.872         0.000         0        4527657
  10.000       SW       HW 0x00a0092713753311       10.0.0.10       10.0.0.9    10003    30003    17        1           true    false     false    1                4.349         0.000         0        4331259
  10.000       SW       HW 0x0340332716753611       10.0.0.52       10.0.0.51    10006    30006    17        1           true    false     false    1                9.932         0.000         0        3923314
  10.000       SW       HW 0x0360352715753511       10.0.0.54       10.0.0.53    10005    30005    17        1           true    false     false    2                3.896         0.000         0        3856824
  10.000       SW       HW 0x00a0092716753611       10.0.0.10       10.0.0.9    10006    30006    17        1           true    false     false    1                6.999         0.000         0        3660891
  10.000       SW       HW 0x02a0292710753011       10.0.0.42       10.0.0.41    10000    30000    17        1           true    false     false    1                1.049         0.000         0        3597497
  10.000       SW       HW 0x0080072711753111       10.0.0.8       10.0.0.7    10001    30001    17        1           true    false     false    1                9.192         0.000         0        3526570
  10.000       SW       HW 0x04e04d2710753011       10.0.0.78       10.0.0.77    10000    30000    17        1           true    false     false    2                1.827         0.000         0        3186047
  10.000       SW       HW 0x0340332714753411       10.0.0.52       10.0.0.51    10004    30004    17        1           true    false     false    1                4.361         0.000         0        3144240
  10.000       SW       HW 0x0580572710753011       10.0.0.88       10.0.0.87    10000    30000    17        1           true    false     false    2                7.885         0.000         0        3141916
  10.000       SW       HW 0x0220212715753511       10.0.0.34       10.0.0.33    10005    30005    17        1           true    false     false    1                9.092         0.000         0        3138171
  10.000       SW       HW 0x05c05b2710753011       10.0.0.92       10.0.0.91    10000    30000    17        1           true    false     false    2                1.842         0.000         0        3075946
  10.000       SW       HW 0x03c03b2712753211       10.0.0.60       10.0.0.59    10002    30002    17        1           true    false     false    2                5.837         0.000         0        3073426
  10.000       SW       HW 0x0140132711753111       10.0.0.20       10.0.0.19    10001    30001    17        1           true    false     false    1                6.304         0.000         0        3071487
  10.000       SW       HW 0x03e03d2711753111       10.0.0.62       10.0.0.61    10001    30001    17        1           true    false     false    2                6.631         0.000         0        3066944
  10.000       SW       HW 0x02c02b2712753211       10.0.0.44       10.0.0.43    10002    30002    17        1           true    false     false    1                3.636         0.000         0        3005355
  10.000       SW       HW 0x02c02b2710753011       10.0.0.44       10.0.0.43    10000    30000    17        1           true    false     false    1                1.225         0.000         0        3003367
  10.000       SW       HW 0x0540532710753011       10.0.0.84       10.0.0.83    10000    30000    17        1           true    false     false    2                1.822         0.000         0        2937990
  10.000       SW       HW 0x0060052710753011       10.0.0.6       10.0.0.5    10000    30000    17        1           true    false     false    1                1.889         0.000         0        2927605
  10.000       SW       HW 0x03a0392713753311       10.0.0.58       10.0.0.57    10003    30003    17        1           true    false     false    2                6.084         0.000         0        2712727
