  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          1.28892             117.6      18051012        1328365
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          7.95435             132.2       5839632         382783
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1          13.4404             137.9       7308636         501623
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          14.8119             129.2      12085552         919157
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          14.9455             119.6       3836996         322930
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          18.3398             132.5       5906336         423164
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1           21.525             126.8       1609992         130793
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          21.8614                63        283492          59465
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          22.0276             120.3       3059288         249808
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          22.1624               135       2089048         154977
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          23.8297              74.2         62156          10769
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          25.0519              92.7       1728240         212876
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          25.0618             149.3       6406616         445917
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          27.1066              81.2       3571696         540210
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          31.8829              91.3        573048          78881
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          32.3136               142       6527896         484955
