Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
10 HW 2 2 0 0
10 SW 21 21 0 0
15 HW 2 2 0 0
15 SW 51 52 0 0
20 HW 47 47 0 0
21 SW 74 74 0 0
26 HW 47 47 0 0
26 SW 109 109 0 0
31 HW 105 150 0 0
31 SW 138 144 0 3384
36 HW 103 150 0 0
36 SW 129 180 0 35865000
41 HW 156 247 0 0
41 SW 158 209 0 35865000
46 HW 149 247 0 86184
46 SW 143 256 0 73274904
51 HW 178 298 0 2426760
51 SW 173 292 0 74544984
56 HW 167 298 0 12319776
56 SW 143 326 0 128540196
61 HW 184 333 0 24890544
61 SW 168 365 0 129250836
66 HW 178 333 0 37409904
66 SW 156 396 0 165935100
71 HW 183 357 0 60516288
72 SW 189 440 0 166260180
76 HW 172 357 0 81749304
77 SW 188 487 0 227508276
81 HW 190 385 0 100227456
82 SW 218 527 0 228069348
86 HW 177 385 0 150840144
87 SW 237 584 0 265517052
92 HW 186 409 0 194674536
92 SW 266 635 0 272727867
97 HW 171 409 0 290447640
97 SW 266 685 0 318447723
102 HW 179 438 0 381748248
102 SW 285 732 0 323578059
107 HW 164 438 0 441998424
107 SW 305 791 0 365410683
112 HW 181 476 0 538409592
112 SW 303 833 0 377455275
117 HW 154 476 0 779638608
118 SW 304 885 0 432892755
122 HW 179 524 0 894290544
123 SW 324 941 0 451280187
127 HW 161 524 0 988420104
128 SW 325 1002 0 528210927
132 HW 178 566 0 1154566224
133 SW 330 1043 0 550951407
137 HW 161 566 0 1248682176
138 SW 293 1079 0 670282983
142 HW 162 609 0 1462091904
143 SW 294 1131 0 700707447
147 HW 148 609 0 1620853416
148 SW 286 1178 0 777229887
152 HW 181 663 0 1680854112
153 SW 299 1227 0 806116767
157 HW 167 663 0 1843276176
159 SW 270 1275 0 909489183
162 HW 185 698 0 1924382880
164 SW 284 1331 0 938422815
168 HW 170 698 0 2029188672
169 SW 277 1384 0 1018967055
173 HW 175 732 0 2136263976
174 SW 301 1446 0 1030783335
178 HW 155 732 0 2265884712
179 SW 279 1498 0 1097320407
183 HW 179 783 0 2443322448
184 SW 300 1551 0 1107756351
188 HW 161 783 0 2551819032
189 SW 284 1608 0 1175167359
193 HW 184 824 0 2591238384
194 SW 298 1655 0 1187872695
198 HW 170 824 0 2732533272
200 SW 286 1712 0 1268770923
203 HW 179 856 0 2934884232
205 SW 294 1763 0 1282815891
208 HW 165 856 0 3139622640
210 SW 274 1809 0 1342550475
213 HW 173 896 0 3273678072
215 SW 302 1876 0 1351835667
218 HW 155 896 0 3379183920
220 SW 297 1928 0 1408587195
223 HW 185 946 0 3488386608
225 SW 319 1977 0 1422027363
228 HW 164 946 0 3619977480
230 SW 291 2025 0 1481081547
233 HW 171 987 0 3717927864
235 SW 314 2084 0 1497145035
239 HW 161 987 0 3788225280
241 SW 291 2141 0 1585560747
244 HW 179 1031 0 3897898200
246 SW 307 2195 0 1606625931
249 HW 163 1031 0 4048620408
251 SW 299 2245 0 1659942195
254 HW 181 1073 0 4176537120
256 SW 322 2304 0 1679132499
259 HW 169 1073 0 4218224472
261 SW 303 2356 0 1750860447
264 HW 180 1110 0 4396605696
266 SW 328 2414 0 1764790503
269 HW 167 1110 0 4501647360
271 SW 303 2466 0 1836941631
274 HW 180 1156 0 4641824880
276 SW 303 2513 0 1872538647
279 HW 164 1156 0 4775989176
282 SW 283 2563 0 1931093871
284 HW 177 1204 0 4892871312
287 SW 293 2609 0 1945795047
289 HW 165 1204 0 4999313088
292 SW 276 2660 0 2034436047
294 HW 181 1245 0 5072775120
297 SW 290 2710 0 2050268199
299 HW 166 1245 0 5207693904
302 SW 269 2754 0 2134033299
304 HW 176 1282 0 5247634896
307 SW 288 2807 0 2150864883
309 HW 159 1282 0 5378941512
312 SW 277 2863 0 2223847611
315 HW 186 1331 0 5484659040
317 SW 282 2900 0 2246952483
320 HW 176 1331 0 5600339136
323 SW 275 2946 0 2296561203
325 HW 184 1362 0 5730845904
328 SW 292 3005 0 2327471019
330 HW 171 1362 0 5787819576
333 SW 282 3057 0 2389854627
335 HW 184 1398 0 5866325640
338 SW 290 3108 0 2406999315
340 HW 166 1398 0 5990368608
343 SW 281 3160 0 2462645451
345 HW 187 1435 0 6077591352
348 SW 280 3211 0 2490305979
350 HW 167 1435 0 6212990952
353 SW 276 3265 0 2561365563
355 HW 178 1476 0 6393693096
358 SW 281 3314 0 2579851275
360 HW 165 1476 0 6545268072
364 SW 277 3370 0 2641211259
