Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
4 HW 5 5 0 0
8 SW 2 2 0 0
8 HW 48 48 0 0
12 HW 84 84 0 0
13 SW 6 6 0 0
16 HW 123 123 0 0
18 SW 6 6 0 0
20 HW 170 170 0 0
23 SW 95 115 0 0
24 HW 202 217 5 22680
28 SW 132 349 0 360
28 HW 200 219 48 550368
32 HW 200 223 89 8080128
33 SW 137 615 0 360
36 HW 200 235 124 17229240
38 SW 126 827 0 360
40 HW 144 275 129 51320304
43 SW 130 861 0 360
44 HW 177 322 129 58617216
48 SW 201 1003 0 3384
48 HW 190 361 129 78156792
52 HW 200 390 159 86992920
53 SW 244 1279 0 20016
56 HW 200 411 192 106638336
58 SW 259 1555 0 7403112
60 HW 200 420 243 122400936
63 SW 232 1720 0 10201944
64 HW 173 465 249 221054400
68 SW 247 1783 0 11943768
68 HW 178 509 249 253671264
72 HW 195 559 249 281635704
73 SW 292 1959 0 24576708
76 HW 199 589 260 329998536
78 SW 325 2234 0 29179236
80 HW 200 601 332 352899288
83 SW 319 2509 0 40724868
84 HW 188 643 361 461959848
88 SW 341 2786 0 52199436
88 HW 182 692 387 555083928
92 HW 193 751 387 609130368
93 SW 383 3061 0 57049932
96 HW 200 789 408 619960824
98 SW 403 3338 0 89075604
100 HW 193 820 435 689349528
103 SW 382 3613 0 165191316
104 HW 185 874 442 773666208
108 SW 403 3887 0 201818004
108 HW 200 948 442 870798600
112 HW 200 989 465 885194352
113 SW 409 4162 0 234372996
116 HW 200 1016 499 961269120
118 SW 413 4436 0 251499420
120 HW 191 1050 518 1100732976
123 SW 399 4711 0 332250804
124 HW 184 1104 519 1182270600
128 SW 424 4986 0 409840596
128 HW 192 1161 522 1236720744
132 HW 200 1219 531 1306398240
133 SW 461 5261 0 445808052
136 HW 200 1265 561 1405676160
138 SW 459 5538 0 515257236
140 HW 197 1318 574 1470282408
143 SW 457 5813 0 597658332
144 HW 194 1360 603 1621164888
148 SW 462 6088 0 646473252
148 HW 200 1421 622 1675568160
152 HW 200 1468 651 1789066440
153 SW 464 6363 0 720655116
156 HW 200 1501 690 1813823928
158 SW 460 6638 0 809538036
160 HW 200 1554 708 1894245696
163 SW 454 6915 0 962913804
164 HW 194 1602 723 1951737984
168 SW 465 7189 0 1027199508
168 HW 200 1659 733 1987458984
172 HW 198 1700 764 2048477256
173 SW 467 7464 0 1150584756
176 HW 199 1745 780 2152155096
178 SW 457 7741 0 1343894076
180 HW 195 1788 799 2205356328
183 SW 460 8014 0 1416680244
184 HW 199 1844 808 2277710064
188 SW 466 8289 0 1557668196
188 HW 200 1890 823 2369778768
192 HW 200 1928 855 2413802160
193 SW 464 8563 0 1707838524
196 HW 189 1966 892 2439087336
198 SW 469 8840 0 1766342520
200 HW 191 2020 905 2496082176
203 SW 484 9115 0 1828178784
204 HW 191 2084 907 2531807712
208 SW 515 9390 0 1899539136
208 HW 188 2137 911 2685127536
212 HW 194 2195 927 2799294120
213 SW 506 9665 0 2031045456
216 HW 200 2262 936 2877236208
218 SW 494 9940 0 2098436808
220 HW 200 2314 968 2991372552
223 SW 481 10214 0 2162134344
224 HW 198 2366 975 3052845936
228 SW 477 10489 0 2295134400
228 HW 200 2423 995 3133186056
232 HW 200 2476 1009 3194919504
233 SW 462 10764 0 2458037280
236 HW 199 2524 1025 3264888816
238 SW 460 11041 0 2593765104
240 HW 200 2573 1059 3282127128
243 SW 452 11314 0 2731641360
244 HW 198 2607 1094 3332623392
248 SW 425 11589 0 2887741752
248 HW 197 2655 1128 3374743176
252 HW 199 2700 1156 3402182952
253 SW 423 11864 0 3031223112
256 HW 188 2737 1170 3478339368
258 SW 423 12131 0 3169775232
260 HW 174 2759 1170 3512084184
263 SW 394 12255 0 3230338392
264 HW 137 2786 1170 3567833136
268 SW 377 12340 0 3290630904
268 HW 116 2809 1170 3696440832
272 HW 134 2861 1170 3806963496
273 SW 349 12382 0 3377605680
276 HW 106 2888 1170 3931785144
278 SW 321 12417 0 3471195456
280 HW 113 2908 1170 3996796608
283 SW 272 12417 0 3519033744
284 HW 129 2931 1170 4039037352
288 SW 205 12417 0 3645954168
288 HW 115 2945 1170 4055400216
292 HW 109 2959 1170 4118099832
293 SW 159 12417 0 3734629944
296 HW 123 3002 1170 4173312024
298 SW 135 12417 0 3816441240
300 HW 120 3019 1170 4192834968
303 SW 120 12417 0 3866556480
304 HW 116 3036 1170 4273506216
308 SW 108 12419 0 3916581000
308 HW 112 3047 1170 4353332256
312 HW 114 3088 1170 4451272056
313 SW 81 12421 0 4060964904
316 HW 117 3126 1170 4524539040
318 SW 66 12421 0 4102528272
320 HW 123 3163 1170 4562546184
323 SW 51 12421 0 4129717176
324 HW 120 3178 1170 4564239624
328 SW 33 12421 0 4196943900
328 HW 108 3209 1170 4595113152
332 HW 95 3238 1170 4599460152
333 SW 17 12421 0 4261078404
336 HW 80 3259 1170 4688152560
338 SW 7 12421 0 4295142252
340 HW 59 3269 1170 4762849896
343 SW 5 12421 0 4311942084
344 HW 43 3272 1170 4769425584
348 SW 5 12423 0 4317333876
348 HW 29 3276 1170 4770112032
352 HW 19 3278 1170 4837158648
353 SW 6 12425 0 4319768196
356 HW 11 3278 1170 4861350648
358 SW 6 12425 0 4319768196
360 HW 10 3278 1170 4861350648
363 SW 4 12425 0 4319768316
364 HW 2 3278 1170 4864475952
368 SW 2 12425 0 4319768436
368 HW 2 3278 1170 4864475952
372 HW 2 3278 1170 4864475952
373 SW 2 12425 0 4319768436
376 HW 2 3278 1170 4864475952
378 SW 2 12425 0 4319768436
380 HW 2 3278 1170 4864475952
383 SW 2 12425 0 4319768436
