Timestamp,IpOri,PortaOri,IpDest,PortaDest,?,Tempo,BytesEnv,Banda(bps),Jitter,PctPerdido,PctEnv,%Perda,ForaOrdem
20200203152931,10.1.0.2,18505,10.1.0.1,14005,3,0.0-5.4,507150,752622
20200203152931,10.1.0.1,14005,10.1.0.2,18505,3,0.0-5.4,507150,754572,0.091,0,345,0.000,0
20200203152935,10.1.0.2,18547,10.1.0.1,14047,3,0.0-6.4,3204600,3996607
20200203152935,10.1.0.1,14047,10.1.0.2,18547,3,0.0-6.4,3201660,3996663,0.109,2,2180,0.092,0
20200203152936,10.1.0.2,18526,10.1.0.1,14026,3,0.0-9.1,2526930,2222069
20200203152936,10.1.0.1,14026,10.1.0.2,18526,3,0.0-9.1,2519580,2222741,0.069,5,1719,0.291,0
20200203152937,10.1.0.2,18562,10.1.0.1,14062,3,0.0-6.4,1584660,1980399
20200203152937,10.1.0.1,14062,10.1.0.2,18562,3,0.0-6.4,1577310,1982051,0.072,5,1078,0.464,0
20200203152937,10.1.0.2,18555,10.1.0.1,14055,3,0.0-7.9,626220,631804
20200203152937,10.1.0.1,14055,10.1.0.2,18555,3,0.0-7.9,623280,632910,0.077,2,426,0.469,0
20200203152938,10.1.0.2,18539,10.1.0.1,14039,3,0.0-9.8,530670,432125
20200203152938,10.1.0.1,14039,10.1.0.2,18539,3,0.0-9.8,530670,432360,0.372,0,361,0.000,0
20200203152938,10.1.0.2,18544,10.1.0.1,14044,3,0.0-9.7,361620,299006
20200203152938,10.1.0.1,14044,10.1.0.2,18544,3,0.0-9.6,360150,299311,0.336,1,246,0.407,0
20200203152938,10.1.0.2,18504,10.1.0.1,14004,3,0.0-13.4,2031540,1212413
20200203152938,10.1.0.1,14004,10.1.0.2,18504,3,0.0-13.4,2030070,1213165,0.099,1,1382,0.072,0
20200203152939,10.1.0.2,18573,10.1.0.1,14073,3,0.0-7.7,49980,52223
20200203152939,10.1.0.1,14073,10.1.0.2,18573,3,0.0-7.7,49980,52253,0.077,0,34,0.000,0
20200203152940,10.1.0.2,18535,10.1.0.1,14035,3,0.0-11.5,939330,654333
20200203152940,10.1.0.1,14035,10.1.0.2,18535,3,0.0-11.4,936390,655216,62.574,2,639,0.313,0
20200203152940,10.1.0.2,18523,10.1.0.1,14023,3,0.0-12.6,601230,381950
20200203152940,10.1.0.1,14023,10.1.0.2,18523,3,0.0-12.6,601230,382114,1.438,0,409,0.000,0
20200203152940,10.1.0.2,18518,10.1.0.1,14018,3,0.0-13.9,3131100,1804282
20200203152940,10.1.0.1,14018,10.1.0.2,18518,3,0.0-13.9,3131100,1804987,0.116,0,2130,0.000,0
20200203152941,10.1.0.2,18594,10.1.0.1,14094,3,0.0-5.9,604170,821235
20200203152941,10.1.0.1,14094,10.1.0.2,18594,3,0.0-5.9,604170,822256,0.092,0,411,0.000,0
20200203152942,10.1.0.2,18513,10.1.0.1,14013,3,0.0-15.8,3658830,1849339
