PSrc PDst
18698 14198
18699 14199
18700 14200
18701 14201
18702 14202
18703 14203
18704 14204
18705 14205
18706 14206
18707 14207
18708 14208
18709 14209
14153 18653
18710 14210
18711 14211
18713 14213
18714 14214
18715 14215
18716 14216
18717 14217
18718 14218
18719 14219
14130 18630
18720 14220
18721 14221
14109 18609
18722 14222
18723 14223
18724 14224
18725 14225
18726 14226
18727 14227
14043 18543
18728 14228
14168 18668
14103 18603
18729 14229
18730 14230
18731 14231
18732 14232
18733 14233
18734 14234
18735 14235
14003 18503
14165 18665
18736 14236
18737 14237
18738 14238
18739 14239
18740 14240
18741 14241
18742 14242
18743 14243
18744 14244
18746 14246
18747 14247
18748 14248
18749 14249
18750 14250
18751 14251
18752 14252
18753 14253
18754 14254
14141 18641
18755 14255
14015 18515
14040 18540
18756 14256
18758 14258
18759 14259
18760 14260
18761 14261
14170 18670
14121 18621
14088 18588
18762 14262
18763 14263
18764 14264
18765 14265
18766 14266
18767 14267
18768 14268
18769 14269
18770 14270
14060 18560
18771 14271
18773 14273
18774 14274
18775 14275
18777 14277
18778 14278
18779 14279
18780 14280
18781 14281
18782 14282
18785 14285
14092 18592
18786 14286
18787 14287
14184 18684
18788 14288
18789 14289
18793 14293
18794 14294
18796 14296
18797 14297
18798 14298
18799 14299
18800 14300
14030 18530
18801 14301
18802 14302
18803 14303
18806 14306
18807 14307
18809 14309
18810 14310
18811 14311
18812 14312
18813 14313
18814 14314
18815 14315
14071 18571
18816 14316
18818 14318
18819 14319
18820 14320
18821 14321
18822 14322
18938 14438
18939 14439
18940 14440
18941 14441
18942 14442
18943 14443
18944 14444
14326 18826
18946 14446
18949 14449
18950 14450
18951 14451
18952 14452
14383 18883
18953 14453
14154 18654
18954 14454
18955 14455
18956 14456
18957 14457
18958 14458
18959 14459
14336 18836
14009 18509
18961 14461
14069 18569
18962 14462
18963 14463
18964 14464
18965 14465
14192 18692
18966 14466
18969 14469
18971 14471
14138 18638
18972 14472
18973 14473
18974 14474
18975 14475
18976 14476
18987 14487
18988 14488
18989 14489
18990 14490
18991 14491
14054 18554
14420 18920
18992 14492
18993 14493
18994 14494
14051 18551
14180 18680
18995 14495
18996 14496
14076 18576
18999 14499
19000 14500
14353 18853
19001 14501
19002 14502
19003 14503
19004 14504
19005 14505
19006 14506
19007 14507
19008 14508
19009 14509
19011 14511
19012 14512
19013 14513
19014 14514
19015 14515
14096 18596
14133 18633
19016 14516
14347 18847
19017 14517
19018 14518
14031 18531
19019 14519
14197 18697
19020 14520
19021 14521
19022 14522
19023 14523
19024 14524
19027 14527
14063 18563
19028 14528
19029 14529
14341 18841
19030 14530
14345 18845
19031 14531
14402 18902
19032 14532
19033 14533
19035 14535
19036 14536
14010 18510
14365 18865
19037 14537
19038 14538
19039 14539
14392 18892
19040 14540
19042 14542
19043 14543
14075 18575
19044 14544
19045 14545
19046 14546
19048 14548
19049 14549
14398 18898
19050 14550
14061 18561
19051 14551
19052 14552
14388 18888
19158 14658
14139 18639
19159 14659
19160 14660
19167 14667
14167 18667
19168 14668
14447 18947
19174 14674
19175 14675
19176 14676
19179 14679
19180 14680
14395 18895
19181 14681
19182 14682
19183 14683
19186 14686
19187 14687
14431 18931
19188 14688
19189 14689
14411 18911
19190 14690
14482 18982
14185 18685
19192 14692
19193 14693
14643 19143
19196 14696
19197 14697
14111 18611
19198 14698
19199 14699
14344 18844
19201 14701
14437 18937
19202 14702
19203 14703
14143 18643
19205 14705
14408 18908
19206 14706
19207 14707
19208 14708
19209 14709
19210 14710
19211 14711
19212 14712
14364 18864
19213 14713
19214 14714
14563 19063
19215 14715
19216 14716
19217 14717
19218 14718
19219 14719
19220 14720
19221 14721
19222 14722
14331 18831
19223 14723
19224 14724
19225 14725
19226 14726
19227 14727
19228 14728
14163 18663
19229 14729
19230 14730
19231 14731
19232 14732
19233 14733
14424 18924
19234 14734
19235 14735
19236 14736
19237 14737
19238 14738
19239 14739
19240 14740
14002 18502
19241 14741
19242 14742
19243 14743
19244 14744
19247 14747
14100 18600
14568 19068
19248 14748
19249 14749
14580 19080
14614 19114
14292 18792
14245 18745
19253 14753
19254 14754
19255 14755
19266 14766
19267 14767
19268 14768
19269 14769
14016 18516
14479 18979
19270 14770
19271 14771
19274 14774
19275 14775
14349 18849
19283 14783
19284 14784
19303 14803
19304 14804
14137 18637
19305 14805
14101 18601
14196 18696
19306 14806
19307 14807
14649 19149
19308 14808
19309 14809
14024 18524
14409 18909
14070 18570
14570 19070
19310 14810
14597 19097
19313 14813
14534 19034
14335 18835
19314 14814
14616 19116
14149 18649
19315 14815
14359 18859
19316 14816
14348 18848
14781 19281
14635 19135
19386 14886
19387 14887
19388 14888
19389 14889
14357 18857
14085 18585
19390 14890
19391 14891
19392 14892
14647 19147
19395 14895
19396 14896
19397 14897
19398 14898
19399 14899
19402 14902
19403 14903
19404 14904
19405 14905
19407 14907
19414 14914
19415 14915
19416 14916
19417 14917
19418 14918
19419 14919
19420 14920
14573 19073
19421 14921
19422 14922
19423 14923
19424 14924
19425 14925
19431 14931
19432 14932
19434 14934
19438 14938
14631 19131
19439 14939
14183 18683
19440 14940
19441 14941
19442 14942
19443 14943
14879 19379
14761 19261
19469 14969
19470 14970
19471 14971
19472 14972
19473 14973
14164 18664
19543 15043
14592 19092
14090 18590
19544 15044
19545 15045
14623 19123
19546 15046
19547 15047
19553 15053
14091 18591
19554 15054
14581 19081
19569 15069
14445 18945
19570 15070
19571 15071
14367 18867
19572 15072
19573 15073
14926 19426
19574 15074
19575 15075
19576 15076
14849 19349
19578 15078
14404 18904
14670 19170
19585 15085
19586 15086
19587 15087
14987 19487
14858 19358
19589 15089
19588 15088
14695 19195
19590 15090
14867 19367
19595 15095
19596 15096
14669 19169
19602 15102
19603 15103
14401 18901
19604 15104
19605 15105
14110 18610
14188 18688
19606 15106
14789 19289
19607 15107
14639 19139
19608 15108
19609 15109
19610 15110
19611 15111
19612 15112
19613 15113
14610 19110
19619 15119
19620 15120
19625 15125
19626 15126
19627 15127
14376 18876
19632 15132
19633 15133
14396 18896
14852 19352
14351 18851
19634 15134
14641 19141
14990 19490
19635 15135
14821 19321
14407 18907
14794 19294
15064 19564
14820 19320
14619 19119
19704 15204
14325 18825
15146 19646
19732 15232
19733 15233
19734 15234
19735 15235
19736 15236
14591 19091
15162 19662
15161 19661
19752 15252
19753 15253
19754 15254
19755 15255
14853 19353
19756 15256
19766 15266
14427 18927
19771 15271
14935 19435
19772 15272
19773 15273
14425 18925
19779 15279
14796 19296
19780 15280
19782 15282
19783 15283
15092 19592
19784 15284
19785 15285
19786 15286
19787 15287
14633 19133
19794 15294
19795 15295
14762 19262
19796 15296
19797 15297
19798 15298
19799 15299
19800 15300
19805 15305
19806 15306
19807 15307
19808 15308
19832 15332
14772 19272
14645 19145
19833 15333
14838 19338
14564 19064
14560 19060
19850 15350
19851 15351
14574 19074
15027 19527
14997 19497
14975 19475
14421 18921
14390 18890
19855 15355
14634 19134
14962 19462
19856 15356
14678 19178
19857 15357
14779 19279
19858 15358
19865 15365
14611 19111
15028 19528
19866 15366
14671 19171
19867 15367
14652 19152
19868 15368
19869 15369
19870 15370
19871 15371
14414 18914
15217 19717
19891 15391
19892 15392
19893 15393
19894 15394
19895 15395
19896 15396
19897 15397
19909 15409
19910 15410
19911 15411
19912 15412
15026 19526
15169 19669
19915 15415
15343 19843
19916 15416
14627 19127
19917 15417
19926 15426
19927 15427
19928 15428
19929 15429
19930 15430
15097 19597
19931 15431
15153 19653
19932 15432
14856 19356
19946 15446
15336 19836
19947 15447
14797 19297
15002 19502
15268 19768
19960 15460
19962 15462
19963 15463
14484 18984
19964 15464
19969 15469
19970 15470
19971 15471
19972 15472
19973 15473
14912 19412
19974 15474
19975 15475
14664 19164
19977 15477
19978 15478
15016 19516
15243 19743
19979 15479
14657 19157
15143 19643
19980 15480
19981 15481
14855 19355
19987 15487
19988 15488
14757 19257
19989 15489
19990 15490
14982 19482
19991 15491
19992 15492
19993 15493
14944 19444
19997 15497
