Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 HW 10 10 0 0
9 SW 11 11 0 0
14 HW 18 19 0 0
14 SW 22 22 0 0
20 SW 33 33 0 0
20 HW 27 28 0 0
25 SW 41 41 0 0
25 HW 36 36 0 0
30 SW 45 49 0 240
30 HW 41 43 0 1206576
35 HW 53 55 0 1206576
35 SW 55 64 0 1971888
40 HW 60 66 0 3721032
40 SW 65 75 0 4292808
45 HW 66 72 0 3721032
45 SW 69 83 0 4546824
50 HW 76 82 0 3721032
50 SW 74 92 0 9610512
55 HW 81 93 0 6038928
55 SW 81 103 0 12813048
60 HW 91 105 0 11698344
60 SW 87 113 0 20556000
65 HW 99 120 0 18751824
65 SW 92 124 0 27006192
70 HW 104 132 0 23374008
70 SW 98 139 0 49636296
75 HW 109 149 0 38633112
75 SW 105 153 0 66005328
80 HW 106 160 0 75111624
80 SW 115 169 0 70494456
85 HW 112 174 0 101836224
85 SW 118 183 0 90477168
90 HW 113 189 0 125240472
90 SW 130 202 0 113536680
95 HW 125 205 0 134524152
95 SW 131 219 0 151575576
100 HW 131 219 0 154659456
100 SW 145 237 0 162495240
105 HW 134 234 0 167582520
106 SW 136 250 0 285407232
111 HW 136 254 0 233566200
111 SW 134 270 0 317366376
116 HW 136 268 0 311688216
116 SW 130 287 0 342583692
121 HW 141 287 0 340323984
121 SW 139 306 0 374418852
126 HW 132 300 0 386388576
126 SW 139 325 0 439852284
131 HW 135 317 0 463426488
131 SW 140 346 0 478257084
136 HW 139 339 0 573864480
136 SW 142 366 0 546513300
141 HW 147 359 0 596777328
141 SW 135 379 0 619735104
146 HW 152 378 0 675762696
146 SW 131 398 0 666640368
151 HW 157 399 0 711107208
151 SW 136 416 0 710275176
156 HW 151 417 0 755842752
156 SW 149 438 0 738997128
161 HW 156 436 0 785727432
161 SW 154 456 0 789225768
166 HW 147 447 0 829706976
166 SW 152 470 0 832591440
171 HW 146 468 0 891020088
171 SW 147 489 0 857234136
176 HW 144 484 0 997805088
176 SW 141 499 0 892950720
181 HW 148 498 0 1036410984
181 SW 144 520 0 991954968
186 HW 149 517 0 1089897984
187 SW 148 536 0 1022860248
191 HW 146 534 0 1245547800
192 SW 152 552 0 1038891984
197 HW 156 556 0 1294802712
197 SW 149 571 0 1139733312
202 HW 151 573 0 1393613424
202 SW 153 589 0 1238643936
207 HW 152 588 0 1446309648
207 SW 165 613 0 1287743112
212 HW 151 613 0 1612478448
212 SW 166 636 0 1383180552
217 HW 143 625 0 1657454400
217 SW 160 651 0 1445777352
222 HW 142 640 0 1758502872
