    Time      SRC      DST   Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x0140132718753811       10.0.0.20       10.0.0.19    10008    30008    17        1           true    false     false    1                7.489         0.000         0        8337613
  10.000       SW       HW 0x0120112711753111       10.0.0.18       10.0.0.17    10001    30001    17        1           true    false     false    1                3.131         0.000         0        3903500
  10.000       SW       HW 0x0320312712753211       10.0.0.50       10.0.0.49    10002    30002    17        1           true    false     false    2                4.706         0.000         0        2774316
  10.000       SW       HW 0x0060052715753511       10.0.0.6       10.0.0.5    10005    30005    17        1           true    false     false    1                7.466         0.000         0        2761056
  10.000       SW       HW 0x0120112713753311       10.0.0.18       10.0.0.17    10003    30003    17        1           true    false     false    1                4.300         0.000         0        2693572
  10.000       SW       HW 0x02a0292713753311       10.0.0.42       10.0.0.41    10003    30003    17        1           true    false     false    2                6.285         0.000         0        2664049
  10.000       SW       HW 0x00e00d2716753611       10.0.0.14       10.0.0.13    10006    30006    17        1           true    false     false    1                9.161         0.000         0        2458858
  10.000       SW       HW 0x0280272712753211       10.0.0.40       10.0.0.39    10002    30002    17        1           true    false     false    2                7.240         0.000         0        2373243
  10.000       SW       HW 0x00c00b2712753211       10.0.0.12       10.0.0.11    10002    30002    17        1           true    false     false    1                6.523         0.000         0        2364647
  10.000       SW       HW 0x0160152711753111       10.0.0.22       10.0.0.21    10001    30001    17        1           true    false     false    1                2.293         0.000         0        2166771
  10.000       SW       HW 0x00e00d2717753711       10.0.0.14       10.0.0.13    10007    30007    17        1           true    false     false    1                9.556         0.000         0        2159271
  10.000       SW       HW 0x0060052710753011       10.0.0.6       10.0.0.5    10000    30000    17        1           true    false     false    1                2.574         0.000         0        2157552
  10.000       SW       HW 0x00a0092712753211       10.0.0.10       10.0.0.9    10002    30002    17        1           true    false     false    1                2.851         0.000         0        1986558
  10.000       SW       HW 0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        1           true    false     false    1                3.694         0.000         0        1980922
  10.000       SW       HW 0x01e01d2710753011       10.0.0.30       10.0.0.29    10000    30000    17        1           true    false     false    2                2.823         0.000         0        1662726
  10.000       SW       HW 0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        1           true    false     false    1                2.114         0.000         0        1633162
  10.000       SW       HW 0x0220212711753111       10.0.0.34       10.0.0.33    10001    30001    17        1           true    false     false    2                4.551         0.000         0        1575932
  10.000       SW       HW 0x02001f2711753111       10.0.0.32       10.0.0.31    10001    30001    17        1           true    false     false    2                5.014         0.000         0        1554263
  10.000       SW       HW 0x0140132710753011       10.0.0.20       10.0.0.19    10000    30000    17        1           true    false     false    1                1.403         0.000         0        1533405
  10.000       SW       HW 0x02a0292715753511       10.0.0.42       10.0.0.41    10005    30005    17        1           true    false     false    2                7.625         0.000         0        1404256
  10.000       SW       HW 0x0060052713753311       10.0.0.6       10.0.0.5    10003    30003    17        1           true    false     false    1                7.103         0.000         0        1260233
  10.000       SW       HW 0x03002f2712753211       10.0.0.48       10.0.0.47    10002    30002    17        1           true    false     false    2                9.373         0.000         0        1256852
  10.000       SW       HW 0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        1           true    false     false    1                9.189         0.000         0        1255711
  10.000       SW       HW 0x0340332711753111       10.0.0.52       10.0.0.51    10001    30001    17        1           true    false     false    2                7.269         0.000         0        1243527
  10.000       SW       HW 0x0080072711753111       10.0.0.8       10.0.0.7    10001    30001    17        1           true    false     false    1                1.415         0.000         0        1202240
  10.000       SW       HW 0x00a0092710753011       10.0.0.10       10.0.0.9    10000    30000    17        1           true    false     false    1                2.270         0.000         0        1132759
