Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
12 HW 18 18 0 0
12 SW 20 20 0 0
17 HW 44 44 0 0
17 SW 48 49 0 0
22 HW 78 78 0 0
22 SW 83 83 0 0
27 HW 106 106 0 0
27 SW 107 110 0 120
32 HW 128 128 0 0
32 SW 132 137 0 300
38 HW 159 163 0 450576
38 SW 161 171 0 3533844
43 HW 180 193 0 3857112
43 SW 191 206 0 5812428
48 HW 201 217 17 7593264
48 SW 214 240 0 19046964
53 HW 200 232 34 22051008
53 SW 227 273 0 44608956
58 HW 197 241 44 32752944
58 SW 246 306 0 55551300
63 HW 197 259 57 49826448
63 SW 264 338 0 70459620
68 HW 201 280 68 87904656
68 SW 271 368 0 122195724
73 HW 200 286 96 100968336
73 SW 270 398 0 169692300
78 HW 198 297 120 140079240
79 SW 297 448 0 189906348
83 HW 199 322 142 241991064
84 SW 316 488 0 226904988
88 HW 198 336 160 298025784
89 SW 324 521 0 265329531
93 HW 200 350 190 368905320
94 SW 329 564 0 370218483
98 HW 199 364 216 415202760
99 SW 363 620 0 450853443
104 HW 197 386 226 506306808
104 SW 380 662 0 507183123
109 HW 196 400 251 594386856
109 SW 405 719 0 625240083
114 HW 200 416 275 677625480
114 SW 404 766 0 827423331
119 HW 198 442 285 820217664
120 SW 410 816 0 951366507
124 HW 200 457 314 918376704
125 SW 402 865 0 1082039595
129 HW 200 474 337 949743144
130 SW 414 917 0 1176016623
134 HW 199 500 353 1028297592
135 SW 415 974 0 1364708175
139 HW 200 521 382 1152467568
140 SW 420 1026 0 1505198679
144 HW 200 540 402 1217519856
145 SW 414 1078 0 1790508543
149 HW 200 561 420 1339266096
150 SW 426 1132 0 1940672823
154 HW 196 581 435 1469047104
156 SW 437 1185 0 2115079299
159 HW 198 607 447 1554261912
161 SW 423 1233 0 2376135171
165 HW 199 628 465 1644688584
166 SW 428 1285 0 2529739251
170 HW 200 645 484 1727198424
171 SW 412 1331 0 2757015531
175 HW 200 662 508 1845581976
176 SW 435 1390 0 2898620379
180 HW 199 677 530 1896353424
181 SW 445 1446 0 3083346135
185 HW 196 697 555 2001361824
186 SW 457 1501 0 3217971591
190 HW 201 716 568 2032363872
192 SW 444 1555 0 3476789703
195 HW 201 738 581 2146902408
197 SW 433 1605 0 3767497527
200 HW 195 760 589 2236780224
202 SW 426 1657 0 4020678903
205 HW 201 780 603 2316970656
207 SW 410 1709 0 4248173031
210 HW 200 794 633 2351221992
212 SW 413 1761 0 4383144735
215 HW 200 805 662 2395900080
217 SW 414 1808 0 4571822679
221 HW 199 812 691 2453059728
222 SW 409 1855 0 4750627263
226 HW 195 837 701 2605980384
228 SW 403 1904 0 4948363599
231 HW 200 853 724 2674436184
233 SW 420 1959 0 5073883791
236 HW 200 873 751 2936190600
238 SW 413 2004 0 5208512631
241 HW 198 892 770 3049735752
243 SW 422 2056 0 5373217815
246 HW 200 909 794 3083435208
248 SW 427 2118 0 5487075951
251 HW 199 942 799 3223443384
253 SW 443 2176 0 5615360079
256 HW 198 959 813 3313658376
259 SW 442 2227 0 5759848311
261 HW 196 978 841 3373104168
264 SW 426 2272 0 5963236683
266 HW 188 995 848 3505629456
269 SW 375 2293 0 6176452875
271 HW 190 1010 848 3547253304
274 SW 369 2331 0 6278310267
276 HW 179 1019 848 3615907176
279 SW 356 2360 0 6399116223
281 HW 154 1030 848 3750759432
284 SW 331 2377 0 6567143271
286 HW 133 1038 848 3947444928
289 SW 275 2396 0 6853507179
292 HW 127 1049 848 3973531464
295 SW 237 2415 0 7058792931
297 HW 116 1059 848 4060852488
300 SW 228 2440 0 7175303115
302 HW 107 1067 848 4126172400
305 SW 211 2463 0 7341828747
307 HW 91 1073 848 4195763712
310 SW 189 2477 0 7471614291
312 HW 72 1076 848 4311268416
315 SW 156 2488 0 7657948875
317 HW 63 1081 848 4351108104
320 SW 122 2502 0 7903205859
322 HW 58 1088 848 4394399688
325 SW 105 2513 0 8048607339
327 HW 56 1092 848 4411199520
330 SW 91 2519 0 8099167107
332 HW 52 1098 848 4442627952
335 SW 68 2526 0 8244914835
337 HW 42 1102 848 4518361008
340 SW 55 2533 0 8302431495
342 HW 40 1108 848 4560195024
345 SW 47 2537 0 8424590511
347 HW 31 1111 848 4621536864
350 SW 39 2543 0 8511959919
352 HW 25 1113 848 4652668944
355 SW 29 2545 0 8625722919
357 HW 14 1114 848 4762329768
360 SW 26 2550 0 8689450695
362 HW 8 1114 848 4776107112
365 SW 16 2550 0 8720661519
367 HW 4 1114 848 4799013912
370 SW 12 2550 0 8750813823
372 HW 2 1114 848 4799515896
375 SW 2 2550 0 8829873279
377 HW 2 1114 848 4799515896
380 SW 2 2550 0 8829873279
382 HW 2 1114 848 4799515896
385 SW 2 2550 0 8829873279
