Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
4 HW 2 2 0 0
8 SW 2 2 0 0
9 HW 13 13 0 0
13 SW 6 6 0 0
14 HW 28 28 0 0
18 SW 6 6 0 0
19 HW 42 42 0 0
23 SW 6 6 0 0
24 HW 57 57 0 0
28 SW 2 6 0 300
29 HW 79 79 0 0
33 SW 2 6 0 300
34 HW 95 95 0 0
38 SW 4 8 0 300
39 HW 109 113 0 821016
43 SW 6 10 0 300
44 HW 124 132 0 11801160
48 SW 6 10 0 300
49 HW 140 154 0 13367592
53 SW 48 54 0 480
54 HW 149 178 0 20676600
58 SW 71 92 0 660
59 HW 162 206 0 30368520
63 SW 109 172 0 660
64 HW 169 240 0 48355272
68 SW 122 217 0 660
69 HW 157 268 0 87280200
73 SW 130 267 0 8220
74 HW 158 292 0 102616416
78 SW 105 267 0 743172
79 HW 147 310 0 179536392
83 SW 89 267 0 1069884
84 HW 150 337 0 217012824
88 SW 115 312 0 1343556
89 HW 132 369 0 251533296
93 SW 134 349 0 3632724
94 HW 150 393 0 256604544
98 SW 179 436 0 4338828
99 HW 148 419 0 348664176
103 SW 163 474 0 10902540
104 HW 140 455 0 443099160
108 SW 175 517 0 11294148
109 HW 147 483 0 489042792
113 SW 171 565 0 21961488
114 HW 132 512 0 553326984
118 SW 156 565 0 28337592
119 HW 153 549 0 633263400
123 SW 164 613 0 43398624
124 HW 134 587 0 678071520
128 SW 176 682 0 79996704
129 HW 131 604 0 747073152
133 SW 165 682 0 96436680
134 HW 138 625 0 926121168
138 SW 128 684 0 102584592
139 HW 142 655 0 1041621336
143 SW 98 684 0 107696664
144 HW 143 679 0 1130638824
148 SW 94 684 0 114205824
149 HW 154 704 0 1202419512
153 SW 158 775 0 126756936
154 HW 152 734 0 1229612832
158 SW 188 859 0 143815440
159 HW 163 773 0 1296316224
163 SW 219 981 0 182589168
164 HW 175 805 0 1347928344
168 SW 225 1120 0 213211824
169 HW 142 838 0 1424409840
173 SW 216 1186 0 302905176
174 HW 137 878 0 1556108064
178 SW 208 1232 0 333112032
179 HW 143 911 0 1624683312
183 SW 180 1232 0 360801288
184 HW 143 937 0 1680052752
188 SW 153 1232 0 404029368
189 HW 155 970 0 1782844560
193 SW 161 1279 0 449279172
194 HW 135 996 0 1876603680
198 SW 155 1281 0 519293844
199 HW 155 1028 0 1972230120
203 SW 206 1366 0 569853612
204 HW 155 1064 0 2016138600
208 SW 206 1444 0 607372380
209 HW 140 1095 0 2068874136
213 SW 243 1560 0 621807624
214 HW 147 1137 0 2195419464
218 SW 226 1674 0 651368856
219 HW 136 1168 0 2319185736
223 SW 194 1674 0 670305144
224 HW 137 1188 0 2371416264
228 SW 178 1711 0 719771736
229 HW 123 1218 0 2502780336
233 SW 150 1711 0 749592912
234 HW 140 1255 0 2616074496
238 SW 176 1752 0 767383104
239 HW 150 1285 0 2616104736
243 SW 190 1825 0 820035660
244 HW 147 1321 0 2683902816
248 SW 226 1937 0 837497928
249 HW 150 1352 0 2709627984
253 SW 228 2016 0 861809376
254 HW 151 1392 0 2827170864
258 SW 238 2136 0 895333440
259 HW 149 1431 0 2900607192
263 SW 218 2176 0 920704800
264 HW 145 1464 0 2968006104
268 SW 215 2220 0 958154016
269 HW 127 1493 0 3120690888
273 SW 202 2259 0 993970392
274 HW 115 1524 0 3184678728
278 SW 171 2259 0 1019931612
279 HW 129 1549 0 3253964616
283 SW 142 2261 0 1051074276
284 HW 134 1578 0 3348708048
288 SW 110 2261 0 1073409540
289 HW 137 1603 0 3409960680
293 SW 105 2263 0 1089135852
294 HW 154 1631 0 3422277432
298 SW 130 2302 0 1134940500
299 HW 161 1665 0 3455499096
303 SW 184 2393 0 1162012860
304 HW 153 1693 0 3513221208
308 SW 211 2450 0 1179115272
309 HW 179 1749 0 3553066944
313 SW 241 2598 0 1201743864
314 HW 168 1787 0 3653376048
318 SW 226 2739 0 1265952456
319 HW 149 1814 0 3752070336
323 SW 207 2777 0 1303131024
324 HW 142 1840 0 3919613544
328 SW 184 2819 0 1385520084
329 HW 126 1874 0 4008206160
333 SW 204 2891 0 1418114268
334 HW 132 1908 0 4046118048
338 SW 191 2891 0 1436279436
339 HW 137 1939 0 4106044656
343 SW 213 2974 0 1477823268
344 HW 136 1967 0 4146523920
348 SW 201 3011 0 1515765516
349 HW 135 2008 0 4288127256
353 SW 190 3011 0 1533595020
354 HW 141 2045 0 4340790216
358 SW 203 3081 0 1550624676
359 HW 152 2082 0 4363899624
363 SW 221 3172 0 1621587372
364 HW 144 2115 0 4535178984
368 SW 261 3338 0 1639808484
369 HW 152 2154 0 4555837440
373 SW 247 3466 0 1671069204
374 HW 149 2179 0 4638578616
378 SW 211 3466 0 1698044976
379 HW 139 2212 0 4774626864
383 SW 173 3468 0 1730057040
384 HW 142 2242 0 4804203096
388 SW 176 3503 0 1750313304
389 HW 143 2279 0 4846803696
393 SW 200 3544 0 1799949240
394 HW 139 2308 0 4937732352
398 SW 238 3624 0 1831708800
399 HW 138 2343 0 5038510176
403 SW 220 3659 0 1894310316
404 HW 140 2377 0 5122817784
408 SW 179 3659 0 1949847708
409 HW 148 2402 0 5183120880
413 SW 173 3703 0 1993615572
414 HW 135 2440 0 5290584768
418 SW 145 3703 0 2050471308
419 HW 151 2474 0 5341032648
423 SW 197 3782 0 2088723396
424 HW 143 2507 0 5387910696
428 SW 218 3933 0 2124334200
429 HW 137 2545 0 5452148016
433 SW 231 4001 0 2138438136
434 HW 147 2582 0 5488528248
438 SW 197 4037 0 2157840240
439 HW 142 2612 0 5566946616
443 SW 152 4037 0 2217431184
444 HW 129 2639 0 5733906192
448 SW 157 4080 0 2255908560
449 HW 121 2667 0 5802591816
453 SW 166 4117 0 2276113596
454 HW 123 2692 0 5806249344
458 SW 177 4156 0 2301684540
459 HW 136 2723 0 5866794360
463 SW 168 4198 0 2346066276
464 HW 134 2755 0 5978216664
468 SW 186 4270 0 2364224064
469 HW 139 2793 0 6014729952
473 SW 172 4272 0 2389099488
474 HW 155 2821 0 6041864304
478 SW 176 4311 0 2411000808
479 HW 159 2855 0 6063563016
483 SW 173 4357 0 2436152928
484 HW 151 2892 0 6144259968
488 SW 163 4359 0 2484881844
489 HW 167 2917 0 6176414160
493 SW 193 4434 0 2491084068
494 HW 148 2962 0 6215352696
498 SW 185 4467 0 2524892388
499 HW 151 2987 0 6291602856
503 SW 208 4516 0 2554748520
504 HW 153 3013 0 6369073200
508 SW 186 4560 0 2598399960
509 HW 136 3055 0 6440233968
513 SW 197 4623 0 2659061400
514 HW 144 3080 0 6496599816
518 SW 210 4696 0 2684759472
519 HW 144 3125 0 6546269016
523 SW 208 4777 0 2727827460
524 HW 139 3157 0 6647216184
528 SW 213 4891 0 2777173092
529 HW 156 3198 0 6686094240
533 SW 210 4937 0 2796257556
534 HW 143 3240 0 6818022288
538 SW 226 5010 0 2875967172
539 HW 134 3268 0 6884140536
543 SW 188 5010 0 2905528404
544 HW 147 3299 0 7022044008
