 TimeSec      SRC      DST   Cookie                   SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x06a0692711753111         10.0.0.106       10.0.0.105    10001    30001    17        1           true     false    false    1                2.345         0.000         0        8061080
  10.000       SW       HW 0x0660652710753011         10.0.0.102       10.0.0.101    10000    30000    17        1           true     false    false    1                2.099         0.000         0        7584785
  10.000       SW       HW 0x12e12d2713753311         10.0.1.46       10.0.1.45    10003    30003    17        1           true     false    false    2                5.102         0.000         0        5670296
  10.000       SW       HW 0x0fe0fd2712753211         10.0.0.254       10.0.0.253    10002    30002    17        1           true     false    false    2                7.401         0.000         0        5576727
  10.000       SW       HW 0x0b00af2713753311         10.0.0.176       10.0.0.175    10003    30003    17        1           true     false    false    2                9.041         0.000         0        5450473
  10.000       SW       HW 0x0740732711753111         10.0.0.116       10.0.0.115    10001    30001    17        1           true     false    false    1                2.064         0.000         0        5256895
  10.000       SW       HW 0x0ce0cd2710753011         10.0.0.206       10.0.0.205    10000    30000    17        1           true     false    false    2                1.955         0.000         0        5169450
  10.000       SW       HW 0x07006f2714753411         10.0.0.112       10.0.0.111    10004    30004    17        1           true     false    false    1                4.827         0.000         0        5110791
  10.000       SW       HW 0x0f20f12710753011         10.0.0.242       10.0.0.241    10000    30000    17        1           true     false    false    2                4.164         0.000         0        4671689
  10.000       SW       HW 0x1081072712753211         10.0.1.8       10.0.1.7    10002    30002    17        1           true     false    false    2                4.391         0.000         0        4465272
  10.000       SW       HW 0x07a0792713753311         10.0.0.122       10.0.0.121    10003    30003    17        1           true     false    false    1                9.760         0.000         0        4339638
  10.000       SW       HW 0x0580572711753111         10.0.0.88       10.0.0.87    10001    30001    17        1           true     false    false    1                4.935         0.000         0        4314711
  10.000       SW       HW 0x0380372710753011         10.0.0.56       10.0.0.55    10000    30000    17        1           true     false    false    1                5.282         0.000         0        4264149
  10.000       SW       HW 0x1061052714753411         10.0.1.6       10.0.1.5    10004    30004    17        1           true     false    false    2                9.085         0.000         0        4200766
  10.000       SW       HW 0x0060052719753911         10.0.0.6       10.0.0.5    10009    30009    17        1           true     false    false    1                9.461         0.000         0        4093486
  10.000       SW       HW 0x0f80f72712753211         10.0.0.248       10.0.0.247    10002    30002    17        1           true     false    false    2                5.997         0.000         0        4023355
  10.000       SW       HW 0x0fc0fb2711753111         10.0.0.252       10.0.0.251    10001    30001    17        1           true     false    false    2                7.994         0.000         0        4014821
  10.000       SW       HW 0x01c01b2712753211         10.0.0.28       10.0.0.27    10002    30002    17        1           true     false    false    1                5.168         0.000         0        3950981
  10.000       SW       HW 0x01000f2716753611         10.0.0.16       10.0.0.15    10006    30006    17        1           true     false    false    1                7.568         0.000         0        3905153
  10.000       SW       HW 0x0ce0cd2711753111         10.0.0.206       10.0.0.205    10001    30001    17        1           true     false    false    2                4.670         0.000         0        3841012
  10.000       SW       HW 0x12e12d2716753611         10.0.1.46       10.0.1.45    10006    30006    17        1           true     false    false    2                6.526         0.000         0        3822192
  10.000       SW       HW 0x1221212716753611         10.0.1.34       10.0.1.33    10006    30006    17        1           true     false    false    2                9.235         0.000         0        3775242
  10.000       SW       HW 0x0e80e72716753611         10.0.0.232       10.0.0.231    10006    30006    17        1           true     false    false    2                9.934         0.000         0        3691309
