   Time:s    ILoad   IMeter   IQueue    TLoad   TMeter   TQueue
    1.000        0        0        0        0        0        0
    2.000        0        0        0        0        0        0
    3.000        0        0        0        0        0        0
    4.000        0        0        0        0        0        0
    5.000        0        0        0        0        0        0
    6.000        0        0        0        0        0        0
    7.000        0        0        0        0        0        0
    8.000        0        0        0        0        0        0
    9.000        0        0        0        0        0        0
   10.000        0        0        0        0        0        0
   11.000        0        0        0        0        0        0
   12.000        0        0        0        0        0        0
   13.000        0        0        0        0        0        0
   14.000        0        0        0        0        0        0
   15.000        0        0        0        0        0        0
   16.000        0        0        0        0        0        0
   17.000        0        0        0        0        0        0
   18.000        0        0        0        0        0        0
   19.000        0        0        0        0        0        0
   20.000        0        0        0        0        0        0
   21.000        0        0        0        0        0        0
   22.000        0        0        0        0        0        0
   23.000        0        0        0        0        0        0
   24.000        0        0        0        0        0        0
   25.000        0        0        0        0        0        0
   26.000        0        0        0        0        0        0
   27.000        0        0        0        0        0        0
   28.000        0        0        0        0        0        0
   29.000        0        0        0        0        0        0
   30.000        0        0        0        0        0        0
   31.000        0        0        0        0        0        0
   32.000        0        0        0        0        0        0
   33.000        0        0        0        0        0        0
   34.000        0        0        0        0        0        0
   35.000        0        0        0        0        0        0
   36.000        0        0        0        0        0        0
   37.000        0        0        0        0        0        0
   38.000        0        0        0        0        0        0
   39.000        0        0        0        0        0        0
   40.000        0        0        0        0        0        0
   41.000        0        0        0        0        0        0
   42.000        0        0        0        0        0        0
   43.000        0        0        0        0        0        0
   44.000        0        0        0        0        0        0
   45.000        0        0        0        0        0        0
   46.000        0        0        0        0        0        0
   47.000        0        0        0        0        0        0
   48.000        0        0        0        0        0        0
   49.000        0        0        0        0        0        0
   50.000        0        0        0        0        0        0
   51.000        0        0        0        0        0        0
   52.000        0        0        0        0        0        0
   53.000        0        0        0        0        0        0
   54.000        0        0        0        0        0        0
   55.000        0        0        0        0        0        0
   56.000        0        0        0        0        0        0
   57.000        0        0        0        0        0        0
   58.000        0        0        0        0        0        0
   59.000    13664        0        0    13664        0        0
   60.000    29720        0        0    43384        0        0
   61.000     5369        0        0    48753        0        0
   62.000     4840        0        0    53593        0        0
   63.000     4134        0        0    57727        0        0
   64.000     3297        0        0    61024        0        0
   65.000     7428        0        0    68452        0        0
   66.000    13082        0        0    81534        0        0
   67.000    18901        0        0   100435        0        0
   68.000    24074        0        0   124509        0        0
   69.000    30759        0        0   155268        0        0
   70.000    36899        0        0   192167        0        0
   71.000    15108        0        0   207275        0        0
   72.000    14181        0        0   221456        0        0
   73.000    13157        0        0   234613        0        0
   74.000    11654        0        0   246267        0        0
   75.000    10591        0        0   256858        0        0
   76.000    13555        0        0   270413        0        0
   77.000    19178        0        0   289591        0        0
   78.000    24100        0        0   313691        0        0
   79.000    28080        0        0   341771        0        0
   80.000    31791        0        0   373562        0        0
   81.000    12570        0        0   386132        0        0
   82.000    11817        0        0   397949        0        0
   83.000    10851        0        0   408800        0        0
   84.000    10079        0        0   418879        0        0
   85.000     9113        0        0   427992        0        0
   86.000    11851        0        0   439843        0        0
   87.000    17838        0        0   457681        0        0
   88.000    23114        0        0   480795        0        0
   89.000    28242        0        0   509037        0        0
   90.000    35202        0        0   544239        0        0
   91.000    13781        0        0   558020        0        0
   92.000    13074        0        0   571094        0        0
   93.000    12016        0        0   583110        0        0
   94.000    12602        0        0   595712        0        0
   95.000    16403        0        0   612115        0        0
   96.000    21551        0        0   633666        0        0
   97.000    26840        0        0   660506        0        0
   98.000    32230        0        0   692736        0        0
   99.000    36551        0        0   729287        0        0
  100.000    41990        0        0   771277        0        0
  101.000    16985        0        0   788262        0        0
  102.000    15909        0        0   804171        0        0
  103.000    14454        0        0   818625        0        0
  104.000    13176        0        0   831801        0        0
  105.000    14955        0        0   846756        0        0
  106.000    21955        0        0   868711        0        0
  107.000    27204        0        0   895915        0        0
  108.000    33502        0        0   929417        0        0
  109.000    39340        0        0   968757        0        0
  110.000    46728        0        0  1015485        0        0
  111.000    22029        0        0  1037514        0        0
  112.000    20647        0        0  1058161        0        0
  113.000    19831        0        0  1077992        0        0
  114.000    20283        0        0  1098275        0        0
  115.000    24955        0        0  1123230        0        0
  116.000    29533        0        0  1152763        0        0
  117.000    32931        0        0  1185694        0        0
  118.000    37280        0        0  1222974        0        0
  119.000    42270        0        0  1265244        0        0
  120.000    47480        0        0  1312724        0        0
  121.000    20842        0        0  1333566        0        0
  122.000    19882        0        0  1353448        0        0
  123.000    18622        0        0  1372070        0        0
  124.000    17751        0        0  1389821        0        0
