Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
8 HW 20 20 0 0
8 SW 20 20 0 0
13 HW 43 43 0 0
13 SW 47 47 0 0
18 HW 61 61 0 0
18 SW 69 69 0 0
23 HW 86 86 0 0
23 SW 93 93 0 0
28 HW 116 116 0 0
28 SW 115 120 0 300
33 HW 144 146 0 1135512
33 SW 132 144 0 6172284
38 HW 172 176 0 3976560
38 SW 160 175 0 7840020
43 HW 190 212 0 18791136
43 SW 199 222 0 15073428
48 HW 198 234 11 28259280
49 SW 224 250 0 16736628
54 HW 200 248 30 35335440
54 SW 250 288 0 34276008
59 HW 198 258 53 40839120
59 SW 256 328 0 78876984
64 HW 199 264 80 48790728
64 SW 289 364 0 81084504
69 HW 200 276 107 89198928
69 SW 300 403 0 110647128
74 HW 197 291 133 144603144
74 SW 312 443 0 161072628
79 HW 200 299 168 161924616
79 SW 315 477 0 218642028
84 HW 195 316 191 224409528
84 SW 337 528 0 292964388
89 HW 200 340 204 296760240
89 SW 354 570 0 362543604
94 HW 199 361 215 384692112
95 SW 379 615 0 432993732
99 HW 197 380 228 469816200
100 SW 373 656 0 570195756
104 HW 198 400 251 527267664
105 SW 405 718 0 672803100
109 HW 201 417 277 564400872
110 SW 415 769 0 788835492
114 HW 200 429 305 614676384
115 SW 415 807 0 899279712
120 HW 200 446 328 711207000
120 SW 397 853 0 1068374232
125 HW 198 469 344 815309712
125 SW 398 908 0 1211642400
130 HW 196 489 360 972701352
131 SW 414 961 0 1315652880
135 HW 200 512 376 1033356744
136 SW 427 1013 0 1410219408
140 HW 198 536 392 1202309136
141 SW 420 1063 0 1614557136
145 HW 201 555 410 1295425656
146 SW 430 1120 0 1782918336
150 HW 201 573 428 1381676184
151 SW 426 1174 0 1947043092
155 HW 190 588 453 1460883816
156 SW 424 1227 0 2237155068
160 HW 198 611 459 1527227352
162 SW 425 1286 0 2402212668
165 HW 200 630 480 1605573144
167 SW 409 1321 0 2576609772
170 HW 197 651 495 1720172160
172 SW 390 1370 0 2819775660
175 HW 200 675 505 1748246976
177 SW 375 1415 0 3040706196
180 HW 196 694 521 1826548920
182 SW 401 1473 0 3179485116
186 HW 200 717 541 1885234176
187 SW 409 1529 0 3318085620
191 HW 200 729 579 1923152112
192 SW 430 1595 0 3504123612
196 HW 196 744 604 1998889704
198 SW 409 1640 0 3705727644
201 HW 200 774 608 2142736848
203 SW 413 1689 0 3903243468
206 HW 199 793 618 2220535296
208 SW 399 1745 0 4136268372
211 HW 200 817 633 2329568640
213 SW 401 1794 0 4268436828
216 HW 200 842 638 2420137440
218 SW 388 1835 0 4398234468
221 HW 199 854 667 2444985648
223 SW 386 1885 0 4575761412
226 HW 198 878 677 2559732840
228 SW 376 1936 0 4831201836
231 HW 197 894 689 2627665488
233 SW 390 1985 0 4995314316
236 HW 200 919 698 2801861496
239 SW 381 2034 0 5134708620
241 HW 193 933 720 2983927464
244 SW 387 2094 0 5293760436
246 HW 200 950 739 3008037816
249 SW 375 2136 0 5526266904
252 HW 196 962 769 3066712488
254 SW 373 2178 0 5693389776
257 HW 200 975 803 3086896176
259 SW 350 2226 0 5984253396
262 HW 199 993 828 3192919128
264 SW 372 2282 0 6036399252
267 HW 199 1009 838 3277970640
269 SW 365 2308 0 6157539180
272 HW 191 1023 838 3459678264
274 SW 359 2334 0 6280091316
277 HW 182 1036 838 3636074232
280 SW 326 2355 0 6469851852
282 HW 171 1046 838 3759955416
285 SW 293 2372 0 6683544324
287 HW 157 1061 838 3889071144
290 SW 262 2391 0 6906227328
292 HW 139 1071 838 3997366632
295 SW 236 2407 0 7047280476
297 HW 131 1081 838 4095129528
300 SW 220 2426 0 7201324548
302 HW 104 1086 838 4226850432
305 SW 201 2442 0 7359783660
307 HW 94 1094 838 4291222320
310 SW 188 2457 0 7577913852
312 HW 85 1105 838 4367684160
315 SW 170 2473 0 7744799340
317 HW 82 1110 838 4411672776
320 SW 146 2487 0 7897145796
322 HW 73 1119 838 4516676640
325 SW 132 2501 0 8048776716
327 HW 55 1121 838 4616406648
330 SW 107 2514 0 8149670964
332 HW 48 1124 838 4662732816
335 SW 97 2526 0 8215264548
337 HW 35 1131 838 4761777888
341 SW 75 2532 0 8364582228
343 HW 36 1136 838 4777021872
346 SW 57 2538 0 8478903036
348 HW 32 1138 838 4792515336
351 SW 41 2544 0 8602988460
353 HW 21 1139 838 4846669128
356 SW 33 2548 0 8698326108
358 HW 10 1140 838 4913392176
361 SW 22 2549 0 8776972788
363 HW 6 1140 838 4933903968
366 SW 14 2551 0 8833833180
368 HW 4 1140 838 4982012784
371 SW 6 2551 0 8878208868
373 HW 2 1140 838 5009951520
376 SW 4 2551 0 8890090164
378 HW 2 1140 838 5009951520
381 SW 2 2551 0 8890090344
383 HW 2 1140 838 5009951520
386 SW 2 2551 0 8890090344
388 HW 2 1140 838 5009951520
