Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
7 HW 12 13 0 0
7 SW 13 13 0 0
12 HW 22 22 0 0
12 SW 27 27 0 0
17 HW 39 39 0 0
17 SW 45 45 0 0
22 HW 55 55 0 0
22 SW 60 60 0 0
27 HW 71 71 0 0
28 SW 71 75 0 240
33 HW 89 89 0 0
33 SW 87 95 0 1321728
38 HW 96 102 0 2884896
38 SW 97 107 0 2233464
43 HW 107 121 0 6318648
43 SW 108 126 0 6507888
48 HW 117 137 0 11525976
48 SW 121 149 0 17628648
53 HW 131 157 0 14533344
53 SW 140 170 0 17976408
58 HW 135 173 0 30002616
58 SW 146 188 0 25159920
63 HW 152 198 0 43947792
63 SW 145 209 0 60034320
68 HW 149 209 0 70174944
68 SW 145 219 0 67795536
73 HW 167 231 0 71399664
73 SW 155 239 0 99115104
78 HW 161 249 0 115202304
78 SW 159 261 0 160207464
83 HW 173 269 0 130804632
83 SW 168 276 0 167853648
88 HW 178 288 0 157173912
88 SW 174 292 0 183959472
93 HW 191 319 0 215623296
93 SW 180 320 0 259488768
98 HW 195 345 0 255990672
99 SW 188 338 0 294990528
104 HW 200 370 0 302387904
104 SW 198 364 0 342914880
109 HW 190 394 3 406593432
109 SW 205 398 0 455903616
114 HW 183 415 3 484387344
114 SW 218 424 0 531523272
119 HW 184 440 3 547623720
119 SW 220 452 0 632036496
124 HW 184 461 3 601990704
124 SW 214 480 0 745212840
129 HW 195 486 3 637478856
129 SW 221 509 0 816989172
134 HW 193 506 3 680031072
134 SW 218 535 0 905976420
139 HW 200 533 4 729403920
139 SW 218 566 0 1065468228
144 HW 195 554 8 832803552
144 SW 204 588 0 1244960772
149 HW 194 579 8 955801728
149 SW 196 612 0 1313939844
154 HW 193 596 9 1069307568
154 SW 192 636 0 1414516572
159 HW 190 616 14 1194168528
160 SW 186 652 0 1483625556
165 HW 185 640 14 1284590664
165 SW 188 677 0 1603338336
170 HW 195 663 14 1380059856
170 SW 183 697 0 1684593216
175 HW 192 687 14 1502820648
175 SW 191 719 0 1759958856
180 HW 195 713 16 1584896544
180 SW 197 746 0 1878911040
185 HW 201 738 24 1656583488
185 SW 211 777 0 1913614464
190 HW 193 758 25 1744373232
190 SW 226 810 0 2014514880
195 HW 189 780 25 1857478392
195 SW 225 837 0 2081469264
200 HW 187 808 25 1975004640
200 SW 224 866 0 2203416600
205 HW 191 829 25 2039340240
205 SW 215 891 0 2333354976
210 HW 194 852 25 2061465336
210 SW 210 921 0 2468447640
215 HW 191 875 25 2191417200
215 SW 207 943 0 2605173444
220 HW 196 898 25 2227126104
220 SW 209 971 0 2659699188
225 HW 198 918 32 2321267760
226 SW 210 1002 0 2756444508
231 HW 198 940 38 2399379192
231 SW 217 1029 0 2822219532
236 HW 194 956 45 2540288520
236 SW 213 1053 0 2936067204
241 HW 200 976 50 2618330400
241 SW 216 1086 0 3006499308
246 HW 195 1003 52 2781012528
246 SW 218 1113 0 3069339540
251 HW 199 1019 59 2866207680
251 SW 223 1139 0 3162902100
256 HW 200 1039 60 2964572352
256 SW 203 1159 0 3262488468
261 HW 189 1059 61 3063337704
261 SW 206 1182 0 3288256092
266 HW 193 1079 61 3130373736
266 SW 204 1208 0 3343798080
271 HW 196 1105 63 3228361920
271 SW 207 1234 0 3491866728
276 HW 200 1132 67 3396083544
276 SW 215 1267 0 3579187752
281 HW 200 1144 81 3426325056
281 SW 215 1291 0 3655211112
286 HW 199 1167 82 3524010840
286 SW 215 1311 0 3701609856
292 HW 186 1182 95 3627786960
292 SW 210 1340 0 3800593236
297 HW 190 1211 95 3839717952
297 SW 212 1372 0 3858510396
302 HW 193 1236 98 3905447616
302 SW 230 1404 0 3918542844
307 HW 200 1258 107 4003918128
307 SW 229 1431 0 4001903940
312 HW 192 1280 107 4148241552
312 SW 228 1464 0 4068369948
317 HW 186 1299 107 4223155104
317 SW 221 1483 0 4163474868
322 HW 191 1331 107 4365777528
322 SW 216 1512 0 4256449440
327 HW 194 1354 107 4482112320
327 SW 207 1536 0 4491846672
332 HW 192 1375 107 4537430352
332 SW 207 1559 0 4545041856
337 HW 182 1396 107 4633324416
337 SW 215 1590 0 4707619656
342 HW 183 1416 107 4666526424
342 SW 208 1606 0 4790613336
347 HW 188 1443 107 4729401432
348 SW 211 1634 0 4852452864
353 HW 192 1460 110 4799054736
353 SW 212 1665 0 4946196864
358 HW 200 1485 120 4840861536
358 SW 235 1697 0 4987692192
363 HW 195 1506 127 4927308624
363 SW 234 1724 0 5105316720
368 HW 200 1521 137 4953315024
368 SW 223 1746 0 5238144408
373 HW 191 1545 142 5069212848
373 SW 211 1767 0 5408539428
378 HW 192 1573 142 5193311760
378 SW 211 1799 0 5470950252
383 HW 195 1599 142 5256784008
383 SW 220 1829 0 5594719548
388 HW 180 1618 142 5408363520
388 SW 233 1859 0 5668895244
393 HW 189 1649 142 5484527496
393 SW 229 1881 0 5738595420
398 HW 193 1674 142 5568160752
398 SW 236 1916 0 5812990716
403 HW 197 1695 147 5598260136
404 SW 222 1940 0 5995954812
408 HW 181 1717 147 5700058560
409 SW 224 1964 0 6063751380
413 HW 190 1747 147 5751965520
414 SW 205 1987 0 6172384044
418 HW 192 1771 147 5874820056
419 SW 209 2015 0 6252958524
424 HW 182 1790 147 5958557640
424 SW 213 2045 0 6392297004
429 HW 172 1812 147 6105162672
429 SW 228 2080 0 6456886620
434 HW 174 1834 147 6150483360
434 SW 227 2103 0 6535598316
439 HW 188 1860 147 6217815744
439 SW 215 2127 0 6696165156
444 HW 200 1880 154 6223393512
444 SW 208 2152 0 6841587804
449 HW 193 1895 158 6279839496
449 SW 211 2177 0 6913141812
454 HW 193 1919 158 6360061680
454 SW 223 2204 0 6941442036
459 HW 200 1944 158 6438466440
460 SW 222 2232 0 7005141084
464 HW 195 1956 176 6477197832
465 SW 226 2260 0 7101411636
469 HW 196 1977 176 6586408080
470 SW 215 2281 0 7263605388
474 HW 200 2003 176 6696929232
475 SW 220 2310 0 7341624588
479 HW 194 2014 184 6752138400
480 SW 218 2337 0 7424669676
484 HW 198 2041 184 6907443480
485 SW 235 2367 0 7511038140
490 HW 195 2060 198 7015209768
490 SW 226 2390 0 7603052592
495 HW 199 2077 207 7081820928
495 SW 219 2413 0 7700490408
500 HW 192 2099 208 7144567416
500 SW 199 2428 0 7796321088
505 HW 178 2111 208 7219562616
505 SW 202 2446 0 7850378112
510 HW 166 2122 208 7326999288
510 SW 196 2464 0 7958983560
515 HW 138 2130 208 7562470608
515 SW 189 2478 0 7996218072
520 HW 124 2140 208 7624559376
520 SW 162 2484 0 8109238740
525 HW 107 2147 208 7696389960
526 SW 137 2495 0 8271368988
530 HW 98 2156 208 7805938896
531 SW 126 2510 0 8364028884
535 HW 91 2165 208 7865124624
536 SW 120 2518 0 8469753972
540 HW 83 2171 208 7947704016
541 SW 106 2526 0 8619677844
545 HW 66 2172 208 8064180936
546 SW 83 2531 0 8688337884
550 HW 50 2174 208 8142334704
551 SW 77 2539 0 8751595548
555 HW 43 2179 208 8197480368
