Timestamp,IpOri,PortaOri,IpDest,PortaDest,?,Tempo,BytesEnv,Banda(bps),Jitter,PctPerdido,PctEnv,%Perda,ForaOrdem
20191205092751,10.1.0.2,18525,10.1.0.1,14025,3,0.0-8.4,220500,209917
20191205092751,10.1.0.1,14025,10.1.0.2,18525,3,0.0-8.4,220500,210655,63.563,0,150,0.000,0
20191205092753,10.1.0.2,18582,10.1.0.1,14082,3,0.0-5.4,177870,264189
20191205092753,10.1.0.1,14082,10.1.0.2,18582,3,0.0-5.4,177870,265674,62.603,0,121,0.000,0
20191205092753,10.1.0.2,18505,10.1.0.1,14005,3,0.0-12.6,436590,276478
20191205092753,10.1.0.1,14005,10.1.0.2,18505,3,0.0-12.6,436590,276691,0.070,0,297,0.000,0
20191205092755,10.1.0.2,18546,10.1.0.1,14046,3,0.0-10.7,658560,492542
20191205092755,10.1.0.1,14046,10.1.0.2,18546,3,0.0-10.6,655620,492669,0.320,2,448,0.446,0
20191205092755,10.1.0.2,18516,10.1.0.1,14016,3,0.0-14.0,288120,164863
20191205092755,10.1.0.1,14016,10.1.0.2,18516,3,0.0-14.0,288120,165172,0.173,0,196,0.000,0
20191205092755,10.1.0.2,18524,10.1.0.1,14024,3,0.0-13.4,3169320,1895417
20191205092755,10.1.0.1,14024,10.1.0.2,18524,3,0.0-13.4,3167850,1895316,0.077,1,2156,0.046,0
20191205092756,10.1.0.2,18509,10.1.0.1,14009,3,0.0-15.0,3874920,2069497
20191205092756,10.1.0.1,14009,10.1.0.2,18509,3,0.0-15.0,3873450,2069855,0.067,1,2636,0.038,0
20191205092756,10.1.0.2,18533,10.1.0.1,14033,3,0.0-13.7,2693040,1569786
20191205092756,10.1.0.1,14033,10.1.0.2,18533,3,0.0-13.7,2691570,1570326,0.082,1,1832,0.055,0
20191205092758,10.1.0.2,18612,10.1.0.1,14112,3,0.0-6.7,1090740,1302521
20191205092758,10.1.0.1,14112,10.1.0.2,18612,3,0.0-6.7,1089270,1303703,0.117,1,742,0.135,0
20191205092759,10.1.0.2,18579,10.1.0.1,14079,3,0.0-12.3,4806900,3117042
20191205092759,10.1.0.1,14079,10.1.0.2,18579,3,0.0-12.3,4787790,3117633,0.091,13,3270,0.398,0
20191205092759,10.1.0.2,18630,10.1.0.1,14130,3,0.0-6.9,289590,334844
20191205092759,10.1.0.1,14130,10.1.0.2,18630,3,0.0-6.9,289590,335341,0.329,0,197,0.000,0
20191205092800,10.1.0.2,18523,10.1.0.1,14023,3,0.0-17.8,3003210,1351676
20191205092800,10.1.0.1,14023,10.1.0.2,18523,3,0.0-17.8,3001740,1351863,0.076,1,2043,0.049,0
20191205092800,10.1.0.2,18598,10.1.0.1,14098,3,0.0-10.5,2253510,1723383
20191205092800,10.1.0.1,14098,10.1.0.2,18598,3,0.0-10.4,2246160,1724377,0.107,5,1533,0.326,0
20191205092801,10.1.0.2,18594,10.1.0.1,14094,3,0.0-12.8,4376190,2740214
20191205092801,10.1.0.1,14094,10.1.0.2,18594,3,0.0-12.8,4368840,2740992,0.055,5,2977,0.168,0
20191205092802,10.1.0.2,18659,10.1.0.1,14159,3,0.0-7.0,145530,165886
20191205092802,10.1.0.1,14159,10.1.0.2,18659,3,0.0-7.0,145530,166083,0.068,0,99,0.000,0
20191205092802,10.1.0.2,18539,10.1.0.1,14039,3,0.0-19.0,2372580,1000445
20191205092802,10.1.0.1,14039,10.1.0.2,18539,3,0.0-18.9,2369640,1000526,0.056,2,1614,0.124,0
20191205092802,10.1.0.2,18627,10.1.0.1,14127,3,0.0-10.0,20580,16383
20191205092802,10.1.0.1,14127,10.1.0.2,18627,3,0.0-10.0,20580,16402,0.053,0,14,0.000,0
20191205092803,10.1.0.2,18536,10.1.0.1,14036,3,0.0-19.8,1650810,665598
20191205092803,10.1.0.1,14036,10.1.0.2,18536,3,0.0-19.8,1650810,666025,0.733,0,1123,0.000,0
20191205092803,10.1.0.2,18530,10.1.0.1,14030,3,0.0-20.3,3441270,1356797
20191205092803,10.1.0.1,14030,10.1.0.2,18530,3,0.0-20.3,3441270,1357209,0.333,0,2341,0.000,0
20191205092803,10.1.0.2,18619,10.1.0.1,14119,3,0.0-11.6,189630,131070
20191205092803,10.1.0.1,14119,10.1.0.2,18619,3,0.0-11.6,189630,131223,0.280,0,129,0.000,0
20191205092803,10.1.0.2,18646,10.1.0.1,14146,3,0.0-10.0,1571430,1253364
20191205092803,10.1.0.1,14146,10.1.0.2,18646,3,0.0-10.0,1567020,1253494,0.068,3,1069,0.281,0
20191205092804,10.1.0.2,18570,10.1.0.1,14070,3,0.0-18.3,3079650,1345533
20191205092804,10.1.0.1,14070,10.1.0.2,18570,3,0.0-18.3,3073770,1345857,0.136,4,2095,0.191,0
20191205092804,10.1.0.2,18686,10.1.0.1,14186,3,0.0-5.8,104370,143358
20191205092804,10.1.0.1,14186,10.1.0.2,18686,3,0.0-5.8,104370,143593,0.096,0,71,0.000,0
20191205092806,10.1.0.2,18538,10.1.0.1,14038,3,0.0-23.1,371910,129023
20191205092806,10.1.0.1,14038,10.1.0.2,18538,3,0.0-23.1,371910,129071,0.108,0,253,0.000,0
20191205092806,10.1.0.2,18643,10.1.0.1,14143,3,0.0-13.1,364560,222207
20191205092806,10.1.0.2,18543,10.1.0.1,14043,3,0.0-22.5,940800,334847
20191205092806,10.1.0.1,14143,10.1.0.2,18643,3,0.0-13.1,364560,222936,0.073,0,248,0.000,0
20191205092806,10.1.0.1,14043,10.1.0.2,18543,3,0.0-22.5,940800,335069,0.113,0,640,0.000,0
20191205092807,10.1.0.2,18560,10.1.0.1,14060,3,0.0-22.0,5118540,1859580
20191205092807,10.1.0.1,14060,10.1.0.2,18560,3,0.0-22.0,5118540,1859975,0.224,0,3482,0.000,0
20191205092807,10.1.0.2,18528,10.1.0.1,14028,3,0.0-24.5,7452900,2429947
20191205092807,10.1.0.1,14028,10.1.0.2,18528,3,0.0-24.5,7438200,2430367,0.107,10,5070,0.197,0
20191205092808,10.1.0.2,18526,10.1.0.1,14026,3,0.0-25.3,2296140,727039
20191205092808,10.1.0.1,14026,10.1.0.2,18526,3,0.0-25.2,2293200,727494,0.105,2,1562,0.128,0
