Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
14 HW 21 21 0 14799456
14 SW 26 26 0 17805312
24 HW 42 42 0 88532136
24 SW 47 49 0 101562552
34 HW 62 63 0 238273056
34 SW 67 74 0 261636480
44 HW 75 87 0 472123512
44 SW 77 96 0 507341016
54 HW 98 116 0 828383976
54 SW 103 132 0 881423424
64 HW 100 128 38 1313533368
64 SW 110 162 0 1405577880
74 HW 100 142 80 1919193696
74 SW 122 191 0 2108287440
84 HW 99 157 102 2575729800
84 SW 146 229 0 3064166280
94 HW 99 183 112 3280866120
94 SW 139 260 0 4123719936
104 HW 99 196 156 4064337648
104 SW 150 299 0 5356585080
114 HW 96 212 186 4889658312
114 SW 163 334 0 6771327192
124 HW 100 233 214 5732687520
124 SW 163 374 0 8182274271
134 HW 100 256 234 6549516792
134 SW 162 414 0 9720629943
144 HW 97 280 248 7269804864
144 SW 161 459 0 11124419127
154 HW 100 299 286 7988549184
154 SW 176 504 0 12601287807
164 HW 92 318 298 8749126008
165 SW 159 536 0 14219344023
174 HW 100 338 308 9521717184
175 SW 161 575 0 15477314415
184 HW 94 358 332 10308988368
185 SW 159 612 0 16741996735
194 HW 99 383 360 11118428496
195 SW 163 660 0 17900272055
204 HW 98 405 386 11940762960
205 SW 167 709 0 19116133247
215 HW 96 418 420 12833688168
215 SW 171 751 0 20531141471
225 HW 96 432 466 13800497256
225 SW 173 793 0 22059723575
235 HW 97 447 490 14840207424
235 SW 180 835 0 23516453927
245 HW 97 470 518 15885416736
245 SW 170 880 0 24863295326
255 HW 99 490 544 16911446328
255 SW 166 920 0 26167486229
265 HW 94 506 560 17845783704
265 SW 149 948 0 27542464253
275 HW 73 516 560 18591515712
275 SW 126 965 0 28862276957
285 HW 59 521 560 19084110192
285 SW 110 985 0 30199338557
295 HW 52 530 560 19552963248
295 SW 83 1000 0 31505757965
305 HW 46 540 560 20015313192
305 SW 61 1010 0 32336818181
315 HW 39 547 560 20418807024
315 SW 48 1021 0 32988113693
325 HW 25 551 560 20705551776
325 SW 34 1027 0 33528758021
335 HW 18 556 560 20873518344
336 SW 24 1031 0 33876525581
345 HW 10 558 560 20955932928
346 SW 20 1037 0 34137070397
355 HW 4 558 560 21013130376
356 SW 9 1040 0 34244693045
365 HW 2 558 560 21013130376
366 SW 8 1043 0 34248701357
375 HW 2 558 560 21013130376
376 SW 2 1043 0 34248701357
