   Time:s    ILoad   IMeter   IQueue    TLoad   TMeter   TQueue
    1.000        0        0        0        0        0        0
    2.000        0        0        0        0        0        0
    3.000        0        0        0        0        0        0
    4.000        0        0        0        0        0        0
    5.000        0        0        0        0        0        0
    6.000        0        0        0        0        0        0
    7.000        0        0        0        0        0        0
    8.000        0        0        0        0        0        0
    9.000        0        0        0        0        0        0
   10.000        0        0        0        0        0        0
   11.000        0        0        0        0        0        0
   12.000        0        0        0        0        0        0
   13.000        0        0        0        0        0        0
   14.000        0        0        0        0        0        0
   15.000        0        0        0        0        0        0
   16.000        0        0        0        0        0        0
   17.000        0        0        0        0        0        0
   18.000        0        0        0        0        0        0
   19.000        0        0        0        0        0        0
   20.000        0        0        0        0        0        0
   21.000        0        0        0        0        0        0
   22.000        0        0        0        0        0        0
   23.000        0        0        0        0        0        0
   24.000        0        0        0        0        0        0
   25.000        0        0        0        0        0        0
   26.000        0        0        0        0        0        0
   27.000        0        0        0        0        0        0
   28.000        0        0        0        0        0        0
   29.000        0        0        0        0        0        0
   30.000        0        0        0        0        0        0
   31.000        0        0        0        0        0        0
   32.000        0        0        0        0        0        0
   33.000        0        0        0        0        0        0
   34.000        0        0        0        0        0        0
   35.000        0        0        0        0        0        0
   36.000        0        0        0        0        0        0
   37.000        0        0        0        0        0        0
   38.000        0        0        0        0        0        0
   39.000        0        0        0        0        0        0
   40.000        0        0        0        0        0        0
   41.000        0        0        0        0        0        0
   42.000        0        0        0        0        0        0
   43.000     6168        0        0     6168        0        0
   44.000    14231        0        0    20399        0        0
   45.000    15805        0        0    36204        0        0
   46.000    17125        0        0    53329        0        0
   47.000    18502        0        0    71831        0        0
   48.000    19921        0        0    91752        0        0
   49.000    21714        0        0   113466        0        0
   50.000    23472        0        0   136938        0        0
   51.000    24428        0        0   161366        0        0
   52.000    24772        0        0   186138        0        0
   53.000    25522        0        0   211660        0        0
   54.000    26407        0        0   238067        0        0
   55.000    26956        0        0   265023        0        0
   56.000    28106        0        0   293129        0        0
   57.000    29089        0        0   322218        0        0
   58.000    29755        0        0   351973        0        0
   59.000    30193        0        0   382166        0        0
   60.000    31674        0        0   413840        0        0
   61.000    32666        0        0   446506        0        0
   62.000    33284        0        0   479790        0        0
   63.000    34219        0        0   514009        0        0
   64.000    35487        0        0   549496        0        0
   65.000    36271        0        0   585767        0        0
   66.000    37182        0        0   622949        0        0
