Timestamp,IpOri,PortaOri,IpDest,PortaDest,?,Tempo,BitsEnv,Banda,Jitter,PctPerdido,PctEnv,%Perda,ForaOrdem
20190829102909,10.1.0.2,5561,10.1.0.1,5061,3,0.0-21.1,1002540,380927
20190829102909,10.1.0.1,5061,10.1.0.2,5561,3,0.0-21.0,1002540,381984,0.088,0,682,0.000,1
20190829102920,10.1.0.2,5527,10.1.0.1,5027,3,0.0-44.0,6044640,1098751
20190829102920,10.1.0.1,5027,10.1.0.2,5527,3,0.0-44.0,6044640,1100091,0.064,0,4112,0.000,4
20190829102921,10.1.0.2,5592,10.1.0.1,5092,3,0.0-41.0,8183490,1596414
20190829102921,10.1.0.1,5092,10.1.0.2,5592,3,0.0-41.0,8183490,1597854,0.109,0,5567,0.000,5
20190829102923,10.1.0.2,5591,10.1.0.1,5091,3,0.0-46.0,40200090,6990841
20190829102923,10.1.0.1,5091,10.1.0.2,5591,3,0.0-45.9,40198620,7000658,0.091,1,27347,0.004,37
20190829102924,10.1.0.2,5532,10.1.0.1,5032,3,0.0-26.0,3826410,1176572
20190829102924,10.1.0.1,5032,10.1.0.2,5532,3,0.0-25.9,3826410,1179785,0.097,0,2603,0.000,6
20190829102943,10.1.0.2,5589,10.1.0.1,5089,3,0.0-67.0,26142480,3121148
20190829102943,10.1.0.1,5089,10.1.0.2,5589,3,0.0-67.0,26142480,3123542,0.099,0,17784,0.000,12
20190829102944,10.1.0.2,5542,10.1.0.1,5042,3,0.0-67.0,26648160,3181562
20190829102944,10.1.0.1,5042,10.1.0.2,5542,3,0.0-67.0,26648160,3184073,0.111,0,18128,0.000,14
20190829102946,10.1.0.2,5594,10.1.0.1,5094,3,0.0-39.0,13760670,2822137
20190829102946,10.1.0.1,5094,10.1.0.2,5594,3,0.0-38.9,13760670,2826447,0.110,0,9361,0.000,14
20190829102950,10.1.0.2,5537,10.1.0.1,5037,3,0.0-62.1,1231860,158719
20190829102950,10.1.0.1,5037,10.1.0.2,5537,3,0.0-62.0,1231860,158870,0.084,0,838,0.000,0
20190829102951,10.1.0.2,5524,10.1.0.1,5024,3,0.0-74.0,12078990,1305599
20190829102951,10.1.0.2,5549,10.1.0.1,5049,3,0.0-70.0,15565830,1778687
20190829102951,10.1.0.2,5575,10.1.0.1,5075,3,0.0-59.0,10741290,1456127
20190829102951,10.1.0.1,5024,10.1.0.2,5524,3,0.0-74.0,12078990,1306571,0.350,0,8217,0.000,5
20190829102951,10.1.0.1,5075,10.1.0.2,5575,3,0.0-58.9,10741290,1458273,0.298,0,7307,0.000,9
20190829102951,10.1.0.1,5049,10.1.0.2,5549,3,0.0-70.0,15565830,1779429,0.265,0,10589,0.000,4
20190829102952,10.1.0.2,5579,10.1.0.1,5079,3,0.0-69.0,119296380,13831158
20190829102952,10.1.0.1,5079,10.1.0.2,5579,3,0.0-68.9,119296380,13841513,0.087,0,81154,0.000,66
20190829102954,10.1.0.2,5508,10.1.0.1,5008,3,0.0-57.0,21051870,2954237
20190829102954,10.1.0.1,5008,10.1.0.2,5508,3,0.0-57.0,21051870,2955276,0.100,0,14321,0.000,5
20190829102954,10.1.0.2,5569,10.1.0.1,5069,3,0.0-77.2,751170,77823
20190829102954,10.1.0.1,5069,10.1.0.2,5569,3,0.0-77.1,751170,77892,0.120,0,511,0.000,0
20190829102956,10.1.0.2,5577,10.1.0.1,5077,3,0.0-65.0,39347490,4842492
20190829102956,10.1.0.2,5554,10.1.0.1,5054,3,0.0-75.0,13998810,1492990
20190829102956,10.1.0.1,5077,10.1.0.2,5577,3,0.0-64.9,39347490,4847365,0.110,0,26767,0.000,27
20190829102956,10.1.0.1,5054,10.1.0.2,5554,3,0.0-75.0,13998810,1493652,0.096,0,9523,0.000,3
20190829102957,10.1.0.2,5516,10.1.0.1,5016,3,0.0-79.0,15118950,1530877
20190829102957,10.1.0.1,5016,10.1.0.2,5516,3,0.0-79.0,15118950,1531967,0.531,0,10285,0.000,6
20190829102958,10.1.0.2,5574,10.1.0.1,5074,3,0.0-59.0,42180180,5719037
20190829102958,10.1.0.1,5074,10.1.0.2,5574,3,0.0-59.0,42180180,5722706,0.104,0,28694,0.000,19
20190829103002,10.1.0.2,5563,10.1.0.1,5063,3,0.0-38.0,15557010,3274744
20190829103002,10.1.0.1,5063,10.1.0.2,5563,3,0.0-38.0,15557010,3275993,0.094,0,10583,0.000,3
20190829103003,10.1.0.2,5557,10.1.0.1,5057,3,0.0-82.0,43707510,4263933
20190829103003,10.1.0.1,5057,10.1.0.2,5557,3,0.0-82.0,43707510,4265992,1.113,0,29733,0.000,14
20190829103004,10.1.0.2,5597,10.1.0.1,5097,3,0.0-69.1,2281440,264191
20190829103004,10.1.0.1,5097,10.1.0.2,5597,3,0.0-69.1,2281440,264228,0.237,0,1552,0.000,0
20190829103007,10.1.0.2,5562,10.1.0.1,5062,3,0.0-54.1,2062410,305151
20190829103007,10.1.0.1,5062,10.1.0.2,5562,3,0.0-54.0,2062410,305586,0.621,0,1403,0.000,1
20190829103008,10.1.0.2,5595,10.1.0.1,5095,3,0.0-86.0,38860920,3614717
20190829103008,10.1.0.1,5095,10.1.0.2,5595,3,0.0-86.0,38856510,3616010,0.119,3,26436,0.011,9
20190829103012,10.1.0.2,5587,10.1.0.1,5087,3,0.0-92.0,94410750,8209399
20190829103012,10.1.0.1,5087,10.1.0.2,5587,3,0.0-92.0,94410750,8211453,0.091,0,64225,0.000,18
20190829103012,10.1.0.2,5521,10.1.0.1,5021,3,0.0-86.1,2732730,253952
20190829103012,10.1.0.1,5021,10.1.0.2,5521,3,0.0-86.0,2732730,254066,0.613,0,1859,0.000,0
20190829103013,10.1.0.2,5583,10.1.0.1,5083,3,0.0-94.0,11035290,939007
20190829103013,10.1.0.2,5578,10.1.0.1,5078,3,0.0-42.0,3297210,627711
20190829103013,10.1.0.1,5083,10.1.0.2,5583,3,0.0-94.0,11035290,939526,0.081,0,7507,0.000,2
20190829103013,10.1.0.1,5078,10.1.0.2,5578,3,0.0-42.0,3297210,628441,0.081,0,2243,0.000,0
20190829103014,10.1.0.2,5505,10.1.0.1,5005,3,0.0-61.0,58514820,7673850
20190829103014,10.1.0.2,5572,10.1.0.1,5072,3,0.0-83.0,52909710,5099516
20190829103014,10.1.0.1,5005,10.1.0.2,5505,3,0.0-61.0,58514820,7679969,0.097,0,39806,0.000,33
20190829103014,10.1.0.1,5072,10.1.0.2,5572,3,0.0-82.9,52909710,5103199,0.170,0,35993,0.000,26
20190829103015,10.1.0.2,5535,10.1.0.1,5035,3,0.0-75.0,12434730,1326079
20190829103015,10.1.0.1,5035,10.1.0.2,5535,3,0.0-75.0,12434730,1327068,0.097,0,8459,0.000,4
20190829103018,10.1.0.2,5596,10.1.0.1,5096,3,0.0-81.0,50525370,4989948
20190829103018,10.1.0.1,5096,10.1.0.2,5596,3,0.0-80.9,50525370,4993487,0.155,0,34371,0.000,27
20190829103018,10.1.0.2,5512,10.1.0.1,5012,3,0.0-73.1,1347990,147455
20190829103018,10.1.0.1,5012,10.1.0.2,5512,3,0.0-73.1,1347990,147488,0.198,0,917,0.000,0
20190829103020,10.1.0.2,5571,10.1.0.1,5071,3,0.0-100.0,23502360,1880063
20190829103020,10.1.0.1,5071,10.1.0.2,5571,3,0.0-100.0,23502360,1880539,0.109,0,15988,0.000,4
20190829103021,10.1.0.2,5531,10.1.0.1,5031,3,0.0-88.0,127590120,11598840
20190829103021,10.1.0.1,5031,10.1.0.2,5531,3,0.0-88.0,127590120,11605291,0.081,0,86796,0.000,49
20190829103022,10.1.0.2,5580,10.1.0.1,5080,3,0.0-93.0,34059900,2929661
20190829103022,10.1.0.1,5080,10.1.0.2,5580,3,0.0-93.0,34059900,2931448,0.096,0,23170,0.000,14
20190829103025,10.1.0.2,5599,10.1.0.1,5099,3,0.0-108.0,65375310,4842493
20190829103025,10.1.0.2,5538,10.1.0.1,5038,3,0.0-104.1,4568760,351231
20190829103025,10.1.0.1,5038,10.1.0.2,5538,3,0.0-104.0,4568760,351322,0.131,0,3108,0.000,0
20190829103025,10.1.0.1,5099,10.1.0.2,5599,3,0.0-107.9,65373840,4846071,0.078,1,44473,0.002,34
20190829103026,10.1.0.2,5564,10.1.0.1,5064,3,0.0-108.0,17932530,1328127
20190829103026,10.1.0.1,5064,10.1.0.2,5564,3,0.0-108.0,17932530,1328749,0.106,0,12199,0.000,5
20190829103027,10.1.0.2,5548,10.1.0.1,5048,3,0.0-95.0,5863830,493567
