Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 HW 16 16 0 0
9 SW 17 17 0 0
14 HW 40 40 0 0
14 SW 45 45 0 0
19 HW 63 63 0 0
19 SW 68 68 0 0
24 HW 93 93 0 0
25 SW 96 96 0 0
30 HW 122 123 0 0
30 SW 119 123 0 300
35 HW 153 153 0 0
35 SW 150 156 0 419124
40 HW 170 180 0 7274232
40 SW 175 185 0 2898804
45 HW 186 205 0 17146080
45 SW 202 217 0 5009556
50 HW 201 233 6 33536160
50 SW 222 256 0 14172276
55 HW 200 240 35 41474160
55 SW 247 294 0 23654028
60 HW 200 248 66 48538224
60 SW 263 331 0 51302460
65 HW 199 266 76 72122400
65 SW 271 363 0 78324924
70 HW 199 275 102 114261840
70 SW 269 397 0 108583428
75 HW 200 292 127 198472680
75 SW 296 438 0 134845356
80 HW 200 303 152 218561112
81 SW 311 473 0 163514388
85 HW 197 315 180 323879472
86 SW 340 522 0 200776116
90 HW 200 331 196 377017200
91 SW 348 556 0 258035556
95 HW 195 348 214 496746432
96 SW 367 606 0 322794696
101 HW 199 371 233 573285384
101 SW 375 652 0 417719568
106 HW 199 382 254 620724384
106 SW 396 696 0 480921348
111 HW 196 403 279 713846952
111 SW 395 747 0 648992244
116 HW 194 429 297 905821056
116 SW 392 789 0 825899448
121 HW 200 446 320 977752944
122 SW 408 850 0 1007824800
126 HW 199 466 342 1060406424
127 SW 437 914 0 1157202840
131 HW 199 495 348 1211452200
132 SW 446 962 0 1281150552
136 HW 200 516 354 1357381368
137 SW 434 1013 0 1545836736
141 HW 200 529 379 1471080744
142 SW 411 1053 0 1711435692
146 HW 196 557 390 1616089104
147 SW 404 1103 0 1886637360
151 HW 200 572 415 1689532992
152 SW 403 1158 0 2084559672
156 HW 199 591 426 1826934480
158 SW 419 1213 0 2224313832
161 HW 197 614 453 1925891856
163 SW 432 1270 0 2342101656
167 HW 200 629 476 1986976656
168 SW 423 1319 0 2582856024
172 HW 197 647 490 2058952392
173 SW 409 1362 0 2806669824
177 HW 196 672 501 2123864064
178 SW 405 1418 0 3001856928
182 HW 200 690 528 2169160560
183 SW 420 1484 0 3126651540
187 HW 200 715 541 2359657440
188 SW 425 1530 0 3302129904
192 HW 200 727 565 2404952424
193 SW 420 1577 0 3484269960
197 HW 200 746 584 2455332264
199 SW 412 1634 0 3708485952
202 HW 198 777 594 2619223992
204 SW 409 1683 0 3859832616
207 HW 198 800 613 2677251528
209 SW 406 1736 0 4039739448
212 HW 200 811 642 2695428792
214 SW 422 1792 0 4181465436
217 HW 200 833 665 2823396912
219 SW 435 1847 0 4353578088
222 HW 197 846 683 2863292544
224 SW 449 1903 0 4499650896
227 HW 198 866 702 2937852288
230 SW 435 1957 0 4716662208
233 HW 200 898 709 3125725848
235 SW 445 2017 0 4907047200
238 HW 200 907 737 3145681224
240 SW 421 2065 0 5126926956
243 HW 198 929 745 3245399136
245 SW 417 2111 0 5227668492
248 HW 199 951 755 3316245408
250 SW 396 2159 0 5465991444
253 HW 201 966 779 3382709904
255 SW 395 2207 0 5661608076
258 HW 195 980 803 3549246120
260 SW 407 2262 0 5746880460
263 HW 194 996 829 3597994512
266 SW 393 2303 0 5881616292
268 HW 179 1001 829 3673774440
271 SW 370 2326 0 5976730164
273 HW 185 1022 829 3732453648
276 SW 347 2354 0 6285324828
278 HW 182 1039 829 3837215592
281 SW 311 2377 0 6498491124
283 HW 177 1047 829 3872218392
286 SW 296 2404 0 6630032220
288 HW 145 1058 829 4027310280
291 SW 258 2424 0 6943232556
293 HW 122 1068 829 4132577232
296 SW 233 2445 0 7080575076
298 HW 119 1081 829 4206574512
301 SW 194 2459 0 7303626828
304 HW 102 1086 829 4322195640
306 SW 164 2467 0 7461831924
309 HW 85 1089 829 4409834184
312 SW 139 2482 0 7582956912
314 HW 67 1097 829 4524814224
317 SW 120 2493 0 7663310640
319 HW 63 1103 829 4596238080
322 SW 111 2500 0 7699293216
324 HW 63 1109 829 4601322936
327 SW 90 2506 0 7775774892
329 HW 57 1115 829 4635953784
332 SW 84 2518 0 7815495252
334 HW 46 1120 829 4762825704
337 SW 81 2531 0 7884211116
339 HW 38 1124 829 4815405504
342 SW 76 2536 0 7998940164
344 HW 29 1127 829 4843967184
347 SW 59 2543 0 8162021460
349 HW 21 1129 829 4931477208
352 SW 36 2548 0 8305640292
354 HW 14 1130 829 4950582840
357 SW 32 2552 0 8323150944
359 HW 8 1130 829 4979347128
362 SW 22 2552 0 8366835648
364 HW 4 1130 829 4991812056
367 SW 10 2552 0 8411450412
369 HW 2 1130 829 4995218592
372 SW 2 2552 0 8474518956
374 HW 2 1130 829 4995218592
377 SW 2 2552 0 8474518956
379 HW 2 1130 829 4995218592
382 SW 2 2552 0 8474518956
384 HW 2 1130 829 4995218592
