Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
11 HW 2 2 0 0
11 SW 19 19 0 5515776
16 HW 17 17 0 15525216
16 SW 50 50 0 5515776
21 HW 17 17 0 47727792
21 SW 71 71 0 65320095
26 HW 67 82 0 112778568
26 SW 74 94 0 65320095
31 HW 66 82 0 231237720
31 SW 90 111 0 90186447
36 HW 93 146 0 349406568
36 SW 55 137 0 90186447
41 HW 85 146 0 513522072
42 SW 79 161 0 100183791
47 HW 110 191 0 718228728
47 SW 87 190 0 100183791
52 HW 92 191 0 963969552
52 SW 122 225 0 103516239
57 HW 110 229 0 1241240112
57 SW 126 254 0 103516239
62 HW 97 229 0 1551895632
62 SW 142 289 0 104798415
67 HW 123 263 0 1903523328
67 SW 140 312 0 104798415
72 HW 104 263 0 2271978072
72 SW 167 349 0 105300399
77 HW 120 289 0 2663661672
77 SW 166 382 0 105300399
82 HW 93 289 0 3060608544
82 SW 196 414 0 105363903
87 HW 122 326 0 3431580768
87 SW 187 449 0 105363903
92 HW 97 326 0 3770879616
92 SW 214 488 0 106314951
97 HW 122 359 0 4079149200
97 SW 207 519 0 106314951
102 HW 82 359 0 4400731944
103 SW 232 549 0 118460847
107 HW 120 407 0 4702756968
108 SW 238 596 0 118460847
112 HW 90 407 0 5022764208
113 SW 266 635 0 118522839
117 HW 123 447 0 5313872592
118 SW 237 665 0 118522839
122 HW 90 447 0 5574920904
123 SW 266 708 0 118690671
127 HW 122 490 0 5811923880
128 SW 256 753 0 118690671
132 HW 78 490 0 6023697624
133 SW 282 794 0 118858503
138 HW 128 543 0 6254032680
139 SW 254 839 0 118858503
143 HW 91 543 0 6456973320
144 SW 276 880 0 118922007
148 HW 126 583 0 6678847224
149 SW 268 928 0 118922007
153 HW 74 583 0 6906187008
154 SW 298 975 0 118996095
158 HW 127 639 0 7111893096
159 SW 277 1009 0 118996095
163 HW 87 639 0 7340468184
165 SW 278 1044 0 119055063
168 HW 116 682 0 7553785680
170 SW 246 1072 0 119055063
173 HW 70 682 0 7791765408
175 SW 265 1109 0 119747559
178 HW 129 742 0 8054632656
180 SW 239 1153 0 119747559
183 HW 95 742 0 8343965952
185 SW 256 1190 0 119805015
188 HW 125 779 0 8543853864
190 SW 236 1230 0 119805015
193 HW 69 779 0 8760140928
196 SW 267 1275 0 125137839
198 HW 129 843 0 8997154488
201 SW 260 1332 0 125137839
203 HW 91 843 0 9263895480
207 SW 296 1384 0 125193783
208 HW 130 885 0 9557023896
212 SW 279 1431 0 125193783
213 HW 88 885 0 9874094832
217 SW 296 1469 0 125257287
219 HW 124 929 0 10196215848
223 SW 286 1508 0 125257287
224 HW 94 929 0 10541570256
228 SW 294 1557 0 125279967
229 HW 123 967 0 10899773640
233 SW 301 1601 0 125279967
234 HW 96 967 0 11288806704
238 SW 296 1636 0 125338935
239 HW 114 1007 0 11635975512
244 SW 276 1691 0 125338935
244 HW 96 1007 0 11962832112
249 SW 282 1730 0 125729031
249 HW 130 1052 0 12216123864
254 HW 104 1052 0 12508257384
254 SW 266 1775 0 125729031
259 HW 97 1052 0 12808198872
259 SW 291 1820 0 126064695
264 HW 123 1085 0 13130808264
264 SW 281 1856 0 126064695
269 HW 76 1085 0 13463173080
269 SW 264 1876 0 126149367
274 HW 124 1139 0 13801768848
274 SW 198 1890 0 126149367
279 HW 88 1139 0 14123842992
280 SW 198 1911 0 126268815
284 HW 126 1182 0 14441308560
285 SW 152 1923 0 126268815
289 HW 70 1182 0 14733556992
290 SW 166 1945 0 157756215
294 HW 125 1242 0 15026363352
295 SW 125 1959 0 157756215
299 HW 78 1242 0 15321956328
300 SW 125 1966 0 245465823
304 HW 112 1294 0 15486489144
305 SW 103 1983 0 245465823
310 HW 60 1294 0 15659737128
310 SW 92 1993 0 715756791
315 HW 117 1364 0 15851921400
315 SW 61 2006 0 715756791
320 HW 85 1364 0 16047255168
320 SW 56 2013 0 1317047439
325 HW 107 1409 0 16236138744
325 SW 38 2019 0 1317047439
330 HW 60 1409 0 16416219456
330 SW 22 2025 0 1728439959
335 HW 69 1429 0 16502417064
335 SW 16 2032 0 1728439959
340 HW 41 1429 0 16604002296
340 SW 21 2040 0 1978356927
345 HW 51 1448 0 16693588296
345 SW 11 2046 0 1978356927
350 HW 31 1448 0 16781390136
350 SW 9 2047 0 1978361463
355 HW 25 1451 0 16807623336
355 SW 7 2048 0 1978361463
360 HW 10 1451 0 16834044024
360 SW 4 2049 0 1978364487
365 HW 10 1453 0 16851813048
366 SW 2 2049 0 1978364487
370 HW 5 1453 0 16854200496
371 SW 2 2049 0 1978364487
