Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
20 HW 47 250 1342 76697712
20 SW 131 977 0 180801936
35 HW 54 470 2244 282405312
35 SW 216 1855 0 950358528
50 HW 100 676 2446 738651312
51 SW 260 2186 0 2389017456
65 HW 131 838 2446 1497242880
67 SW 260 2425 0 4449421368
80 HW 156 977 2464 2519241480
81 SW 259 2550 0 7013094480
95 HW 139 1071 2464 3811401216
96 SW 216 2768 0 10046360016
110 HW 143 1168 2464 5308834608
110 SW 180 2859 0 13083782040
125 HW 136 1242 2464 6780662280
125 SW 153 2904 0 15773427432
140 HW 116 1263 2464 8244145224
141 SW 116 2921 0 18055957752
155 HW 111 1333 2464 9512994456
156 SW 105 3022 0 19612560240
170 HW 75 1344 2464 10468180800
170 SW 67 3030 0 20755948248
185 SW 61 3084 0 21383819856
185 HW 67 1403 2464 11177614224
200 SW 41 3086 0 21983016384
200 HW 53 1446 2464 11854666656
215 HW 53 1467 2464 12406298688
215 SW 41 3114 0 22472372160
230 HW 27 1490 2464 12718703592
230 SW 28 3144 0 22899618000
245 HW 23 1499 2464 13025489904
245 SW 28 3165 0 23241361752
260 HW 13 1499 2464 13225733136
260 SW 18 3166 0 23472103536
275 HW 12 1504 2464 13379861880
275 SW 21 3176 0 23695250544
290 HW 10 1510 2464 13430553192
290 SW 14 3194 0 23919117264
305 HW 7 1512 2464 13463033976
305 SW 17 3222 0 24073642152
320 HW 6 1512 2464 13490516088
320 SW 11 3222 0 24185927808
335 HW 5 1515 2464 13504812048
335 SW 9 3230 0 24271390584
350 SW 8 3230 0 24382501416
350 HW 3 1515 2464 13516595064
365 HW 2 1515 2464 13516595064
365 SW 7 3233 0 24483463704
380 HW 2 1515 2464 13516595064
380 SW 5 3233 0 24570624456
395 HW 2 1515 2464 13516595064
395 SW 6 3236 0 24674438376
410 HW 2 1515 2464 13516595064
410 SW 4 3236 0 24789858408
425 HW 2 1515 2464 13516595064
425 SW 4 3239 0 24789858408
440 HW 2 1515 2464 13516595064
440 SW 3 3239 0 24789858408
455 HW 2 1515 2464 13516595064
455 SW 6 3243 0 24789858408
470 HW 2 1515 2464 13516595064
470 SW 3 3243 0 24789858408
485 HW 2 1515 2464 13516595064
485 SW 6 3246 0 24789858408
500 HW 2 1515 2464 13516595064
500 SW 3 3247 0 24789858408
515 HW 2 1515 2464 13516595064
515 SW 6 3250 0 24789858408
531 HW 2 1515 2464 13516595064
531 SW 3 3250 0 24789858408
546 HW 2 1515 2464 13516595064
546 SW 6 3253 0 24789858408
561 HW 2 1515 2464 13516595064
561 SW 3 3253 0 24789858408
576 HW 2 1515 2464 13516595064
576 SW 6 3256 0 24789858408
591 HW 2 1515 2464 13516595064
591 SW 4 3257 0 24789903768
606 HW 2 1515 2464 13516595064
606 SW 7 3275 0 24789911328
621 HW 2 1515 2464 13516595064
621 SW 2 3275 0 24789911328
636 HW 2 1515 2464 13516595064
636 SW 2 3275 0 24789911328
Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
9 SW 45 101 0 20932128
9 HW 50 97 0 21595896
14 HW 91 203 0 110679912
14 SW 91 283 0 116549496
19 SW 137 428 0 341037648
19 HW 130 352 0 326882304
24 HW 135 472 266 684688032
24 SW 160 517 0 735308280
29 HW 161 589 298 1193719464
29 SW 187 612 0 1325378376
34 HW 155 690 382 1861217568
35 SW 218 741 0 2159476200
39 HW 161 794 562 2692717776
39 SW 244 845 0 3219087312
44 HW 187 870 562 3714884208
45 SW 258 913 0 4514203008
49 HW 197 938 594 4921443576
52 SW 259 1093 0 6176535120
54 HW 194 1008 636 6273913968
55 SW 263 1172 0 7907433408
59 HW 202 1049 636 7807038120
61 SW 273 1269 0 9914298912
64 HW 207 1104 640 9508317840
64 SW 278 1330 0 12033861336
69 HW 208 1155 688 11371978800
71 SW 250 1385 0 14408806608
74 HW 207 1166 688 13353584832
74 SW 233 1407 0 16910939808
79 HW 196 1166 688 15274426608
79 SW 205 1407 0 19306239624
84 HW 2 1166 688 15274426608
84 SW 2 1407 0 19306239624
89 HW 2 1166 688 15274426608
89 SW 2 1407 0 19306239624
94 HW 2 1166 688 15274426608
94 SW 2 1407 0 19306239624
99 HW 2 1166 688 15274426608
99 SW 2 1407 0 19306239624
104 HW 2 1166 688 15274426608
104 SW 2 1407 0 19306239624
109 HW 2 1166 688 15274426608
109 SW 2 1407 0 19306239624
114 HW 2 1166 688 15274426608
114 SW 2 1407 0 19306239624
119 HW 2 1166 688 15274426608
119 SW 2 1407 0 19306239624
124 HW 2 1166 688 15274426608
124 SW 3 1408 0 19306239711
129 HW 2 1166 688 15274426608
129 SW 3 1408 0 19306239958
134 HW 2 1166 688 15274426608
134 SW 3 1408 0 19306240205
139 HW 2 1166 688 15274426608
139 SW 3 1409 0 19306240388
144 HW 2 1166 688 15274426608
144 SW 3 1409 0 19306240571
149 HW 2 1166 688 15274426608
149 SW 2 1409 0 19306240571
155 HW 2 1166 688 15274426608
155 SW 2 1409 0 19306240571
160 HW 2 1166 688 15274426608
160 SW 2 1409 0 19306240571
165 HW 2 1166 688 15274426608
165 SW 2 1409 0 19306240571
170 HW 2 1166 688 15274426608
170 SW 2 1409 0 19306240571
175 HW 2 1166 688 15274426608
175 SW 2 1409 0 19306240571
180 HW 2 1166 688 15274426608
180 SW 2 1409 0 19306240571
185 HW 2 1166 688 15274426608
185 SW 2 1409 0 19306240571
190 HW 2 1166 688 15274426608
190 SW 2 1409 0 19306240571
195 HW 2 1166 688 15274426608
195 SW 2 1409 0 19306240571
200 HW 2 1166 688 15274426608
200 SW 2 1409 0 19306240571
205 HW 2 1166 688 15274426608
205 SW 2 1409 0 19306240571
210 SW 2 1409 0 19306240571
210 HW 2 1166 688 15274426608
215 HW 2 1166 688 15274426608
215 SW 2 1409 0 19306240571
220 HW 2 1166 688 15274426608
220 SW 2 1409 0 19306240571
225 HW 2 1166 688 15274426608
225 SW 2 1409 0 19306240571
230 HW 2 1166 688 15274426608
230 SW 2 1409 0 19306240571
235 HW 2 1166 688 15274426608
235 SW 2 1409 0 19306240571
240 HW 2 1166 688 15274426608
240 SW 2 1409 0 19306240571
245 HW 2 1166 688 15274426608
245 SW 2 1409 0 19306240571
250 HW 2 1166 688 15274426608
250 SW 2 1409 0 19306240571
255 HW 2 1166 688 15274426608
255 SW 2 1409 0 19306240571
260 HW 2 1166 688 15274426608
260 SW 2 1409 0 19306240571
265 HW 2 1166 688 15274426608
265 SW 2 1409 0 19306240571
270 HW 2 1166 688 15274426608
270 SW 2 1409 0 19306240571
