Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
6 HW 2 2 0 0
6 SW 22 22 0 0
11 HW 2 2 0 0
11 SW 57 57 0 0
16 HW 53 53 0 0
17 SW 92 92 0 0
21 HW 53 53 0 0
22 SW 116 116 0 0
27 HW 112 163 0 0
27 SW 135 144 0 7860
32 HW 111 163 0 0
32 SW 115 175 0 46486740
37 HW 150 253 0 0
37 SW 146 207 0 46486740
42 HW 142 253 0 337176
42 SW 126 244 0 101559828
47 HW 177 311 0 337176
47 SW 157 278 0 101565876
52 HW 174 311 0 2525040
52 SW 157 326 0 142073868
57 HW 183 338 0 19344528
57 SW 179 362 0 143401404
62 HW 172 338 0 34968024
62 SW 177 413 0 187559364
67 HW 178 366 0 54752544
67 SW 186 446 0 189608484
72 HW 167 366 0 89173224
73 SW 200 495 0 226333452
77 HW 180 399 0 127620360
78 SW 223 543 0 235633764
82 HW 167 399 0 197390088
83 SW 230 589 0 278840676
87 HW 176 435 0 249747624
88 SW 243 627 0 282622188
92 HW 160 435 0 349058808
93 SW 234 670 0 331066668
97 HW 180 476 0 392537880
98 SW 275 733 0 334099740
103 HW 166 476 0 468697320
103 SW 292 794 0 384527964
108 HW 181 511 0 515103624
108 SW 314 849 0 396202236
113 HW 164 511 0 606130560
114 SW 304 903 0 471695064
118 HW 174 549 0 733186944
119 SW 320 959 0 482403048
123 HW 161 549 0 842286816
124 SW 316 1018 0 553048224
128 HW 178 589 0 953340192
129 SW 343 1077 0 566982816
133 HW 162 589 0 1057938840
134 SW 344 1131 0 630874071
138 HW 175 633 0 1211887656
139 SW 371 1199 0 651310263
143 HW 156 633 0 1336682088
145 SW 348 1245 0 727306587
148 HW 181 679 0 1431049032
150 SW 373 1311 0 759190131
153 HW 166 679 0 1531335456
155 SW 340 1360 0 854231607
158 HW 186 716 0 1606073616
160 SW 358 1409 0 870423615
163 HW 166 716 0 1726513488
165 SW 311 1463 0 1002791655
168 HW 186 758 0 1870280496
170 SW 337 1527 0 1043382807
173 HW 178 758 0 1966743072
175 SW 324 1576 0 1113943431
179 HW 188 784 0 2065472136
181 SW 335 1626 0 1129370367
184 HW 172 784 0 2208602592
186 SW 303 1672 0 1211252727
189 HW 178 822 0 2387142576
191 SW 312 1724 0 1251465879
194 HW 159 822 0 2571791040
196 SW 301 1779 0 1325544927
199 HW 185 867 0 2655217152
201 SW 320 1840 0 1365810999
204 HW 171 867 0 2797742808
206 SW 329 1908 0 1431633075
209 HW 185 904 0 2957357088
211 SW 346 1964 0 1468544019
214 HW 170 904 0 3022081272
216 SW 323 2013 0 1544502363
219 HW 180 944 0 3159348192
222 SW 323 2066 0 1590858771
224 HW 169 944 0 3240039096
227 SW 313 2125 0 1647387915
229 HW 185 986 0 3371295816
232 SW 321 2168 0 1674924459
234 HW 172 986 0 3539678184
237 SW 315 2226 0 1748527287
239 HW 180 1020 0 3678806376
242 SW 309 2280 0 1778156559
244 HW 156 1020 0 3840682608
247 SW 300 2335 0 1856549223
249 HW 182 1071 0 3942863568
252 SW 307 2389 0 1889597007
255 HW 169 1071 0 4034696400
257 SW 304 2438 0 1941847191
260 HW 182 1108 0 4191632928
263 SW 326 2490 0 1960357095
265 HW 169 1108 0 4266814104
268 SW 280 2532 0 2063209563
270 HW 180 1152 0 4391927568
273 SW 290 2577 0 2073866139
275 HW 167 1152 0 4494838824
278 SW 278 2627 0 2136727539
280 HW 177 1195 0 4610946816
283 SW 319 2693 0 2145649851
285 HW 164 1195 0 4675413960
288 SW 302 2736 0 2220516531
290 HW 189 1236 0 4737759768
293 SW 321 2796 0 2241689247
295 HW 174 1236 0 4869766440
298 SW 290 2845 0 2330065827
300 HW 188 1269 0 4965315768
304 SW 329 2917 0 2358731835
305 HW 175 1269 0 5062234968
309 SW 308 2974 0 2432085003
310 HW 186 1305 0 5174457120
314 SW 335 3038 0 2450734011
315 HW 173 1305 0 5254271064
319 SW 321 3094 0 2523450627
321 HW 188 1348 0 5389611696
324 SW 337 3149 0 2541925755
326 HW 176 1348 0 5583884040
329 SW 317 3200 0 2612642115
331 HW 187 1382 0 5693262120
334 SW 336 3250 0 2623087011
336 HW 166 1382 0 5873051016
340 SW 312 3298 0 2710119363
341 HW 195 1424 0 5937168888
345 SW 336 3353 0 2717695995
346 HW 185 1424 0 6031121544
350 SW 326 3411 0 2781564387
351 HW 196 1448 0 6143322528
355 SW 346 3461 0 2805077499
356 HW 181 1448 0 6270158160
360 SW 305 3505 0 2898854883
361 HW 184 1480 0 6411782664
365 SW 315 3561 0 2918896443
366 HW 167 1480 0 6552209664
370 SW 313 3613 0 2983440699
371 HW 187 1524 0 6655031712
376 SW 308 3651 0 3019101219
376 HW 173 1524 0 6751674216
381 SW 305 3711 0 3091022523
382 HW 185 1558 0 6847919064
386 SW 318 3766 0 3128037795
387 HW 169 1558 0 7000364952
391 SW 289 3811 0 3250030791
392 HW 188 1594 0 7066761408
396 SW 292 3865 0 3285526503
397 HW 170 1594 0 7279841520
401 SW 260 3901 0 3341243703
402 HW 183 1643 0 7518537936
406 SW 266 3950 0 3373553631
407 HW 162 1643 0 7725503520
411 SW 269 4004 0 3436350015
412 HW 180 1692 0 7800941736
416 SW 295 4055 0 3449493831
417 HW 167 1692 0 7911558144
422 SW 261 4100 0 3555172167
422 HW 179 1742 0 8064038808
427 SW 260 4147 0 3594664095
427 HW 165 1742 0 8136319968
432 SW 239 4195 0 3650664039
432 HW 182 1788 0 8254414728
437 SW 257 4241 0 3659034471
437 HW 166 1788 0 8389130904
442 SW 243 4289 0 3716080839
443 HW 180 1831 0 8509390848
447 SW 272 4342 0 3725090847
448 HW 167 1831 0 8606208744
452 SW 265 4397 0 3793847535
453 HW 159 1879 0 8715508200
457 SW 286 4447 0 3802072815
458 HW 169 1879 0 8781003504
462 SW 277 4494 0 3856427823
463 HW 154 1879 0 8871938208
467 SW 278 4543 0 3879266583
468 HW 166 1924 0 8949030552
473 SW 263 4586 0 3959649039
473 HW 150 1924 0 9068466456
478 SW 280 4638 0 3970821207
478 HW 172 1974 0 9195680088
483 SW 266 4692 0 4049980455
483 HW 161 1974 0 9273560184
488 SW 293 4747 0 4067510583
488 HW 183 2013 0 9306299520
493 SW 271 4795 0 4144072335
493 HW 169 2013 0 9454345488
498 SW 255 4810 0 4152964407
498 HW 175 2044 0 9561668760
503 SW 218 4832 0 4220157867
503 HW 164 2044 0 9645261192
508 SW 201 4857 0 4240565331
509 HW 164 2079 0 9756875520
514 SW 185 4882 0 4293727251
514 HW 153 2079 0 9805158216
519 SW 176 4904 0 4310784123
519 HW 168 2126 0 9933644952
524 SW 146 4922 0 4354304019
524 HW 152 2126 0 10066230720
529 SW 138 4952 0 4378166403
529 HW 160 2173 0 10165469328
534 SW 100 4965 0 4441690059
534 HW 135 2173 0 10334520000
539 SW 65 4982 0 4449963723
539 HW 172 2238 0 10426972752
544 SW 48 4994 0 4481794527
544 HW 145 2238 0 10639986336
549 SW 28 5008 0 4483013379
549 HW 164 2282 0 10735447968
554 SW 29 5021 0 4492656915
554 HW 113 2282 0 10887936192
559 SW 16 5035 0 4492697739
559 HW 127 2309 0 11005424640
564 SW 25 5044 0 4492697739
564 HW 81 2309 0 11127458160
569 SW 9 5051 0 4492732515
569 HW 93 2332 0 11263391496
574 SW 12 5054 0 4492732515
574 HW 50 2332 0 11421808272
579 SW 14 5062 0 4492741587
579 HW 46 2338 0 11541286512
584 HW 19 2338 0 11586502872
584 SW 14 5064 0 4492741707
590 SW 2 5064 0 4492757007
590 HW 28 2348 0 11588536512
595 SW 2 5064 0 4492757007
595 HW 14 2348 0 11687507496
600 SW 2 5064 0 4492757007
600 HW 12 2348 0 11720871288
605 SW 2 5064 0 4492757007
605 HW 2 2348 0 11720871288
610 HW 2 2348 0 11720871288
610 SW 2 5064 0 4492757007
