Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
9 HW 2 2 0 0
9 SW 8 8 0 0
13 HW 2 2 0 0
13 SW 26 26 0 0
17 HW 2 2 0 0
17 SW 39 39 0 18674712
21 HW 35 35 0 7673400
21 SW 51 51 0 18674712
25 HW 35 35 0 29845368
25 SW 62 62 0 18674712
29 HW 35 35 0 67908456
29 SW 67 71 0 61685064
33 HW 66 100 0 85293432
33 SW 76 84 0 61685064
37 HW 65 100 0 128699928
37 SW 49 89 0 61685064
41 HW 65 100 0 197895096
41 SW 65 105 0 113375808
45 HW 93 161 0 263960424
45 SW 72 118 0 113375808
49 HW 91 161 0 369466272
50 SW 66 140 0 113375808
53 HW 90 161 0 513617328
54 SW 88 163 0 181350792
58 HW 139 243 0 666456336
58 SW 90 177 0 181350792
62 HW 135 243 0 879082848
62 SW 74 187 0 181350792
66 HW 131 243 0 1143924768
66 SW 94 209 0 206672256
70 HW 151 312 0 1430048088
70 SW 95 229 0 206672256
74 HW 144 312 0 1754062128
74 SW 73 250 0 206672256
78 HW 139 312 0 2114844984
78 SW 90 267 0 222330528
82 HW 163 373 0 2515317840
82 SW 86 290 0 222330528
86 HW 157 373 0 2943848880
86 SW 91 310 0 222330528
90 HW 151 373 0 3405646944
90 SW 111 333 0 225982008
94 HW 155 422 0 3886276968
94 SW 103 355 0 225982008
98 HW 150 422 0 4380425784
98 SW 114 385 0 225982008
102 HW 141 422 0 4876983216
103 SW 137 410 0 241062696
106 HW 155 484 0 5349177792
107 SW 140 444 0 241062696
110 HW 143 484 0 5800348008
111 SW 150 462 0 241062696
114 HW 134 484 0 6239892456
115 SW 176 495 0 245229768
118 HW 183 551 0 6696520992
119 SW 152 512 0 245229768
123 HW 146 551 0 7115524920
123 SW 154 543 0 245229768
127 HW 138 551 0 7511303016
127 SW 180 572 0 249458832
131 HW 181 615 0 7879177152
131 SW 166 598 0 249458832
135 HW 132 615 0 8258767776
135 SW 178 623 0 249458832
139 HW 123 615 0 8599415328
139 SW 198 650 0 257041512
143 HW 175 693 0 8928425016
144 SW 178 677 0 257041512
147 HW 136 693 0 9243993024
148 SW 173 700 0 257041512
151 HW 127 693 0 9511313112
152 SW 181 716 0 278380368
155 HW 182 766 0 9740615472
156 SW 154 734 0 278380368
159 HW 131 766 0 9902869704
160 SW 159 763 0 278380368
163 HW 122 766 0 10003962024
164 SW 182 790 0 302123304
167 HW 180 846 0 10104748920
168 SW 164 821 0 302123304
171 HW 134 846 0 10196252136
172 SW 171 851 0 302123304
175 HW 125 846 0 10280263392
176 SW 185 876 0 321357456
179 HW 180 921 0 10365441912
181 SW 170 905 0 321357456
184 HW 130 921 0 10454993136
185 SW 173 933 0 321357456
188 HW 123 921 0 10541839392
189 SW 182 948 0 351332856
192 HW 173 1000 0 10623965184
193 SW 161 975 0 351332856
196 HW 125 1000 0 10708185096
