  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          1.95388              63.9      18205644        2509127
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          4.41295              43.6        707972         159152
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1          6.96312                53       5707740        1060995
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          7.13542             117.8      14659720        1140117
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          9.21654               108       3204824         282414
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          10.0878             107.1      13678868        1217087
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1          11.8479              68.2       1608476         267232
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          12.8456             132.6       9969216         680757
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          14.8358             105.6       5604652         526479
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          16.6219             125.7       7670960         593623
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          19.1545               124      23889128        1895107
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          25.6863             129.7      23572284        1999479
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          27.4037             130.4       2649968         206632
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          28.7823             131.2      15428332        1219418
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          30.3898             105.9       2458952         282596
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          30.6088              85.9        817124         132351
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1          32.6369              81.8        398708          67344
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        1        0        1          33.5482             162.3       5722900         362060
