Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
8 HW 8 8 0 219240
8 SW 9 9 0 1608768
13 HW 16 16 0 4210920
13 SW 20 20 0 8367408
17 HW 25 25 0 15517656
17 SW 28 28 0 23455656
21 HW 33 33 0 38565072
21 SW 36 36 0 49896000
25 HW 41 41 0 78441048
25 SW 43 43 0 92106504
29 SW 42 46 0 152232696
29 HW 44 44 0 134152200
33 SW 52 56 0 235432008
33 HW 53 56 0 212355864
37 SW 66 70 0 344114568
37 HW 61 66 0 313513200
41 SW 76 80 0 481419288
41 HW 72 78 0 448427448
45 SW 86 90 0 655728696
45 HW 76 84 0 620243568
49 SW 97 104 0 861849072
49 HW 87 97 0 829829448
53 HW 92 104 0 1076370120
53 SW 103 115 0 1102542840
57 HW 106 120 0 1368648792
57 SW 114 128 0 1380546720
61 HW 117 135 0 1701006048
61 SW 118 142 0 1693601784
65 HW 122 144 0 2072495376
65 SW 119 153 0 2045595384
69 HW 131 159 0 2469331872
69 SW 130 168 0 2443156128
73 HW 141 179 0 2896350912
73 SW 138 184 0 2892667680
77 HW 152 198 0 3364452504
77 SW 153 203 0 3400707240
81 HW 158 212 0 3866407776
81 SW 149 215 0 3943357992
85 HW 157 225 0 4395625920
86 SW 154 226 0 4528860336
90 HW 159 241 0 4952893176
90 SW 167 249 0 5171204808
94 HW 169 263 0 5545684872
94 SW 173 267 0 5848735032
98 HW 173 281 0 6173420400
98 SW 178 278 0 6567877008
102 HW 177 295 0 6853778064
102 SW 176 290 0 7293296808
106 HW 183 315 0 7577304840
106 SW 170 306 0 7992956664
110 HW 178 330 0 8315020224
110 SW 184 329 0 8744352624
114 HW 173 347 0 9068215464
114 SW 190 340 0 9529862328
118 HW 170 360 0 9840064248
118 SW 193 358 0 10324286784
122 HW 163 375 0 10609313904
122 SW 195 379 0 11142931968
126 HW 164 398 0 11372937408
126 SW 188 399 0 11932043256
130 HW 161 410 0 12121773552
131 SW 201 421 0 12736800720
135 HW 172 431 0 12887442792
135 SW 194 440 0 13524180768
139 HW 170 444 0 13614295968
139 SW 193 456 0 14318092656
143 HW 171 461 0 14325016104
143 SW 190 474 0 15095788344
147 HW 170 476 0 14992366032
147 SW 183 492 0 15837563448
151 HW 162 486 0 15665195448
151 SW 180 508 0 16558418520
155 HW 164 502 0 16352248248
155 SW 182 528 0 17286172848
159 HW 159 519 0 16988354208
159 SW 183 552 0 18001450152
163 HW 167 541 0 17598447720
163 SW 181 569 0 18745754832
167 HW 174 560 0 18227061720
167 SW 175 585 0 19489917384
171 HW 183 575 0 18912194280
171 SW 182 606 0 20275392312
175 HW 181 593 0 19592955648
175 SW 177 627 0 21000748608
179 HW 184 611 0 20301593760
179 SW 178 645 0 21716639784
