Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
7 HW 11 11 0 0
7 SW 11 11 0 0
13 HW 19 19 0 0
13 SW 23 23 0 0
18 HW 29 29 0 0
18 SW 33 33 0 0
23 HW 36 36 0 0
23 SW 41 41 0 0
28 HW 41 43 0 1205064
28 SW 46 50 0 240
33 HW 52 56 0 2079000
33 SW 57 65 0 1970376
38 HW 60 66 0 3713472
38 SW 65 75 0 4292808
43 HW 66 73 0 3713472
43 SW 69 83 0 4548336
48 HW 76 82 0 3713472
48 SW 74 92 0 9609000
53 HW 83 96 0 6031368
53 SW 82 104 0 12803976
58 HW 91 105 0 11695320
58 SW 86 115 0 20675448
63 HW 100 120 0 18748800
63 SW 95 127 0 26995608
68 HW 103 133 0 25849152
68 SW 99 139 0 49630248
73 HW 111 151 0 38625552
73 SW 105 153 0 66008352
78 HW 106 160 0 75093480
78 SW 114 170 0 70497660
83 HW 114 176 0 101816568
83 SW 119 183 0 90472692
88 HW 112 190 0 125444592
88 SW 132 204 0 113539764
93 HW 125 205 0 134502984
93 SW 132 221 0 154384932
98 SW 145 237 0 162484716
99 HW 132 220 0 154645848
104 SW 135 251 0 285378684
104 HW 134 236 0 170996616
109 SW 132 270 0 317333292
109 HW 136 254 0 233555616
114 SW 135 291 0 342556476
114 HW 135 269 0 312654384
119 SW 141 309 0 374542836
119 HW 141 289 0 340671744
124 SW 140 326 0 439817508
124 HW 135 304 0 386362872
129 SW 139 349 0 482903640
129 HW 136 321 0 465375456
134 SW 140 366 0 546483240
134 HW 137 339 0 579434688
139 SW 137 382 0 619706376
139 HW 143 361 0 620452224
144 SW 134 400 0 666614664
144 HW 153 380 0 675738504
149 SW 139 419 0 710260056
149 HW 158 401 0 711078480
154 SW 153 443 0 738974628
154 HW 151 419 0 756570024
159 SW 155 459 0 789198732
159 HW 156 436 0 785707776
164 SW 154 474 0 832553820
164 HW 145 449 0 861452928
169 SW 144 492 0 865675812
169 HW 147 469 0 891003456
