Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
4.867          64.024        1023.097   10001   30001
4.887          72.191         733.290   10000   30000
4.937          34.309        1510.294   10005   30005
4.969          93.171        1593.893   10002   30002
4.982          88.248         861.733   10002   30002
5.001          23.099         920.335   10003   30003
5.007          41.192         441.464   10000   30000
5.018          19.948          62.764   10002   30002
5.041          40.088         148.040   10000   30000
5.113          30.419         167.548   10001   30001
5.147          99.927         427.666   10001   30001
5.157          27.712        1071.750   10000   30000
5.193          45.402        2010.041   10002   30002
5.193           8.955         212.390   10002   30002
5.211          38.699         552.632   10001   30001
5.225          14.838        3087.657   10003   30003
5.229          68.712         509.340   10006   30006
5.255          91.439         589.494   10000   30000
5.283          15.421        1379.062   10003   30003
5.304          33.822         176.303   10002   30002
5.334          28.753         141.417   10001   30001
5.347          99.522         367.728   10002   30002
5.400          69.631         531.474   10002   30002
5.419          89.567        3496.535   10003   30003
5.444          92.531        2456.077   10003   30003
5.450          70.101         331.627   10002   30002
5.494          19.771        1375.686   10001   30001
5.498           5.697        1710.565   10002   30002
5.508          21.671          83.213   10003   30003
5.518          48.269         120.298   10002   30002
5.541          99.738         290.525   10003   30003
5.562          81.579         392.132   10002   30002
5.577          15.642        1079.540   10002   30002
5.613          90.202         757.048   10001   30001
5.632          64.262        1394.502   10000   30000
5.641          47.095        2167.667   10002   30002
5.657          13.333        2749.564   10003   30003
5.686          96.446         739.787   10004   30004
5.705          49.367         590.042   10002   30002
5.779          27.049         746.843   10002   30002
5.798          85.226        2613.596   10003   30003
5.803          59.741        1699.837   10000   30000
5.812          37.181         139.312   10003   30003
5.813          44.359         625.562   10002   30002
5.834          27.907        1427.500   10003   30003
5.853          63.626          48.202   10001   30001
5.879          55.921         304.912   10003   30003
5.879          82.330         606.617   10002   30002
5.915          36.893        1312.293   10001   30001
5.935          94.524        3569.517   10003   30003
5.948          35.608         556.968   10003   30003
5.961          23.661         653.573   10005   30005
5.974           9.319         272.044   10003   30003
5.977          42.271         282.315   10002   30002
5.997          20.738         210.756   10001   30001
6.031          42.214        1148.089   10002   30002
6.034          50.289         784.879   10001   30001
6.053          87.877          50.632   10002   30002
6.074          14.779         789.254   10002   30002
6.075          97.090         942.128   10003   30003
6.078          31.110        1534.846   10001   30001
6.085          94.236        1364.681   10004   30004
6.100          81.504        1021.068   10000   30000
6.128          86.887         812.370   10002   30002
6.155          71.320        2005.583   10001   30001
6.157          64.606         115.866   10001   30001
6.164          37.839        1530.445   10003   30003
6.214          75.591         455.898   10003   30003
6.222          65.205        3377.092   10001   30001
6.244          10.005        3231.590   10002   30002
6.253          60.662         206.283   10004   30004
6.274          17.157         550.598   10002   30002
6.289          31.035          90.992   10000   30000
6.309          34.060        3264.021   10001   30001
6.341          39.686         536.309   10002   30002
6.350          22.836         331.468   10003   30003
6.381          63.666         234.952   10004   30004
6.417          95.202         344.969   10003   30003
6.445          87.939        1261.598   10002   30002
6.447          46.020         233.810   10001   30001
6.456          37.714        1029.654   10002   30002
6.474          20.020         166.651   10003   30003
6.497          31.508         699.853   10002   30002
6.518          89.174        1238.794   10003   30003
6.519          11.047         205.500   10002   30002
6.546          76.136         513.207   10003   30003
6.551          10.651        1793.011   10000   30000
6.552          70.001         601.567   10001   30001
6.569          23.819         933.266   10001   30001
6.571          52.882        1235.511   10001   30001
6.571          67.024        1843.288   10003   30003
6.636          31.010        1170.967   10002   30002
6.680          15.634        2244.130   10004   30004
6.680          48.989         377.895   10001   30001
6.706          78.832         180.684   10004   30004
6.727          17.443         300.030   10004   30004
6.736          55.900         821.469   10002   30002
6.744          75.536         499.511   10005   30005
6.764          43.704         191.951   10002   30002
6.801          80.468        2415.080   10005   30005
6.807          81.587         549.627   10004   30004
6.811          66.371          67.878   10005   30005
6.841          84.151        3060.726   10001   30001
6.897           8.634         270.930   10002   30002
6.945          82.329        1518.408   10001   30001
6.946          33.257         105.545   10002   30002
6.999          59.506        1683.018   10003   30003
7.001          99.856        1614.329   10002   30002
7.027          95.865        2486.575   10005   30005
7.039          99.920         669.859   10002   30002
7.082          70.017        1338.336   10003   30003
7.089          83.793         222.799   10003   30003
7.106          46.402         903.242   10005   30005
7.157          87.597         725.756   10001   30001
7.179          70.189        1231.706   10002   30002
7.198          94.485         254.881   10004   30004
7.239          54.160        2478.832   10003   30003
7.253          42.836         237.758   10001   30001
7.256          14.652         109.276   10003   30003
