  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          1.57726             117.1       7901392         583006
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          2.20551              51.1       4504036         753900
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1          2.37011              90.1       9490160         866385
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          3.12107                45        113700          24664
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1          5.95975                66        121280          17954
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          11.5462              76.5      16360672        2239123
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1          14.2771             127.9       9103580         688863
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          14.3972             135.1       2349800         162611
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          19.4731               125      17217212        1370156
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          22.5402             119.3       1223412         111906
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1           23.859              96.6       1299212         157144
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          23.8797             116.1      11330584        1052535
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          24.0695              71.9       6217116        1082872
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1          24.5896              91.9       7484492         915388
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          27.7389              96.1       7304088         938510
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          30.9594             154.6       7363212         494837
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1          31.0811              80.3       1525096         249408
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        1        0        1          33.6697             162.1       8977752         568525
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        1        0        1          34.7155             147.7      10602904         805657
