 TimeSec      SRC      DST   Cookie                   SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes       Rate
  10.000       SW       HW 0x01a0192711753111         10.0.0.26       10.0.0.25    10001    30001    17        5           true     false    false    1                4.688         0.000         0        8303447
  10.000       SW       HW 0x03e03d2711753111         10.0.0.62       10.0.0.61    10001    30001    17        5           true     false    false    2                3.019         0.000         0        6108283
  10.000       SW       HW 0x0220212710753011         10.0.0.34       10.0.0.33    10000    30000    17        5           true     false    false    1                1.236         0.000         0        4547332
  10.000       SW       HW 0x05a0592712753211         10.0.0.90       10.0.0.89    10002    30002    17        5           true     false    false    2                4.021         0.000         0        4332970
  10.000       SW       HW 0x0340332712753211         10.0.0.52       10.0.0.51    10002    30002    17        5           true     false    false    1                1.927         0.000         0        4174974
  10.000       SW       HW 0x02c02b2710753011         10.0.0.44       10.0.0.43    10000    30000    17        5           true     false    false    1                3.498         0.000         0        3586761
  10.000       SW       HW 0x0080072710753011         10.0.0.8       10.0.0.7    10000    30000    17        5           true     false    false    1                2.184         0.000         0        3430853
  10.000       SW       HW 0x02a0292712753211         10.0.0.42       10.0.0.41    10002    30002    17        5           true     false    false    1                4.653         0.000         0        3404572
  10.000       SW       HW 0x02a0292718753811         10.0.0.42       10.0.0.41    10008    30008    17        5           true     false    false    1                9.312         0.000         0        3369090
  10.000       SW       HW 0x05e05d2710753011         10.0.0.94       10.0.0.93    10000    30000    17        5           true     false    false    2                2.202         0.000         0        3357758
  10.000       SW       HW 0x0540532710753011         10.0.0.84       10.0.0.83    10000    30000    17        5           true     false    false    2                1.965         0.000         0        3323801
  10.000       SW       HW 0x02001f2712753211         10.0.0.32       10.0.0.31    10002    30002    17        5           true     false    false    1                4.666         0.000         0        3224044
  10.000       SW       HW 0x0660652712753211         10.0.0.102       10.0.0.101    10002    30002    17        5           true     false    false    2                9.607         0.000         0        3206247
  10.000       SW       HW 0x0160152714753411         10.0.0.22       10.0.0.21    10004    30004    17        5           true     false    false    1                8.505         0.000         0        3148611
