  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        1        0        1          1.26163              90.9       4746596         427918
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        1        0        1          1.53013              67.4       3313976         453426
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        1        0        1           2.1186              40.3        219820          46422
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        1        0        1          3.33394              53.9        999044         171266
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        1        0        1           4.3725              42.8       2302804         517084
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        1        0        1          5.00973             100.7       6641596         559349
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        1        0        1          8.55633             118.5      12858712        1014057
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        1        0        1          13.7518              51.1       1315888         290417
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        1        0        1          14.3349              52.5        538180         120718
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        1        0        1          14.9516                60        886860         157494
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        1        0        1          15.9445              97.4       5343900         577285
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        1        0        1          18.3905             108.7        315328          30910
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        1        0        1          18.4479                78       3127508         485335
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        1        0        1           20.231              60.1        285008          57332
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        1        0        1          22.5703             135.3       5372704         400090
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        1        0        1          24.3822              72.8       1537224         269583
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        1        0        1          24.7159             130.6       8187916         622157
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        1        0        1          26.0202              64.9        307748          72454
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        1        0        1          26.8553              78.3       1415944         262547
0x0040032723754311       10.0.0.4       10.0.0.3    10019    30019    17        0           0        1        0        1          32.3634             112.9       7328344         755143
0x0040032724754411       10.0.0.4       10.0.0.3    10020    30020    17        0           0        1        0        1          33.7827             149.1       9146028         688853
0x0040032725754511       10.0.0.4       10.0.0.3    10021    30021    17        0           0        1        0        1          37.8501             104.8        894440         115133
0x0040032726754611       10.0.0.4       10.0.0.3    10022    30022    17        0           0        1        0        1          39.8179              97.4      16081728        2563736
0x0040032727754711       10.0.0.4       10.0.0.3    10023    30023    17        0           0        0        0        1          43.5261             150.9       4454008         334655
0x0040032728754811       10.0.0.4       10.0.0.3    10024    30024    17        0           0        1        0        1          44.5205             124.9      22080540        2340294
0x0040032729754911       10.0.0.4       10.0.0.3    10025    30025    17        0           0        1        0        1           45.098             155.2      15660280        1194278
0x004003272a754a11       10.0.0.4       10.0.0.3    10026    30026    17        0           0        0        0        1           46.517             115.7       5559172         700555
0x004003272b754b11       10.0.0.4       10.0.0.3    10027    30027    17        0           0        1        0        1          46.6592             145.2      10533168         902771
0x004003272c754c11       10.0.0.4       10.0.0.3    10028    30028    17        0           0        0        0        1          47.4894              88.7       2032956         500257
0x004003272d754d11       10.0.0.4       10.0.0.3    10029    30029    17        0           0        0        0        1          48.4634               160       7079720         507795
0x004003272e754e11       10.0.0.4       10.0.0.3    10030    30030    17        0           0        1        0        1          49.6672             173.6      17197504        1143329
0x004003272f754f11       10.0.0.4       10.0.0.3    10031    30031    17        0           0        1        0        1          53.8128             148.3      16263648        1509612
0x0040032730755011       10.0.0.4       10.0.0.3    10032    30032    17        0           0        0        0        1          54.6387             149.4       7199484         674730
0x0040032731755111       10.0.0.4       10.0.0.3    10033    30033    17        0           0        0        0        1          55.2907             156.8       1981412         167367
0x0040032732755211       10.0.0.4       10.0.0.3    10034    30034    17        0           0        0        0        1          59.4087             139.2        617012          69924
0x0040032733755311       10.0.0.4       10.0.0.3    10035    30035    17        0           0        1        0        1          62.0655             114.3       4611672         769662
0x0040032734755411       10.0.0.4       10.0.0.3    10036    30036    17        0           0        0        0        1          62.5699             102.2        457832          97853
0x0040032735755511       10.0.0.4       10.0.0.3    10037    30037    17        0           0        1        0        1          63.8648               139      14421708        1744511
0x0040032736755611       10.0.0.4       10.0.0.3    10038    30038    17        0           0        0        0        1          64.2746             146.9       1609992         170087
0x0040032737755711       10.0.0.4       10.0.0.3    10039    30039    17        0           0        0        0        1          64.2809             151.2       3386744         316078
0x0040032738755811       10.0.0.4       10.0.0.3    10040    30040    17        0           0        0        0        1          67.7457             168.1       4187192         363099
0x0040032739755911       10.0.0.4       10.0.0.3    10041    30041    17        0           0        0        0        1          69.1255             137.4       2086016         274139
0x004003273a755a11       10.0.0.4       10.0.0.3    10042    30042    17        0           0        1        0        1          70.8313             164.4       7064560         633815
0x004003273b755b11       10.0.0.4       10.0.0.3    10043    30043    17        0           0        1        0        1          73.8376             172.5       8612396         716487
0x004003273c755c11       10.0.0.4       10.0.0.3    10044    30044    17        0           0        0        0        1          76.4433             130.3       3138120         468754
0x004003273d755d11       10.0.0.4       10.0.0.3    10045    30045    17        0           0        0        0        1          76.6877             123.7       1387140         256211
0x004003273e755e11       10.0.0.4       10.0.0.3    10046    30046    17        0           0        0        0        1          80.4846             167.2       1485680         149473
0x004003273f755f11       10.0.0.4       10.0.0.3    10047    30047    17        0           0        0        0        1          84.7719             152.8       1870744         229440
0x0040032740756011       10.0.0.4       10.0.0.3    10048    30048    17        0           0        0        0        1          85.8861             204.9       3923408         275052
0x0040032741756111       10.0.0.4       10.0.0.3    10049    30049    17        0           0        1        0        1          86.2445             200.8      24769924        1741975
0x0040032742756211       10.0.0.4       10.0.0.3    10050    30050    17        0           0        0        0        1          88.0677             191.2       3068384         240817
0x0040032743756311       10.0.0.4       10.0.0.3    10051    30051    17        0           0        1        0        1          89.4195             193.2      13366572        1063153
0x0040032744756411       10.0.0.4       10.0.0.3    10052    30052    17        0           0        1        0        1          89.7153             161.1       7113072         809629
0x0040032745756511       10.0.0.4       10.0.0.3    10053    30053    17        0           0        1        0        1          90.1032             204.7      33433864        2433837
0x0040032746756611       10.0.0.4       10.0.0.3    10054    30054    17        0           0        1        0        1          90.1369             136.1       2518076         505344
0x0040032747756711       10.0.0.4       10.0.0.3    10055    30055    17        0           0        1        0        1          90.7825             212.8       8876180         595629
0x0040032748756811       10.0.0.4       10.0.0.3    10056    30056    17        0           0        1        0        1          91.6169             190.5       7851364         638432
0x0040032749756911       10.0.0.4       10.0.0.3    10057    30057    17        0           0        0        0        1          96.9572             154.2       1393204         210125
0x004003274a756a11       10.0.0.4       10.0.0.3    10058    30058    17        0           0        0        0        1          97.2935             136.6        953564         233241
0x004003274b756b11       10.0.0.4       10.0.0.3    10059    30059    17        0           0        0        0        1           106.14             177.2       1690340         211755
0x004003274c756c11       10.0.0.4       10.0.0.3    10060    30060    17        0           0        1        0        1          106.623               164       5210492         780938
0x004003274d756d11       10.0.0.4       10.0.0.3    10061    30061    17        0           0        0        0        1          107.272             211.4       3970404         309196
0x004003274e756e11       10.0.0.4       10.0.0.3    10062    30062    17        0           0        1        0        1          110.474               168       4722340         762802
0x004003274f756f11       10.0.0.4       10.0.0.3    10063    30063    17        0           0        1        0        1          118.309             228.3      25209564        1983230
0x0040032750757011       10.0.0.4       10.0.0.3    10064    30064    17        0           0        1        0        1            119.9             247.1      24551620        1635408
0x0040032751757111       10.0.0.4       10.0.0.3    10065    30065    17        0           0        0        0        1          121.483             219.9       4693536         424191
0x0040032752757211       10.0.0.4       10.0.0.3    10066    30066    17        0           0        0        0        1          128.634             166.3         36384           9279
0x0040032753757311       10.0.0.4       10.0.0.3    10067    30067    17        0           0        0        0        1          129.816             241.4       2677256         194384
0x0040032754757411       10.0.0.4       10.0.0.3    10068    30068    17        0           0        1        0        1          131.329               218       7000888         711916
0x0040032755757511       10.0.0.4       10.0.0.3    10069    30069    17        0           0        0        0        1           136.46             195.2        439640          65691
0x0040032756757611       10.0.0.4       10.0.0.3    10070    30070    17        0           0        0        0        1          141.243             209.7        500280          68114
0x0040032757757711       10.0.0.4       10.0.0.3    10071    30071    17        0           0        1        0        1          141.318             199.1       7381404        1212995
0x0040032758757811       10.0.0.4       10.0.0.3    10072    30072    17        0           0        1        0        1          147.621             185.9        927792         229233
0x0040032759757911       10.0.0.4       10.0.0.3    10073    30073    17        0           0        1        0        1          149.958             236.4      27979296        2796453
0x004003275a757a11       10.0.0.4       10.0.0.3    10074    30074    17        0           0        1        0        1           151.03             240.3      12173480        1094615
0x004003275b757b11       10.0.0.4       10.0.0.3    10075    30075    17        0           0        0        0        1          152.999             218.2        944468         132554
0x004003275c757c11       10.0.0.4       10.0.0.3    10076    30076    17        0           0        1        0        1          153.252             229.3       8962592        1074198
0x004003275d757d11       10.0.0.4       10.0.0.3    10077    30077    17        0           0        1        0        1          153.326             204.4       2956200         506698
0x004003275e757e11       10.0.0.4       10.0.0.3    10078    30078    17        0           0        1        0        1            155.5             210.3       4801172         704755
0x004003275f757f11       10.0.0.4       10.0.0.3    10079    30079    17        0           0        0        0        1          161.003             209.7       1091520         223920
0x0040032760758011       10.0.0.4       10.0.0.3    10080    30080    17        0           0        1        0        1          164.689             265.2      11585272         972419
0x0040032761758111       10.0.0.4       10.0.0.3    10081    30081    17        0           0        1        0        1          167.285             218.2       3706620         694210
0x0040032762758211       10.0.0.4       10.0.0.3    10082    30082    17        0           0        1        0        1          167.738             262.2       5591008         484796
0x0040032763758311       10.0.0.4       10.0.0.3    10083    30083    17        0           0        1        0        1          168.051             241.3       4259960         473664
0x0040032764758411       10.0.0.4       10.0.0.3    10084    30084    17        0           0        1        0        1          168.516             273.7      10919748         860809
0x0040032765758511       10.0.0.4       10.0.0.3    10085    30085    17        0           0        0        0        1           176.17             227.2       1414428         258165
0x0040032766758611       10.0.0.4       10.0.0.3    10086    30086    17        0           0        0        0        1          177.145             252.3        544244          59761
0x0040032767758711       10.0.0.4       10.0.0.3    10087    30087    17        0           0        1        0        1          178.718             291.7      15106940        1086031
0x0040032768758811       10.0.0.4       10.0.0.3    10088    30088    17        0           0        0        0        1          179.336               228       1403816         276177
0x0040032769758911       10.0.0.4       10.0.0.3    10089    30089    17        0           0        1        0        1          186.167             303.9      23613216        1659501
0x004003276a758a11       10.0.0.4       10.0.0.3    10090    30090    17        0           0        0        0        1           186.98             225.9         93992          22772
0x004003276b758b11       10.0.0.4       10.0.0.3    10091    30091    17        0           0        1        0        1          187.318             293.6       7602740         592333
0x004003276c758c11       10.0.0.4       10.0.0.3    10092    30092    17        0           0        0        0        1          192.036               311       4161420         282216
0x004003276d758d11       10.0.0.4       10.0.0.3    10093    30093    17        0           0        1        0        1          192.867             284.3      12646472        1161114
0x004003276e758e11       10.0.0.4       10.0.0.3    10094    30094    17        0           0        0        0        1          193.324             235.5        133408          29100
0x004003276f758f11       10.0.0.4       10.0.0.3    10095    30095    17        0           0        0        0        1          193.258               268       3291236         394503
0x0040032770759011       10.0.0.4       10.0.0.3    10096    30096    17        0           0        0        0        1          194.012             254.6       1707016         243909
0x0040032771759111       10.0.0.4       10.0.0.3    10097    30097    17        0           0        1        0        1          194.098             261.7      12573704        1526342
