Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
1 HW 5 5 0 0
5 SW 4 4 0 0
6 HW 60 60 0 0
10 SW 6 6 0 0
11 HW 102 102 0 0
15 SW 6 6 0 0
16 HW 154 158 0 6048
20 SW 104 150 0 120
22 HW 200 213 10 19656
25 SW 134 405 0 300
27 HW 199 217 67 549039
30 SW 140 682 0 300
32 HW 168 227 105 18472287
35 SW 143 848 0 300
36 HW 159 290 105 46598511
40 SW 163 914 0 300
42 HW 190 349 105 54120711
45 SW 219 1134 0 420
47 HW 200 378 128 74360343
50 SW 246 1395 0 6588
52 HW 194 414 160 100471071
55 SW 272 1670 0 1960092
57 HW 187 459 198 154848639
60 SW 309 1945 0 4466988
62 HW 199 520 198 203743695
66 SW 329 2200 0 7868988
67 HW 201 560 213 252455799
70 SW 327 2408 0 25896684
72 HW 197 605 233 328804239
76 SW 346 2661 0 27538716
77 HW 201 679 238 416779959
81 SW 391 2936 0 31244748
82 HW 200 727 295 493524543
86 SW 394 3211 0 51475308
87 HW 200 769 346 548219631
91 SW 391 3488 0 73059288
92 HW 200 828 370 598065735
96 SW 416 3763 0 96883872
97 HW 195 893 376 630192711
101 SW 429 4040 0 191465520
102 HW 200 943 401 700769847
106 SW 416 4315 0 274057128
107 HW 199 995 442 788812095
111 SW 405 4590 0 329542992
112 HW 189 1048 461 855294735
116 SW 436 4865 0 362308152
117 HW 198 1122 476 979305951
121 SW 435 5142 0 434982432
122 HW 194 1170 494 1150860495
126 SW 451 5404 0 482738952
127 HW 191 1241 498 1299092439
131 SW 472 5679 0 568797456
132 HW 197 1326 501 1408540071
136 SW 475 5954 0 653201952
137 HW 200 1389 536 1470784575
141 SW 459 6227 0 765868812
142 HW 196 1435 580 1703762607
146 SW 449 6504 0 829247316
147 HW 186 1499 605 1769974599
151 SW 460 6781 0 942107532
152 HW 200 1564 632 1859055591
156 SW 462 7056 0 968690004
157 HW 200 1612 669 2003873439
161 SW 438 7331 0 1137573024
162 HW 194 1668 689 2120106927
166 SW 452 7605 0 1194218772
167 HW 188 1738 702 2226591039
171 SW 477 7880 0 1325274396
172 HW 200 1812 723 2387448183
176 SW 480 8159 0 1462084692
177 HW 199 1859 749 2428771143
181 SW 477 8433 0 1591711476
182 HW 200 1916 771 2476415775
186 SW 469 8708 0 1774844916
187 HW 186 1969 799 2542050183
191 SW 480 8983 0 1854107280
192 HW 201 2040 822 2555062455
196 SW 490 9260 0 1917497880
197 HW 194 2092 847 2634998871
201 SW 503 9537 0 1990746720
202 HW 199 2166 862 2687649735
206 SW 503 9812 0 2100859632
207 HW 200 2230 884 2752756455
211 SW 509 10079 0 2254549896
212 HW 200 2304 896 2896216527
216 SW 508 10354 0 2302729956
217 HW 200 2377 920 2992509759
221 SW 503 10630 0 2460368232
222 HW 200 2443 941 3031269879
226 SW 471 10905 0 2629672920
227 HW 199 2498 979 3171019503
231 SW 456 11180 0 2749151160
232 HW 193 2559 991 3331915959
236 SW 457 11456 0 2874721368
237 HW 198 2632 1024 3390146103
241 SW 450 11731 0 2937050544
242 HW 200 2677 1062 3450270783
246 SW 433 11991 0 3088053984
247 HW 199 2743 1092 3536014791
251 SW 447 12266 0 3172482672
252 HW 200 2812 1114 3667198935
256 SW 440 12532 0 3272013096
257 HW 178 2839 1116 3775182951
261 SW 412 12668 0 3355100640
262 HW 149 2871 1116 3833015439
266 SW 381 12711 0 3486564504
267 HW 116 2898 1116 3883275831
271 SW 359 12752 0 3567488256
272 HW 101 2934 1116 4002865959
275 SW 308 12753 0 3670881840
277 HW 152 2993 1116 4009393263
280 SW 331 12831 0 3724834536
282 HW 109 3023 1116 4114887015
285 SW 267 12831 0 3829336596
287 HW 131 3065 1116 4184469255
290 SW 226 12831 0 4019889540
292 HW 128 3085 1116 4249411167
295 SW 141 12833 0 4116864684
297 HW 121 3106 1116 4413125991
300 SW 117 12833 0 4263273156
302 HW 112 3126 1116 4505749599
305 SW 105 12834 0 4305719532
307 HW 127 3171 1116 4569738951
310 SW 94 12835 0 4334379672
312 HW 115 3190 1116 4760733279
315 SW 77 12835 0 4402316856
317 HW 122 3230 1116 4824465591
320 SW 52 12837 0 4527241320
322 HW 101 3244 1116 4843911423
325 SW 38 12837 0 4556107032
327 HW 116 3287 1116 4885222287
330 SW 26 12837 0 4600738248
332 HW 92 3325 1116 4950827967
335 SW 19 12837 0 4617601764
337 HW 90 3355 1116 5010898215
340 SW 6 12838 0 4659308772
342 HW 50 3365 1116 5072670975
345 SW 5 12839 0 4666519500
347 HW 38 3371 1116 5146554855
350 SW 4 12839 0 4673074020
352 HW 13 3371 1116 5181314223
355 SW 6 12841 0 4673074020
357 HW 11 3371 1116 5183883111
360 SW 4 12841 0 4673074140
362 HW 2 3371 1116 5185977231
365 SW 4 12841 0 4673074140
367 HW 2 3371 1116 5185977231
370 SW 2 12841 0 4673074320
372 HW 2 3371 1116 5185977231
