Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
8 HW 2 2 0 0
8 SW 12 12 0 0
13 HW 2 2 0 0
13 SW 32 32 0 0
18 HW 28 28 0 0
18 SW 46 46 0 0
23 HW 28 28 0 0
23 SW 61 61 0 0
28 HW 57 83 0 0
28 SW 77 83 0 3264
33 HW 57 83 0 0
33 SW 67 99 0 15120240
38 HW 94 148 0 0
38 SW 79 117 0 15545112
43 HW 89 148 0 554904
43 SW 72 136 0 33832752
48 HW 123 218 0 580608
48 SW 89 159 0 33841824
53 HW 115 218 0 1445472
53 SW 82 185 0 66064056
58 HW 158 295 0 4268376
58 SW 96 217 0 66091272
63 HW 142 295 0 12755232
63 SW 100 252 0 89507616
68 HW 165 353 0 18741240
69 SW 125 277 0 89507616
73 HW 135 353 0 24895080
74 SW 104 303 0 120562884
79 HW 163 418 0 67111632
79 SW 110 321 0 121556268
84 HW 156 418 0 79897104
84 SW 102 348 0 154330380
89 HW 168 462 0 100076256
89 SW 121 381 0 157708188
94 HW 155 462 0 127449504
94 SW 98 404 0 193013388
99 HW 169 507 0 170828784
99 SW 119 438 0 193031532
104 HW 158 507 0 224069328
104 SW 121 473 0 213528204
109 HW 177 549 0 255594528
109 SW 138 501 0 213888060
114 HW 168 549 0 288483552
114 SW 132 537 0 248991012
119 HW 164 582 0 367320744
119 SW 144 568 0 249748524
124 HW 150 582 0 387788688
124 SW 129 600 0 290540772
129 HW 169 632 0 483034104
130 SW 124 622 0 291850164
134 HW 151 632 0 643548024
135 SW 113 647 0 310862052
139 HW 164 681 0 748235880
140 SW 127 675 0 312101892
144 HW 156 681 0 780195024
145 SW 109 703 0 357049116
150 HW 176 728 0 862834896
150 SW 127 730 0 357062724
155 HW 167 728 0 914271624
155 SW 129 765 0 379320876
160 HW 177 761 0 993441456
160 SW 146 799 0 380145156
165 HW 170 761 0 1023519672
165 SW 145 838 0 434097852
170 HW 171 791 0 1177553160
170 SW 160 874 0 434797908
175 HW 158 791 0 1256856048
175 SW 162 909 0 457807524
180 HW 174 836 0 1350598536
180 SW 162 934 0 460134492
185 HW 165 836 0 1403137512
185 SW 161 971 0 488496588
190 HW 168 876 0 1531085976
191 SW 160 1003 0 496747572
195 HW 153 876 0 1632780072
196 SW 146 1029 0 534868116
200 HW 171 923 0 1755787320
201 SW 162 1066 0 536987940
205 HW 159 923 0 1829631888
206 SW 156 1103 0 558709692
210 HW 178 966 0 1894646376
211 SW 178 1139 0 559083156
215 HW 163 966 0 2036739600
216 SW 167 1174 0 600090108
221 HW 168 1004 0 2130135840
221 SW 170 1199 0 602959884
226 HW 153 1004 0 2238417720
226 SW 141 1230 0 642348996
