Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
5 SW 9 9 0 1056888
5 HW 8 8 0 1059912
9 HW 17 17 0 6551496
9 SW 22 23 0 7558488
13 HW 27 27 0 21012264
13 SW 33 33 0 24680376
17 HW 36 36 0 49366800
17 SW 41 41 0 56719656
21 HW 45 45 0 91828296
21 SW 51 51 0 105040152
26 HW 51 51 0 148830696
26 SW 51 57 0 167367816
30 HW 60 60 0 224052696
30 SW 62 68 0 247296672
34 HW 68 72 0 315460656
34 SW 73 80 0 346736376
38 HW 71 81 0 423006192
38 SW 69 87 0 460042632
42 HW 79 91 0 554805720
42 SW 80 100 0 595259280
46 HW 90 103 0 712681200
46 SW 89 116 0 752661687
50 HW 93 111 0 895692168
50 SW 103 131 0 948402366
54 HW 104 126 0 1107104544
54 SW 110 144 0 1174717197
58 HW 114 140 0 1347704568
58 SW 115 155 0 1439646996
62 HW 120 150 0 1624774032
62 SW 115 164 0 1732132812
66 HW 134 170 0 1931026608
66 SW 114 178 0 2057094876
70 HW 139 183 0 2272643352
70 SW 122 191 0 2426913444
74 HW 139 197 0 2629269720
74 SW 134 207 0 2855985780
78 HW 137 203 0 3017374416
78 SW 137 216 0 3335100780
82 HW 136 219 0 3426432408
82 SW 146 231 0 3852824700
86 HW 141 235 0 3857878584
86 SW 149 248 0 4407405132
90 HW 139 247 0 4327764336
90 SW 140 260 0 4966421772
95 HW 151 263 0 4839589944
95 SW 149 274 0 5574533052
99 HW 155 275 0 5391364104
99 SW 154 288 0 6244717980
103 HW 158 292 0 5964462000
103 SW 153 302 0 6929904972
107 HW 159 305 0 6561098712
107 SW 163 318 0 7672405836
111 HW 158 320 0 7168695912
111 SW 163 333 0 8423154660
115 HW 161 331 0 7818816600
115 SW 158 345 0 9193958652
119 HW 168 354 0 8463707280
119 SW 166 365 0 9995406348
123 HW 164 372 0 9097519536
123 SW 154 380 0 10744118508
127 HW 166 387 0 9744582960
127 SW 162 397 0 11543541636
131 HW 171 403 0 10413456984
131 SW 164 413 0 12369064908
135 HW 156 419 0 11061852480
135 SW 168 433 0 13145658348
139 HW 156 437 0 11673999288
139 SW 166 449 0 13888795764
143 HW 164 458 0 12321334872
143 SW 166 465 0 14648439684
147 HW 166 476 0 12968312112
147 SW 176 485 0 15434357628
152 HW 172 490 0 13633198992
152 SW 175 501 0 16228712532
156 HW 165 504 0 14251095936
156 SW 171 516 0 17040850068
160 HW 154 516 0 14886931248
160 SW 165 526 0 17897918196
164 HW 141 523 0 15527697192
164 SW 155 536 0 18744630636
168 HW 144 540 0 16194744720
168 SW 157 552 0 19523898804
172 HW 146 550 0 16888029984
172 SW 162 571 0 20200372140
176 HW 152 570 0 17611416144
176 SW 162 587 0 20905222692
180 HW 154 584 0 18349610832
180 SW 162 603 0 21593246196
184 HW 150 600 0 19039270320
184 SW 157 621 0 22233963756
188 HW 153 611 0 19766729808
188 SW 153 634 0 22856095812
192 HW 159 638 0 20475454104
192 SW 164 658 0 23481784092
196 HW 154 652 0 21113389584
196 SW 162 679 0 24083300028
200 HW 157 673 0 21730683240
200 SW 172 703 0 24721754124
204 HW 164 684 0 22399247304
204 SW 169 714 0 25410347652
209 HW 170 702 0 23096971800
209 SW 173 732 0 26137544052
213 HW 168 716 0 23829507072
213 SW 165 750 0 26887695636
217 HW 169 731 0 24546471768
217 SW 166 763 0 27655008420
221 HW 178 750 0 25279549848
221 SW 175 782 0 28458739236
225 HW 180 764 0 26044995312
225 SW 177 800 0 29301196908
229 HW 180 780 0 26855560368
229 SW 175 816 0 30073366236
233 HW 179 793 0 27681522120
233 SW 176 833 0 30847744596
237 HW 181 819 0 28517109264
237 SW 170 853 0 31585906020
241 HW 180 836 0 29330872200
241 SW 169 872 0 32293992252
245 HW 184 851 0 30166922016
245 SW 168 885 0 32995380324
249 HW 178 868 0 30997291248
249 SW 158 901 0 33669525180
253 HW 172 886 0 31791230352
253 SW 167 918 0 34371044796
257 HW 185 913 0 32600310624
257 SW 161 938 0 35072121396
261 HW 185 929 0 33410113632
261 SW 167 958 0 35804632476
266 HW 185 947 0 34183949184
266 SW 167 972 0 36552177372
270 HW 168 960 0 34910277696
270 SW 157 982 0 37272970452
274 HW 165 981 0 35544861072
274 SW 165 1006 0 38009600220
278 HW 161 991 0 36137995992
278 SW 165 1020 0 38790827940
282 HW 166 1010 0 36672406344
282 SW 179 1046 0 39600156180
286 HW 164 1025 0 37224930456
286 SW 176 1059 0 40411749396
290 HW 158 1039 0 37754352720
290 SW 168 1073 0 41252986884
294 HW 158 1048 0 38320436448
294 SW 166 1083 0 42137204484
298 HW 170 1072 0 38912842584
298 SW 154 1101 0 42925655028
302 HW 166 1088 0 39515168952
302 SW 145 1112 0 43573052604
306 HW 161 1099 0 40110645960
306 SW 148 1123 0 44241212964
310 HW 163 1114 0 40721212728
310 SW 150 1139 0 44884494876
314 HW 147 1127 0 41293761768
314 SW 150 1153 0 45535924956
