Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
10 HW 5 5 0 57456
10 SW 7 7 0 768096
14 HW 12 12 0 1951992
14 SW 16 16 0 5969376
18 HW 18 18 0 9043272
18 SW 23 23 0 17330544
22 HW 25 25 0 24811920
22 SW 28 28 0 37863504
26 HW 31 31 0 50603616
26 SW 31 33 0 67810176
30 HW 36 36 0 88801272
30 SW 33 37 0 110273184
34 HW 41 43 0 143045784
34 SW 39 43 0 169377264
38 HW 41 45 0 211773744
38 SW 42 46 0 247712472
42 HW 48 52 0 297697680
42 SW 49 53 0 345339288
46 HW 53 59 0 403834032
46 SW 55 59 0 468686736
50 HW 58 68 0 527733360
50 SW 70 74 0 613717776
55 HW 68 78 0 684447624
55 SW 77 85 0 787782240
59 HW 72 84 0 874055448
59 SW 86 95 0 992729304
63 HW 75 90 0 1099347984
63 SW 84 99 0 1223138448
67 HW 85 101 0 1359631224
67 SW 87 109 0 1473995880
71 HW 91 109 0 1650729024
71 SW 95 119 0 1758023568
75 HW 95 119 0 1956346560
75 SW 97 131 0 2070140046
79 HW 98 129 0 2280549600
79 SW 101 139 0 2409065796
83 HW 106 140 0 2632490280
83 SW 102 148 0 2782923282
87 HW 111 153 0 3006571176
87 SW 110 160 0 3180966720
91 HW 112 164 0 3412373832
91 SW 110 170 0 3597554472
95 HW 116 175 0 3833402328
95 SW 113 181 0 4053207768
99 HW 122 188 0 4265091936
99 SW 124 196 0 4536845160
103 HW 116 200 0 4690691208
103 SW 130 211 0 5058981096
107 HW 123 220 0 5149679976
107 SW 130 223 0 5571267864
111 HW 121 227 0 5617710504
111 SW 128 236 0 6060452784
115 HW 128 242 0 6122125800
115 SW 131 251 0 6567179928
119 HW 129 253 0 6658586424
120 SW 133 259 0 7115570232
124 HW 124 266 0 7176918168
124 SW 146 276 0 7682450784
128 HW 136 280 0 7725072600
128 SW 137 287 0 8246630904
132 HW 126 292 0 8281674576
132 SW 139 301 0 8820702528
136 HW 134 308 0 8889875064
136 SW 140 310 0 9433408776
140 HW 139 324 0 9497579616
140 SW 137 325 0 10036808664
144 HW 137 334 0 10131866640
144 SW 144 338 0 10666228560
148 HW 133 349 0 10776439800
148 SW 146 352 0 11291628048
152 HW 123 354 0 11413229184
152 SW 139 359 0 11927706792
156 HW 114 362 0 12031266744
156 SW 140 372 0 12547155048
160 HW 113 376 0 12557223504
160 SW 136 386 0 13116031440
164 HW 110 390 0 13027148568
164 SW 136 398 0 13668962280
168 HW 121 401 0 13529997432
168 SW 142 414 0 14214593184
172 HW 134 418 0 14052662568
172 SW 138 429 0 14741543328
176 HW 121 427 0 14497034832
176 SW 142 444 0 15299144736
180 HW 123 441 0 14947660728
181 SW 137 459 0 15783550224
184 HW 123 451 0 15370644240
185 SW 135 473 0 16287602640
189 HW 118 462 0 15802466904
189 SW 138 484 0 16817646336
193 HW 121 471 0 16244134200
193 SW 133 497 0 17374239240
197 HW 116 480 0 16676490600
197 SW 130 510 0 17913413904
201 HW 112 488 0 17109164520
201 SW 120 518 0 18411915768
205 HW 111 497 0 17543217384
205 SW 119 527 0 18944529864
209 HW 116 508 0 18002959128
209 SW 119 541 0 19441471344
213 HW 120 518 0 18500925744
213 SW 112 550 0 19952034432
217 HW 126 536 0 19020795192
217 SW 117 561 0 20485782528
221 HW 131 549 0 19577253528
221 SW 122 574 0 21024955680
225 HW 135 561 0 20165677056
225 SW 126 592 0 21573720960
229 HW 139 583 0 20793482136
229 SW 133 608 0 22116264360
233 HW 134 596 0 21393696240
233 SW 133 617 0 22656737832
237 HW 136 606 0 22017115008
237 SW 135 633 0 23197986960
241 HW 136 618 0 22642485768
241 SW 128 644 0 23708692176
245 HW 122 626 0 23097280248
246 SW 127 659 0 24198515160
249 HW 116 636 0 23540745312
250 SW 129 675 0 24701330760
253 HW 116 648 0 23987249496
254 SW 134 692 0 25204678584
258 HW 120 664 0 24460057944
258 SW 131 703 0 25720805832
262 HW 128 674 0 24968029464
262 SW 119 711 0 26231538264
266 HW 131 690 0 25472470464
266 SW 121 727 0 26731665528
