Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
11 HW 2 2 0 0
11 SW 46 46 0 0
16 HW 2 2 0 0
16 SW 86 86 0 0
21 HW 82 82 0 0
21 SW 151 152 0 1512
26 HW 82 82 0 0
26 SW 200 202 0 1512
31 HW 156 200 0 0
31 SW 256 262 0 146904
36 HW 152 200 0 27216
36 SW 255 341 0 64465872
41 HW 192 248 0 27216
42 SW 320 417 0 67235856
46 HW 182 248 0 1465128
47 SW 303 480 0 163947912
51 HW 195 266 0 5154408
52 SW 353 545 0 167854920
56 HW 186 266 0 13677552
57 SW 379 629 0 255839712
61 HW 190 282 0 33008472
62 SW 425 705 0 264421824
67 HW 182 282 0 47213712
67 SW 452 778 0 324088368
72 HW 186 300 0 107035992
72 SW 512 872 0 340901808
77 HW 176 300 0 139997592
78 SW 555 971 0 400743744
82 HW 191 328 0 188963712
83 SW 608 1070 0 424276812
87 HW 179 328 0 269480736
88 SW 636 1169 0 514912140
92 HW 188 352 0 398585880
93 SW 690 1272 0 544054428
97 HW 171 352 0 532325304
99 SW 686 1364 0 656170740
102 HW 187 387 0 637170408
104 SW 702 1459 0 723070692
107 HW 170 387 0 779237928
109 SW 696 1550 0 850502052
112 HW 187 424 0 925300152
114 SW 746 1678 0 927095436
117 HW 170 424 0 1076193216
119 SW 749 1795 0 1125599868
122 HW 194 459 0 1128367800
125 SW 771 1903 0 1254744914
127 HW 170 459 0 1382672592
130 SW 748 2022 0 1563875066
132 HW 183 500 0 1700947080
135 SW 749 2115 0 1703621666
137 HW 164 500 0 1957190256
141 SW 710 2207 0 1956503666
142 HW 187 546 0 2152019016
146 SW 691 2295 0 2094018554
148 HW 174 546 0 2297399328
151 SW 708 2409 0 2338903586
153 HW 190 584 0 2491459992
156 SW 731 2517 0 2478199610
158 HW 179 584 0 2726445960
162 SW 723 2617 0 2712731978
163 HW 189 611 0 2868053832
167 SW 718 2713 0 2855585738
168 HW 177 611 0 3007700640
172 SW 710 2815 0 3065278970
173 HW 192 646 0 3187934064
177 SW 715 2913 0 3203580278
178 HW 179 646 0 3326604120
182 SW 701 3008 0 3471521978
183 HW 194 678 0 3499728120
188 SW 706 3120 0 3604691378
188 HW 182 678 0 3648217104
193 SW 713 3239 0 3807709130
193 HW 165 678 0 3911211360
198 SW 766 3359 0 3952824842
198 HW 184 712 0 4028518368
203 HW 169 712 0 4311454392
204 SW 748 3476 0 4176352874
208 HW 176 743 0 4547031552
209 SW 738 3582 0 4334046914
214 HW 163 743 0 4677087744
214 SW 723 3690 0 4594411802
219 HW 179 782 0 4933400472
219 SW 731 3794 0 4721803850
224 HW 166 782 0 5108494608
225 SW 718 3911 0 4959394994
229 HW 182 820 0 5367787488
230 SW 725 4006 0 5093195078
234 HW 171 820 0 5506050816
235 SW 709 4123 0 5359986146
239 HW 186 850 0 5651237592
240 SW 702 4216 0 5515962554
244 HW 175 850 0 5765018616
246 SW 665 4311 0 5730677138
249 HW 181 881 0 6122671632
251 SW 674 4418 0 5860195058
254 HW 167 881 0 6249147408
256 SW 657 4503 0 6031565138
259 HW 191 919 0 6364936368
261 SW 625 4558 0 6177580490
264 HW 175 919 0 6581125152
266 SW 574 4603 0 6408570242
269 HW 187 947 0 6702974208
272 SW 527 4636 0 6490505522
274 HW 172 947 0 6952056552
277 SW 441 4677 0 6736288802
279 HW 175 983 0 7259226912
282 SW 428 4732 0 6843037514
284 HW 157 983 0 7460528544
287 SW 405 4772 0 7031175674
290 HW 171 1037 0 7697705400
292 SW 380 4811 0 7159848566
295 HW 156 1037 0 7806525552
297 SW 292 4841 0 7450586510
300 HW 164 1093 0 7984214280
302 SW 261 4866 0 7510810982
305 HW 135 1093 0 8192344104
308 SW 210 4901 0 7752848918
310 HW 168 1164 0 8391052656
313 SW 196 4928 0 7800587294
315 HW 144 1164 0 8517480048
318 SW 149 4941 0 7956472982
320 HW 153 1226 0 8666842968
323 SW 126 4966 0 7990709378
325 HW 117 1226 0 8878855608
328 SW 86 4988 0 8114403074
330 HW 170 1308 0 8959968360
333 SW 40 5004 0 8116795058
335 HW 144 1308 0 9051160104
338 SW 40 5018 0 8136520610
340 HW 147 1344 0 9266710824
343 SW 14 5026 0 8136876110
345 HW 70 1344 0 9397984176
348 SW 15 5031 0 8137750046
350 HW 68 1357 0 9469864656
353 SW 6 5035 0 8137769702
355 HW 28 1357 0 9518142816
358 SW 6 5035 0 8137769702
360 HW 21 1359 0 9592052400
363 SW 6 5037 0 8137772726
365 HW 5 1359 0 9660360024
368 SW 6 5037 0 8137772726
371 HW 4 1359 0 9662209200
373 SW 4 5037 0 8137772906
376 HW 2 1359 0 9662209200
378 SW 2 5037 0 8137773086
381 HW 2 1359 0 9662209200
383 SW 2 5037 0 8137773086
386 HW 2 1359 0 9662209200
388 SW 2 5037 0 8137773086
