   Time:s   IReque   IAccep   IBlock   IRelea    #Actv   TReque   TAccep   TBlock   TRelea
    1.000        0        0        0        0        0        0        0        0        0
    2.000        0        0        0        0        0        0        0        0        0
    3.000        0        0        0        0        0        0        0        0        0
    4.000        0        0        0        0        0        0        0        0        0
    5.000        0        0        0        0        0        0        0        0        0
    6.000        0        0        0        0        0        0        0        0        0
    7.000        0        0        0        0        0        0        0        0        0
    8.000        0        0        0        0        0        0        0        0        0
    9.000        0        0        0        0        0        0        0        0        0
   10.000        0        0        0        0        0        0        0        0        0
   11.000        0        0        0        0        0        0        0        0        0
   12.000        0        0        0        0        0        0        0        0        0
   13.000        0        0        0        0        0        0        0        0        0
   14.000        0        0        0        0        0        0        0        0        0
   15.000        0        0        0        0        0        0        0        0        0
   16.000        0        0        0        0        0        0        0        0        0
   17.000        0        0        0        0        0        0        0        0        0
   18.000        0        0        0        0        0        0        0        0        0
   19.000        0        0        0        0        0        0        0        0        0
   20.000        0        0        0        0        0        0        0        0        0
   21.000        0        0        0        0        0        0        0        0        0
   22.000        0        0        0        0        0        0        0        0        0
   23.000        0        0        0        0        0        0        0        0        0
   24.000        0        0        0        0        0        0        0        0        0
   25.000        0        0        0        0        0        0        0        0        0
   26.000        0        0        0        0        0        0        0        0        0
   27.000        0        0        0        0        0        0        0        0        0
   28.000        0        0        0        0        0        0        0        0        0
   29.000        0        0        0        0        0        0        0        0        0
   30.000        0        0        0        0        0        0        0        0        0
   31.000        0        0        0        0        0        0        0        0        0
   32.000        0        0        0        0        0        0        0        0        0
   33.000        0        0        0        0        0        0        0        0        0
   34.000        0        0        0        0        0        0        0        0        0
   35.000        0        0        0        0        0        0        0        0        0
   36.000        0        0        0        0        0        0        0        0        0
   37.000        0        0        0        0        0        0        0        0        0
   38.000        0        0        0        0        0        0        0        0        0
   39.000        0        0        0        0        0        0        0        0        0
   40.000        0        0        0        0        0        0        0        0        0
   41.000        0        0        0        0        0        0        0        0        0
   42.000        0        0        0        0        0        0        0        0        0
   43.000        0        0        0        0        0        0        0        0        0
   44.000        0        0        0        0        0        0        0        0        0
   45.000        1        0        1        0        0        1        0        1        0
   46.000       16        0       16        0        0       17        0       17        0
   47.000       27        0       27        0        0       44        0       44        0
   48.000       17        0       17        0        0       61        0       61        0
   49.000       28        0       28        0        0       89        0       89        0
   50.000       21        0       21        0        0      110        0      110        0
   51.000       17        0       17        0        0      127        0      127        0
   52.000       10        0       10        0        0      137        0      137        0
   53.000       18        0       18        0        0      155        0      155        0
   54.000       21        0       21        0        0      176        0      176        0
   55.000       12        0       12        0        0      188        0      188        0
   56.000       16        0       16        0        0      204        0      204        0
   57.000       14        0       14        0        0      218        0      218        0
   58.000       10        0       10        0        0      228        0      228        0
