   Time:s    ILoad   IMeter   IQueue    TLoad   TMeter   TQueue
   66.000    38741        0        0   690822        0        0
   67.000    39225        0        0   730047        0        0
   68.000    39982        0        0   770029        0        0
   69.000    41002        0        0   811031        0        0
   70.000    41203        0        0   852234        0        0
   71.000    42073        0        0   894307        0        0
   72.000    41489        0        0   935796        0        0
   73.000    41805        0        0   977601        0        0
   74.000    42125        0        0  1019726        0        0
   75.000    42130        0        0  1061856        0        0
   76.000    43264        0        0  1105120        0        0
   77.000    44657        0        0  1149777        0        0
   78.000    46702        0        0  1196479        0        0
   79.000    46761        0        0  1243240        0        0
   80.000    46154        0        0  1289394        0        0
   81.000    46902        0        0  1336296        0        0
   82.000    47368        0        0  1383664        0        0
   83.000    48091        0        0  1431755        0        0
   84.000    48588        0        0  1480343        0        0
   85.000    48237        0        0  1528580        0        0
   86.000    48862        0        0  1577442        0        0
   87.000    48825        0        0  1626267        0        0
   88.000    48415        0        0  1674682        0        0
   89.000    47879        0        0  1722561        0        0
   90.000    49086        0        0  1771647        0        0
   91.000    49576        0        0  1821223        0        0
   92.000    49572        0        0  1870795        0        0
   93.000    50199        0        0  1920994        0        0
   94.000    50661        0        0  1971655        0        0
   95.000    49404        0        0  2021059        0        0
   96.000    49048        0        0  2070107        0        0
   97.000    50151        0        0  2120258        0        0
   98.000    50093        0        0  2170351        0        0
   99.000    49267        0        0  2219618        0        0
  100.000    48055        0        0  2267673        0        0
  101.000    47348        0        0  2315021        0        0
  102.000    46994        0        0  2362015        0        0
  103.000    47581        0        0  2409596        0        0
  104.000    47184        0        0  2456780        0        0
  105.000    46281        0        0  2503061        0        0
  106.000    46626        0        0  2549687        0        0
  107.000    48117        0        0  2597804        0        0
  108.000    48271        0        0  2646075        0        0
  109.000    47859        0        0  2693934        0        0
  110.000    47892        0        0  2741826        0        0
  111.000    48743        0        0  2790569        0        0
  112.000    47760        0        0  2838329        0        0
  113.000    47599        0        0  2885928        0        0
  114.000    47058        0        0  2932986        0        0
  115.000    46981        0        0  2979967        0        0
  116.000    47883        0        0  3027850        0        0
  117.000    48111        0        0  3075961        0        0
  118.000    49321        0        0  3125282        0        0
  119.000    50098        0        0  3175380        0        0
  120.000    50043        0        0  3225423        0        0
  121.000    50589        0        0  3276012        0        0
  122.000    50854        0        0  3326866        0        0
  123.000    51881        0        0  3378747        0        0
  124.000    52930        0        0  3431677        0        0
  125.000    54222        0        0  3485899        0        0
  126.000    54994        0        0  3540893        0        0
  127.000    54759        0        0  3595652        0        0
  128.000    54520        0        0  3650172        0        0
  129.000    53940        0        0  3704112        0        0
  130.000    53735        0        0  3757847        0        0
  131.000    54276        0        0  3812123        0        0
  132.000    55284        0        0  3867407        0        0
  133.000    56013        0        0  3923420        0        0
  134.000    55228        0        0  3978648        0        0
  135.000    55769        0        0  4034417        0        0
  136.000    56047        0        0  4090464        0        0
  137.000    57169        0        0  4147633        0        0
  138.000    58744        0        0  4206377        0        0
  139.000    59591        0        0  4265968        0        0
  140.000    59592        0        0  4325560        0        0
  141.000    59874        0        0  4385434        0        0
  142.000    59620        0        0  4445054        0        0
  143.000    59456        0        0  4504510        0        0
  144.000    60115        0        0  4564625        0        0
  145.000    60402        0        0  4625027        0        0
  146.000    59746        0        0  4684773        0        0
  147.000    59531        0        0  4744304        0        0
  148.000    59488        0        0  4803792        0        0
  149.000    59368        0        0  4863160        0        0
  150.000    60129        0        0  4923289        0        0
  151.000    59288        0        0  4982577        0        0
  152.000    58258        0        0  5040835        0        0
  153.000    58573        0        0  5099408        0        0
  154.000    58209        0        0  5157617        0        0
  155.000    58409        0        0  5216026        0        0
  156.000    59874        0        0  5275900        0        0
  157.000    59800        0        0  5335700        0        0
  158.000    59405        0        0  5395105        0        0
  159.000    58502        0        0  5453607        0        0
  160.000    56820        0        0  5510427        0        0
  161.000    56013        0        0  5566440        0        0
  162.000    55873        0        0  5622313        0        0
  163.000    56253        0        0  5678566        0        0
  164.000    55495        0        0  5734061        0        0
  165.000    54185        0        0  5788246        0        0
  166.000    53651        0        0  5841897        0        0
  167.000    53808        0        0  5895705        0        0
  168.000    53882        0        0  5949587        0        0
  169.000    54001        0        0  6003588        0        0
  170.000    54422        0        0  6058010        0        0
  171.000    54783        0        0  6112793        0        0
  172.000    54200        0        0  6166993        0        0
  173.000    53871        0        0  6220864        0        0
  174.000    53952        0        0  6274816        0        0
  175.000    54936        0        0  6329752        0        0
  176.000    54987        0        0  6384739        0        0
  177.000    56531        0        0  6441270        0        0
  178.000    56582        0        0  6497852        0        0
  179.000    56002        0        0  6553854        0        0
  180.000    55494        0        0  6609348        0        0
  181.000    55627        0        0  6664975        0        0
  182.000    56548        0        0  6721523        0        0
  183.000    57336        0        0  6778859        0        0
  184.000    56978        0        0  6835837        0        0
  185.000    56197        0        0  6892034        0        0
  186.000    56548        0        0  6948582        0        0
  187.000    56169        0        0  7004751        0        0
  188.000    57060        0        0  7061811        0        0
  189.000    57221        0        0  7119032        0        0
  190.000    57352        0        0  7176384        0        0
  191.000    58554        0        0  7234938        0        0
  192.000    58453        0        0  7293391        0        0
  193.000    56055        0        0  7349446        0        0
  194.000    55832        0        0  7405278        0        0
  195.000    55975        0        0  7461253        0        0
  196.000    55918        0        0  7517171        0        0
  197.000    56441        0        0  7573612        0        0
  198.000    56888        0        0  7630500        0        0
  199.000    57410        0        0  7687910        0        0
  200.000    58146        0        0  7746056        0        0
  201.000    58388        0        0  7804444        0        0
  202.000    57289        0        0  7861733        0        0
  203.000    56380        0        0  7918113        0        0
  204.000    56367        0        0  7974480        0        0
  205.000    56054        0        0  8030534        0        0
  206.000    54518        0        0  8085052        0        0
  207.000    54611        0        0  8139663        0        0
  208.000    55060        0        0  8194723        0        0
  209.000    53882        0        0  8248605        0        0
  210.000    53188        0        0  8301793        0        0
  211.000    53028        0        0  8354821        0        0
  212.000    53290        0        0  8408111        0        0
  213.000    53154        0        0  8461265        0        0
  214.000    52021        0        0  8513286        0        0
  215.000    52610        0        0  8565896        0        0
  216.000    52449        0        0  8618345        0        0
  217.000    52006        0        0  8670351        0        0
  218.000    52779        0        0  8723130        0        0
  219.000    52453        0        0  8775583        0        0
  220.000    52821        0        0  8828404        0        0
  221.000    53323        0        0  8881727        0        0
  222.000    52722        0        0  8934449        0        0
  223.000    51740        0        0  8986189        0        0
  224.000    52502        0        0  9038691        0        0
  225.000    53675        0        0  9092366        0        0
  226.000    52955        0        0  9145321        0        0
  227.000    52492        0        0  9197813        0        0
  228.000    53511        0        0  9251324        0        0
  229.000    52870        0        0  9304194        0        0
  230.000    53226        0        0  9357420        0        0
  231.000    53354        0        0  9410774        0        0
  232.000    51957        0        0  9462731        0        0
  233.000    51678        0        0  9514409        0        0
  234.000    50944        0        0  9565353        0        0
  235.000    50701        0        0  9616054        0        0
  236.000    50736        0        0  9666790        0        0
  237.000    51209        0        0  9717999        0        0
  238.000    50795        0        0  9768794        0        0
  239.000    51099        0        0  9819893        0        0
  240.000    52425        0        0  9872318        0        0
  241.000    52964        0        0  9925282        0        0
  242.000    52867        0        0  9978149        0        0
  243.000    52930        0        0 10031079        0        0
  244.000    52005        0        0 10083084        0        0
  245.000    51693        0        0 10134777        0        0
  246.000    52174        0        0 10186951        0        0
  247.000    52500        0        0 10239451        0        0
  248.000    51943        0        0 10291394        0        0
  249.000    50946        0        0 10342340        0        0
  250.000    49657        0        0 10391997        0        0
  251.000    48800        0        0 10440797        0        0
  252.000    48012        0        0 10488809        0        0
  253.000    48611        0        0 10537420        0        0
  254.000    48291        0        0 10585711        0        0
  255.000    49053        0        0 10634764        0        0
  256.000    49181        0        0 10683945        0        0
  257.000    48934        0        0 10732879        0        0
  258.000    49118        0        0 10781997        0        0
  259.000    50287        0        0 10832284        0        0
  260.000    51345        0        0 10883629        0        0
  261.000    51800        0        0 10935429        0        0
  262.000    52187        0        0 10987616        0        0
  263.000    52353        0        0 11039969        0        0
  264.000    53521        0        0 11093490        0        0
  265.000    54537        0        0 11148027        0        0
  266.000    54978        0        0 11203005        0        0
  267.000    54843        0        0 11257848        0        0
  268.000    55410        0        0 11313258        0        0
  269.000    56269        0        0 11369527        0        0
  270.000    55253        0        0 11424780        0        0
  271.000    54406        0        0 11479186        0        0
  272.000    53783        0        0 11532969        0        0
  273.000    55050        0        0 11588019        0        0
  274.000    56918        0        0 11644937        0        0
  275.000    57525        0        0 11702462        0        0
