Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
11 HW 2 2 0 0
11 SW 24 24 0 0
15 HW 2 2 0 0
15 SW 63 63 0 0
19 HW 2 2 0 0
19 SW 84 84 0 55556928
23 HW 80 80 0 16334136
23 SW 111 114 0 55556928
27 HW 80 80 0 61396272
27 SW 143 146 0 55556928
31 HW 80 80 0 133715232
31 SW 169 175 0 95915232
35 HW 137 200 0 188609904
36 SW 186 212 0 95915232
39 HW 130 200 0 276062472
40 SW 150 248 0 95915232
43 HW 125 200 0 393165360
44 SW 187 285 0 102208176
47 HW 147 275 0 535139136
48 SW 200 325 0 102208176
51 HW 144 275 0 706631688
52 SW 185 355 0 102208176
56 HW 138 275 0 906380496
56 SW 222 399 0 104849640
60 HW 183 337 0 1132940088
60 SW 225 435 0 104849640
64 HW 153 337 0 1394079120
64 SW 247 476 0 104849640
68 HW 144 337 0 1672436808
68 SW 290 521 0 105204960
72 HW 191 394 0 1970687880
73 SW 267 556 0 105204960
76 HW 155 394 0 2284312968
77 SW 283 591 0 105204960
80 HW 144 394 0 2607679872
81 SW 323 640 0 105841512
84 HW 190 451 0 2935050552
85 SW 322 687 0 105841512
88 HW 140 451 0 3280669560
89 SW 354 738 0 105841512
92 HW 134 451 0 3615678864
93 SW 391 783 0 106766856
96 HW 191 518 0 3974521824
97 SW 370 840 0 106766856
100 HW 144 518 0 4341104712
102 SW 416 904 0 106766856
104 HW 137 518 0 4678673832
106 SW 442 941 0 106972488
108 HW 195 584 0 5021578800
110 SW 418 988 0 106972488
112 HW 131 584 0 5345736480
114 SW 443 1040 0 106972488
116 HW 118 584 0 5627614104
118 SW 450 1096 0 107302104
121 HW 196 669 0 5911414992
122 SW 432 1180 0 107302104
125 HW 129 669 0 6174211176
127 SW 474 1238 0 107302104
129 HW 120 669 0 6390744696
131 SW 507 1298 0 107421552
133 HW 200 750 0 6618382344
135 SW 458 1355 0 107421552
137 HW 119 750 0 6850831176
140 SW 484 1403 0 107421552
141 HW 115 750 0 7091281512
144 SW 510 1459 0 108098928
145 HW 199 838 0 7322951664
148 SW 464 1517 0 108098928
149 HW 127 838 0 7569028152
152 SW 495 1581 0 108098928
153 HW 121 838 0 7718682888
157 SW 515 1625 0 108322704
157 HW 197 920 0 7840820736
161 SW 457 1677 0 108322704
161 HW 116 920 0 7976258136
165 SW 496 1744 0 108322704
165 HW 114 920 0 8106193368
169 SW 511 1797 0 108968328
169 HW 112 920 0 8247022560
173 SW 475 1867 0 108968328
174 HW 124 1008 0 8402389632
178 HW 122 1008 0 8562635928
178 SW 514 1927 0 108968328
182 HW 119 1008 0 8721414072
182 SW 542 1985 0 109254096
186 HW 116 1089 0 8887381776
186 SW 490 2045 0 109254096
190 HW 109 1089 0 9051828408
190 SW 489 2081 0 109254096
194 HW 107 1089 0 9223505424
195 SW 497 2132 0 109570104
198 HW 120 1184 0 9387342720
199 SW 433 2197 0 109570104
202 HW 119 1184 0 9559733400
203 SW 462 2246 0 109570104
206 HW 116 1184 0 9684131688
207 SW 503 2307 0 110004048
210 HW 200 1268 0 9814875840
211 SW 444 2372 0 110004048
214 HW 109 1268 0 9945536832
216 SW 463 2415 0 110004048
218 HW 108 1268 0 10077061176
220 SW 512 2482 0 110679912
222 HW 199 1361 0 10178471016
224 SW 454 2543 0 110679912
226 HW 114 1361 0 10252506096
228 SW 478 2589 0 110679912
230 HW 112 1361 0 10324040328
233 SW 534 2657 0 111392064
234 HW 197 1452 0 10393427520
237 SW 463 2709 0 111392064
238 HW 114 1452 0 10456984440
241 SW 484 2753 0 111392064
242 HW 112 1452 0 10530258984
245 SW 529 2818 0 112013496
247 HW 197 1541 0 10615860864
249 SW 474 2869 0 112013496
251 HW 117 1541 0 10712364264
253 SW 502 2922 0 112013496
255 HW 117 1541 0 10822197456
258 SW 531 2976 0 112718088
259 HW 196 1625 0 10940570424
262 SW 487 3035 0 112718088
263 HW 116 1625 0 11067814296
266 SW 509 3085 0 112718088
267 HW 114 1625 0 11202863112
270 SW 550 3147 0 113291136
271 HW 197 1712 0 11332904184
275 SW 501 3210 0 113291136
275 HW 126 1712 0 11476495800
279 SW 543 3274 0 113291136
279 HW 124 1712 0 11616432912
283 SW 591 3344 0 113513400
283 HW 122 1712 0 11762242632
287 SW 533 3405 0 113513400
287 HW 120 1790 0 11917378368
291 SW 565 3468 0 113513400
291 HW 118 1790 0 12077946720
295 HW 116 1790 0 12246093216
296 SW 576 3538 0 113957928
299 HW 123 1874 0 12424107024
300 SW 506 3595 0 113957928
304 HW 122 1874 0 12601643040
304 SW 513 3642 0 113957928
308 HW 117 1874 0 12749980824
308 SW 503 3691 0 114361632
312 HW 115 1957 0 12869262504
312 SW 443 3744 0 114361632
316 HW 114 1957 0 12998509776
317 SW 470 3799 0 114361632
320 HW 111 1957 0 13132740600
321 SW 487 3854 0 114710904
324 HW 199 2046 0 13266226008
325 SW 422 3910 0 114710904
328 HW 119 2046 0 13410662832
329 SW 446 3962 0 114710904
332 HW 116 2046 0 13556468016
333 SW 476 4022 0 115507728
336 HW 198 2130 0 13691212920
337 SW 422 4079 0 115507728
340 HW 112 2130 0 13833717408
342 SW 450 4133 0 115507728
344 HW 109 2130 0 13975031952
346 SW 479 4186 0 116109504
348 HW 197 2223 0 14081339160
350 SW 406 4230 0 116109504
352 HW 118 2223 0 14197549968
354 SW 425 4279 0 116109504
356 HW 114 2223 0 14301847728
358 SW 462 4341 0 117015192
360 HW 200 2310 0 14411153232
362 SW 432 4409 0 117015192
364 HW 111 2310 0 14535734472
367 SW 461 4452 0 117015192
368 HW 110 2310 0 14671906704
371 SW 519 4523 0 117793872
373 HW 196 2404 0 14778613080
375 SW 443 4576 0 117793872
377 HW 129 2404 0 14905708776
379 SW 477 4645 0 117793872
381 HW 127 2404 0 15043938840
384 SW 509 4697 0 118108368
385 HW 199 2481 0 15193483200
388 SW 429 4724 0 118108368
389 HW 116 2481 0 15363456192
392 SW 436 4755 0 118108368
393 HW 116 2481 0 15554334096
396 SW 431 4786 0 118238400
397 HW 199 2565 0 15749360928
400 SW 337 4804 0 118238400
401 HW 124 2565 0 15956426304
404 SW 340 4831 0 118238400
405 HW 123 2565 0 16174533816
409 SW 327 4854 0 119095704
409 HW 199 2645 0 16370664408
413 SW 244 4874 0 119095704
