Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
22 HW 26 261 7894 33852168
36 SW 222 8475 0 961172352
37 HW 43 502 13786 139536432
39 SW 354 8576 0 2010155616
52 HW 47 724 14180 322114968
53 SW 322 8799 0 3591845208
67 HW 67 875 14180 632785608
69 SW 265 8911 0 5724876528
82 HW 77 957 14180 1099136304
83 SW 251 8982 0 8211912408
97 HW 76 989 14180 1763044920
97 SW 184 9007 0 11018122416
112 HW 68 1024 14180 2526666912
113 SW 153 9126 0 13507969104
127 HW 49 1027 14180 3291590736
128 SW 92 9194 0 15603322896
142 HW 33 1054 14180 3766419216
143 SW 52 9216 0 16465096368
157 HW 20 1064 14180 4040073072
158 SW 28 9240 0 16880580360
172 HW 12 1067 14180 4177607616
172 SW 16 9242 0 17176840128
187 SW 19 9263 0 17420566968
187 HW 13 1069 14180 4324770576
202 SW 7 9263 0 17545671360
202 HW 4 1072 14180 4336924032
217 SW 13 9270 0 17657833119
217 HW 2 1072 14180 4336924032
232 SW 4 9271 0 17770617735
232 HW 2 1072 14180 4336924032
247 HW 2 1072 14180 4336924032
247 SW 5 9285 0 17770667631
262 SW 2 9285 0 17770667631
262 HW 2 1072 14180 4336924032
