Ping 10.0.0.1 via ports 65535->7001
Reply from 10.0.0.1 seq=0 time=0.757999 ms
Reply from 10.0.0.1 seq=1 time=1.238 ms
Reply from 10.0.0.1 seq=2 time=1.478 ms
Reply from 10.0.0.1 seq=3 time=1.718 ms
Reply from 10.0.0.1 seq=4 time=1.718 ms
Reply from 10.0.0.1 seq=5 time=1.718 ms
Reply from 10.0.0.1 seq=6 time=1.718 ms
Reply from 10.0.0.1 seq=7 time=1.998 ms
Reply from 10.0.0.1 seq=8 time=1.998 ms
Reply from 10.0.0.1 seq=9 time=1.998 ms
Reply from 10.0.0.1 seq=10 time=1.998 ms
Reply from 10.0.0.1 seq=11 time=1.998 ms
Reply from 10.0.0.1 seq=12 time=1.598 ms
Reply from 10.0.0.1 seq=13 time=1.80273 ms
Reply from 10.0.0.1 seq=14 time=1.838 ms
Reply from 10.0.0.1 seq=15 time=1.838 ms
Reply from 10.0.0.1 seq=16 time=2.038 ms
Reply from 10.0.0.1 seq=17 time=2.038 ms
Reply from 10.0.0.1 seq=18 time=2.078 ms
Reply from 10.0.0.1 seq=19 time=2.078 ms
Reply from 10.0.0.1 seq=20 time=2.318 ms
Reply from 10.0.0.1 seq=21 time=2.318 ms
Reply from 10.0.0.1 seq=22 time=1.918 ms
Reply from 10.0.0.1 seq=23 time=1.918 ms
Reply from 10.0.0.1 seq=24 time=2.12811 ms
Reply from 10.0.0.1 seq=25 time=2.118 ms
Reply from 10.0.0.1 seq=26 time=2.16984 ms
Reply from 10.0.0.1 seq=27 time=2.16823 ms
Reply from 10.0.0.1 seq=28 time=2.198 ms
Reply from 10.0.0.1 seq=29 time=2.40545 ms
Reply from 10.0.0.1 seq=30 time=2.398 ms
Reply from 10.0.0.1 seq=31 time=2.398 ms
Reply from 10.0.0.1 seq=32 time=2.39949 ms
Reply from 10.0.0.1 seq=33 time=2.40071 ms
Reply from 10.0.0.1 seq=34 time=2.42108 ms
Reply from 10.0.0.1 seq=35 time=2.41017 ms
Reply from 10.0.0.1 seq=36 time=2.398 ms
Reply from 10.0.0.1 seq=37 time=2.398 ms
Reply from 10.0.0.1 seq=38 time=2.398 ms
Reply from 10.0.0.1 seq=39 time=2.40553 ms
Reply from 10.0.0.1 seq=40 time=2.598 ms
Reply from 10.0.0.1 seq=41 time=2.60451 ms
Reply from 10.0.0.1 seq=42 time=2.598 ms
Reply from 10.0.0.1 seq=43 time=2.61918 ms
Reply from 10.0.0.1 seq=44 time=2.61196 ms
Reply from 10.0.0.1 seq=45 time=2.60575 ms
Reply from 10.0.0.1 seq=46 time=2.59834 ms
Reply from 10.0.0.1 seq=47 time=2.64643 ms
Reply from 10.0.0.1 seq=48 time=2.64808 ms
Reply from 10.0.0.1 seq=49 time=2.66258 ms
Reply from 10.0.0.1 seq=50 time=2.64665 ms
Reply from 10.0.0.1 seq=51 time=2.64352 ms
Reply from 10.0.0.1 seq=52 time=2.638 ms
Reply from 10.0.0.1 seq=53 time=2.638 ms
Reply from 10.0.0.1 seq=54 time=2.6751 ms
Reply from 10.0.0.1 seq=55 time=2.638 ms
Reply from 10.0.0.1 seq=56 time=2.70685 ms
Reply from 10.0.0.1 seq=57 time=2.70156 ms
Reply from 10.0.0.1 seq=58 time=2.678 ms
Reply from 10.0.0.1 seq=59 time=2.678 ms
Reply from 10.0.0.1 seq=60 time=2.678 ms
Reply from 10.0.0.1 seq=61 time=2.68069 ms
Reply from 10.0.0.1 seq=62 time=2.6896 ms
Reply from 10.0.0.1 seq=63 time=2.69481 ms
Reply from 10.0.0.1 seq=64 time=2.68348 ms
Reply from 10.0.0.1 seq=65 time=2.68264 ms
Reply from 10.0.0.1 seq=66 time=2.678 ms
Reply from 10.0.0.1 seq=67 time=2.70594 ms
Reply from 10.0.0.1 seq=68 time=2.71057 ms
Reply from 10.0.0.1 seq=69 time=2.678 ms
Reply from 10.0.0.1 seq=70 time=2.678 ms
Reply from 10.0.0.1 seq=71 time=2.678 ms
Reply from 10.0.0.1 seq=72 time=2.678 ms
Reply from 10.0.0.1 seq=73 time=2.68211 ms
Reply from 10.0.0.1 seq=74 time=2.678 ms
Reply from 10.0.0.1 seq=75 time=2.70346 ms
Reply from 10.0.0.1 seq=76 time=2.88188 ms
Reply from 10.0.0.1 seq=77 time=2.878 ms
Reply from 10.0.0.1 seq=78 time=2.90149 ms
Reply from 10.0.0.1 seq=79 time=2.88269 ms
Reply from 10.0.0.1 seq=80 time=2.90085 ms
Reply from 10.0.0.1 seq=81 time=2.89278 ms
Reply from 10.0.0.1 seq=82 time=2.878 ms
Reply from 10.0.0.1 seq=83 time=2.90037 ms
Reply from 10.0.0.1 seq=84 time=2.90933 ms
Reply from 10.0.0.1 seq=85 time=2.878 ms
Reply from 10.0.0.1 seq=86 time=2.87948 ms
Reply from 10.0.0.1 seq=87 time=2.88194 ms
Reply from 10.0.0.1 seq=88 time=2.909 ms
Reply from 10.0.0.1 seq=89 time=2.91976 ms
Reply from 10.0.0.1 seq=90 time=2.918 ms
Reply from 10.0.0.1 seq=91 time=2.92974 ms
Reply from 10.0.0.1 seq=92 time=2.93459 ms
Reply from 10.0.0.1 seq=93 time=2.94009 ms
Reply from 10.0.0.1 seq=94 time=2.91966 ms
Reply from 10.0.0.1 seq=95 time=2.96272 ms
Reply from 10.0.0.1 seq=96 time=2.92835 ms
Reply from 10.0.0.1 seq=97 time=2.93674 ms
Reply from 10.0.0.1 seq=98 time=2.97051 ms
Reply from 10.0.0.1 seq=99 time=2.9204 ms
Reply from 10.0.0.1 seq=100 time=2.93464 ms
Reply from 10.0.0.1 seq=101 time=2.93376 ms
Reply from 10.0.0.1 seq=102 time=2.92437 ms
Reply from 10.0.0.1 seq=103 time=2.93488 ms
Reply from 10.0.0.1 seq=104 time=2.92752 ms
Reply from 10.0.0.1 seq=105 time=2.92575 ms
Reply from 10.0.0.1 seq=106 time=2.92966 ms
Reply from 10.0.0.1 seq=107 time=2.918 ms
Reply from 10.0.0.1 seq=108 time=2.92743 ms
Reply from 10.0.0.1 seq=109 time=2.94207 ms
Reply from 10.0.0.1 seq=110 time=2.918 ms
Reply from 10.0.0.1 seq=111 time=2.92251 ms
Reply from 10.0.0.1 seq=112 time=2.92439 ms
Reply from 10.0.0.1 seq=113 time=2.98132 ms
Reply from 10.0.0.1 seq=114 time=2.93132 ms
Reply from 10.0.0.1 seq=115 time=2.94154 ms
Reply from 10.0.0.1 seq=116 time=2.92046 ms
Reply from 10.0.0.1 seq=117 time=2.98107 ms
Reply from 10.0.0.1 seq=118 time=2.918 ms
Reply from 10.0.0.1 seq=119 time=2.91904 ms
Reply from 10.0.0.1 seq=120 time=2.91886 ms
Reply from 10.0.0.1 seq=121 time=2.94278 ms
Reply from 10.0.0.1 seq=122 time=2.94023 ms
Reply from 10.0.0.1 seq=123 time=2.918 ms
Reply from 10.0.0.1 seq=124 time=2.918 ms
Reply from 10.0.0.1 seq=125 time=2.93497 ms
Reply from 10.0.0.1 seq=126 time=2.93156 ms
Reply from 10.0.0.1 seq=127 time=2.918 ms
Reply from 10.0.0.1 seq=128 time=2.93455 ms
Reply from 10.0.0.1 seq=129 time=2.92262 ms
Reply from 10.0.0.1 seq=130 time=2.918 ms
Reply from 10.0.0.1 seq=131 time=2.92372 ms
Reply from 10.0.0.1 seq=132 time=2.9359 ms
Reply from 10.0.0.1 seq=133 time=2.9255 ms
Reply from 10.0.0.1 seq=134 time=2.93168 ms
Reply from 10.0.0.1 seq=135 time=2.94893 ms
Reply from 10.0.0.1 seq=136 time=2.95797 ms
Reply from 10.0.0.1 seq=137 time=2.95125 ms
Reply from 10.0.0.1 seq=138 time=2.97657 ms
Reply from 10.0.0.1 seq=139 time=2.92863 ms
Reply from 10.0.0.1 seq=140 time=2.94634 ms
Reply from 10.0.0.1 seq=141 time=2.918 ms
Reply from 10.0.0.1 seq=142 time=2.918 ms
Reply from 10.0.0.1 seq=143 time=2.92379 ms
Reply from 10.0.0.1 seq=144 time=2.95075 ms
Reply from 10.0.0.1 seq=145 time=2.918 ms
Reply from 10.0.0.1 seq=146 time=2.96505 ms
Reply from 10.0.0.1 seq=147 time=2.92868 ms
Reply from 10.0.0.1 seq=148 time=2.93553 ms
Reply from 10.0.0.1 seq=149 time=2.92316 ms
Reply from 10.0.0.1 seq=150 time=2.95477 ms
Reply from 10.0.0.1 seq=151 time=2.918 ms
Reply from 10.0.0.1 seq=152 time=2.918 ms
Reply from 10.0.0.1 seq=153 time=2.918 ms
Reply from 10.0.0.1 seq=154 time=2.93393 ms
Reply from 10.0.0.1 seq=155 time=2.918 ms
Reply from 10.0.0.1 seq=156 time=2.918 ms
Reply from 10.0.0.1 seq=157 time=2.93646 ms
Reply from 10.0.0.1 seq=158 time=2.92048 ms
Reply from 10.0.0.1 seq=159 time=2.918 ms
Reply from 10.0.0.1 seq=160 time=2.94012 ms
Reply from 10.0.0.1 seq=161 time=2.93082 ms
Reply from 10.0.0.1 seq=162 time=2.9228 ms
Reply from 10.0.0.1 seq=163 time=2.9325 ms
Reply from 10.0.0.1 seq=164 time=2.9206 ms
Reply from 10.0.0.1 seq=165 time=2.92226 ms
Reply from 10.0.0.1 seq=166 time=2.96306 ms
Reply from 10.0.0.1 seq=167 time=2.93598 ms
Reply from 10.0.0.1 seq=168 time=2.93807 ms
Reply from 10.0.0.1 seq=169 time=2.94649 ms
Reply from 10.0.0.1 seq=170 time=2.92857 ms
Reply from 10.0.0.1 seq=171 time=2.93214 ms
Reply from 10.0.0.1 seq=172 time=2.92367 ms
Reply from 10.0.0.1 seq=173 time=2.92638 ms
Reply from 10.0.0.1 seq=174 time=2.91892 ms
Reply from 10.0.0.1 seq=175 time=2.91999 ms
Reply from 10.0.0.1 seq=176 time=2.918 ms
Reply from 10.0.0.1 seq=177 time=2.92147 ms
Reply from 10.0.0.1 seq=178 time=2.918 ms
Reply from 10.0.0.1 seq=179 time=2.92185 ms
Reply from 10.0.0.1 seq=180 time=2.92706 ms
Reply from 10.0.0.1 seq=181 time=2.918 ms
Reply from 10.0.0.1 seq=182 time=2.918 ms
Reply from 10.0.0.1 seq=183 time=2.95766 ms
Reply from 10.0.0.1 seq=184 time=2.92351 ms
Reply from 10.0.0.1 seq=185 time=2.92706 ms
Reply from 10.0.0.1 seq=186 time=2.92107 ms
Reply from 10.0.0.1 seq=187 time=2.93369 ms
Reply from 10.0.0.1 seq=188 time=2.93987 ms
Reply from 10.0.0.1 seq=189 time=2.9188 ms
Reply from 10.0.0.1 seq=190 time=2.92447 ms
Reply from 10.0.0.1 seq=191 time=2.96875 ms
Reply from 10.0.0.1 seq=192 time=2.94268 ms
Reply from 10.0.0.1 seq=193 time=2.94309 ms
Reply from 10.0.0.1 seq=194 time=2.918 ms
Reply from 10.0.0.1 seq=195 time=2.91978 ms
