  Cookie                 SRCIP          DSTIP       SRCPort  DSTPort  Protocol  NumSwitches Active   InCache  Blocked  Direction  TimeCreated  TimeFinished      ExpBytes           Rate
0x0040032710753011       10.0.0.4       10.0.0.3    10000    30000    17        0           0        0        0        1          1.05943              82.6       4970964         503767
0x0040032711753111       10.0.0.4       10.0.0.3    10001    30001    17        0           0        0        0        1          3.28072              70.1       2671192         320290
0x0040032712753211       10.0.0.4       10.0.0.3    10002    30002    17        0           0        0        0        1          3.66918             112.5       3612628         271802
0x0040032713753311       10.0.0.4       10.0.0.3    10003    30003    17        0           0        0        0        1          7.07938             108.5       3391292         291973
0x0040032714753411       10.0.0.4       10.0.0.3    10004    30004    17        0           0        0        0        1          10.9641              94.6       3265464         330529
0x0040032715753511       10.0.0.4       10.0.0.3    10005    30005    17        0           0        0        0        1          12.6571             129.3      11456412         853817
0x0040032716753611       10.0.0.4       10.0.0.3    10006    30006    17        0           0        0        0        1          15.2951              87.5       5540980         685076
0x0040032717753711       10.0.0.4       10.0.0.3    10007    30007    17        0           0        0        0        1          20.2372              96.5       8836764        1013350
0x0040032718753811       10.0.0.4       10.0.0.3    10008    30008    17        0           0        0        0        1          20.3948             123.4       6573376         527954
0x0040032719753911       10.0.0.4       10.0.0.3    10009    30009    17        0           0        0        0        1          20.4343              80.4       5985168         803841
0x004003271a753a11       10.0.0.4       10.0.0.3    10010    30010    17        0           0        0        0        1          22.6181                91       4749628         563905
0x004003271b753b11       10.0.0.4       10.0.0.3    10011    30011    17        0           0        0        0        1          23.2449              70.1       2240648         383384
0x004003271c753c11       10.0.0.4       10.0.0.3    10012    30012    17        0           0        0        0        1          30.6498             147.9      21492332        1572366
0x004003271d753d11       10.0.0.4       10.0.0.3    10013    30013    17        0           0        0        0        1          37.7392             116.7      11683812        1293515
0x004003271e753e11       10.0.0.4       10.0.0.3    10014    30014    17        0           0        0        0        1          37.8913             107.2       2402860         309503
0x004003271f753f11       10.0.0.4       10.0.0.3    10015    30015    17        0           0        0        0        1          37.9663               126       2616616         255174
0x0040032720754011       10.0.0.4       10.0.0.3    10016    30016    17        0           0        0        0        1          38.5642                74        145536          37036
0x0040032721754111       10.0.0.4       10.0.0.3    10017    30017    17        0           0        0        0        1          38.7884             125.2      10054112         990411
0x0040032722754211       10.0.0.4       10.0.0.3    10018    30018    17        0           0        0        0        1          39.3302             100.6       4366080         575716
0x0040032723754311       10.0.0.4       10.0.0.3    10019    30019    17        0           0        0        0        1          39.7264              92.7       1966252         312888
0x0040032724754411       10.0.0.4       10.0.0.3    10020    30020    17        0           0        0        0        1          41.5625             122.4       2158784         220178
0x0040032725754511       10.0.0.4       10.0.0.3    10021    30021    17        0           0        0        0        1          44.2827             159.3       4980060         376858
0x0040032726754611       10.0.0.4       10.0.0.3    10022    30022    17        0           0        0        0        1          44.4316             143.2       1822232         152538
0x0040032727754711       10.0.0.4       10.0.0.3    10023    30023    17        0           0        0        0        1           45.332               100       5301452         775803
0x0040032728754811       10.0.0.4       10.0.0.3    10024    30024    17        0           0        0        0        1          48.9696               101       1359852         213183
0x0040032729754911       10.0.0.4       10.0.0.3    10025    30025    17        0           0        0        0        1          51.7328             152.3        911116          74174
0x004003272a754a11       10.0.0.4       10.0.0.3    10026    30026    17        0           0        0        0        1          53.2538             170.9      18475492        1266027
0x004003272b754b11       10.0.0.4       10.0.0.3    10027    30027    17        0           0        0        0        1          54.0571             173.6       5610716         387136
0x004003272c754c11       10.0.0.4       10.0.0.3    10028    30028    17        0           0        0        0        1          54.4599             170.1      47200660        3268175
0x004003272d754d11       10.0.0.4       10.0.0.3    10029    30029    17        0           0        0        0        1          54.7815             118.2       5876016         851310
0x004003272e754e11       10.0.0.4       10.0.0.3    10030    30030    17        0           0        0        0        1          55.7631               133      16947364        1826301
0x004003272f754f11       10.0.0.4       10.0.0.3    10031    30031    17        0           0        0        0        1          55.9774              94.6       2989552         702956
0x0040032730755011       10.0.0.4       10.0.0.3    10032    30032    17        0           0        0        0        1          60.4165             138.7       5351480         615258
0x0040032731755111       10.0.0.4       10.0.0.3    10033    30033    17        0           0        0        0        1          61.9505               101        701908         147578
0x0040032732755211       10.0.0.4       10.0.0.3    10034    30034    17        0           0        0        0        1          62.0695               163      13231648        1080901
0x0040032733755311       10.0.0.4       10.0.0.3    10035    30035    17        0           0        0        0        1          63.4485             168.8      27101532        2245560
0x0040032734755411       10.0.0.4       10.0.0.3    10036    30036    17        0           0        0        0        1          72.2669             170.8      27360768        2239632
0x0040032735755511       10.0.0.4       10.0.0.3    10037    30037    17        0           0        0        0        1          75.1379             174.2      47644848        4018031
0x0040032736755611       10.0.0.4       10.0.0.3    10038    30038    17        0           0        0        0        1          75.5393             144.9      15764884        1956527
0x0040032737755711       10.0.0.4       10.0.0.3    10039    30039    17        0           0        0        0        1          78.6987             188.9      12898128        1018594
0x0040032738755811       10.0.0.4       10.0.0.3    10040    30040    17        0           0        0        0        1            79.52             163.4      10572584        1050952
0x0040032739755911       10.0.0.4       10.0.0.3    10041    30041    17        0           0        0        0        1          82.8502               144        762548         106743
0x004003273a755a11       10.0.0.4       10.0.0.3    10042    30042    17        0           0        0        0        1          83.7414             181.9       9356752         777634
0x004003273b755b11       10.0.0.4       10.0.0.3    10043    30043    17        0           0        0        0        1           83.802             121.8       2768216         611794
0x004003273c755c11       10.0.0.4       10.0.0.3    10044    30044    17        0           0        0        0        1          91.9364             167.8       3012292         354056
0x004003273d755d11       10.0.0.4       10.0.0.3    10045    30045    17        0           0        0        0        1          95.2601             172.4       4945192         529323
0x004003273e755e11       10.0.0.4       10.0.0.3    10046    30046    17        0           0        0        0        1          98.0252             150.8        667040         102671
0x004003273f755f11       10.0.0.4       10.0.0.3    10047    30047    17        0           0        0        0        1          100.784             199.9      10386116         931327
0x0040032740756011       10.0.0.4       10.0.0.3    10048    30048    17        0           0        0        0        1          101.984             140.5        730712         153769
0x0040032741756111       10.0.0.4       10.0.0.3    10049    30049    17        0           0        0        0        1          102.715             250.1       3392808         184285
0x0040032742756211       10.0.0.4       10.0.0.3    10050    30050    17        0           0        0        0        1          105.128             178.1       2230036         275008
0x0040032743756311       10.0.0.4       10.0.0.3    10051    30051    17        0           0        0        0        1          106.646               210        653396          50575
0x0040032744756411       10.0.0.4       10.0.0.3    10052    30052    17        0           0        0        0        1           107.54             205.2       3853672         333433
0x0040032745756511       10.0.0.4       10.0.0.3    10053    30053    17        0           0        0        0        1          107.738             163.4       2997132         458789
0x0040032746756611       10.0.0.4       10.0.0.3    10054    30054    17        0           0        0        0        1           115.18             159.3       1858616         427025
0x0040032747756711       10.0.0.4       10.0.0.3    10055    30055    17        0           0        0        0        1          118.238             250.1        965692          58632
0x0040032748756811       10.0.0.4       10.0.0.3    10056    30056    17        0           0        0        0        1          119.194             154.3        779224         202357
0x0040032749756911       10.0.0.4       10.0.0.3    10057    30057    17        0           0        0        0        1           122.29             215.1       6724976         613385
0x004003274a756a11       10.0.0.4       10.0.0.3    10058    30058    17        0           0        0        0        1          123.515             162.8        556372         121995
0x004003274b756b11       10.0.0.4       10.0.0.3    10059    30059    17        0           0        0        0        1          124.577             250.1       2210328         140984
0x004003274c756c11       10.0.0.4       10.0.0.3    10060    30060    17        0           0        0        0        1          125.615             207.4        603368          64891
0x004003274d756d11       10.0.0.4       10.0.0.3    10061    30061    17        0           0        0        0        1          129.638               204        280460          31887
0x004003274e756e11       10.0.0.4       10.0.0.3    10062    30062    17        0           0        0        0        1          131.797             180.1       1391688         230972
0x004003274f756f11       10.0.0.4       10.0.0.3    10063    30063    17        0           0        0        0        1           132.06             179.1       1082424         228237
0x0040032750757011       10.0.0.4       10.0.0.3    10064    30064    17        0           0        0        0        1          133.478             254.5      36376420        2497474
0x0040032751757111       10.0.0.4       10.0.0.3    10065    30065    17        0           0        0        0        1          134.619             200.8       1631216         199595
0x0040032752757211       10.0.0.4       10.0.0.3    10066    30066    17        0           0        0        0        1          135.071             250.1       3864284         268985
0x0040032753757311       10.0.0.4       10.0.0.3    10067    30067    17        0           0        0        0        1          136.283             263.3       2783376         179983
0x0040032754757411       10.0.0.4       10.0.0.3    10068    30068    17        0           0        0        0        1          137.016             187.4       3486800         648955
0x0040032755757511       10.0.0.4       10.0.0.3    10069    30069    17        0           0        0        0        1          137.191             252.4      26771044        1898509
0x0040032756757611       10.0.0.4       10.0.0.3    10070    30070    17        0           0        0        0        1          137.339             182.6       5005832         938710
0x0040032757757711       10.0.0.4       10.0.0.3    10071    30071    17        0           0        0        0        1          138.177             175.7       1071812         269441
0x0040032758757811       10.0.0.4       10.0.0.3    10072    30072    17        0           0        0        0        1          138.931             250.1       1258280          90630
0x0040032759757911       10.0.0.4       10.0.0.3    10073    30073    17        0           0        0        0        1          139.359             186.7       1015720         199938
0x004003275a757a11       10.0.0.4       10.0.0.3    10074    30074    17        0           0        0        0        1          139.923               190        107636          17195
0x004003275b757b11       10.0.0.4       10.0.0.3    10075    30075    17        0           0        0        0        1           144.43               212       5524304         674001
0x004003275c757c11       10.0.0.4       10.0.0.3    10076    30076    17        0           0        0        0        1          144.576             250.1      14972016        1136139
0x004003275d757d11       10.0.0.4       10.0.0.3    10077    30077    17        0           0        0        0        1           145.85             189.2       1264344         296182
0x004003275e757e11       10.0.0.4       10.0.0.3    10078    30078    17        0           0        0        0        1          147.468             219.6       4787528         612488
0x004003275f757f11       10.0.0.4       10.0.0.3    10079    30079    17        0           0        0        0        1          149.759             192.6       3542892         704337
0x0040032760758011       10.0.0.4       10.0.0.3    10080    30080    17        0           0        0        0        1          154.092             256.2      18796884        1567911
0x0040032761758111       10.0.0.4       10.0.0.3    10081    30081    17        0           0        0        0        1          156.332             207.3        127344          23329
0x0040032762758211       10.0.0.4       10.0.0.3    10082    30082    17        0           0        0        0        1          156.829             250.1       3165408         271792
0x0040032763758311       10.0.0.4       10.0.0.3    10083    30083    17        0           0        0        0        1          161.054             264.9       8087860         653920
0x0040032764758411       10.0.0.4       10.0.0.3    10084    30084    17        0           0        0        0        1          162.035             257.2      10055628         914511
0x0040032765758511       10.0.0.4       10.0.0.3    10085    30085    17        0           0        0        0        1          164.279             256.7        850476          79371
0x0040032766758611       10.0.0.4       10.0.0.3    10086    30086    17        0           0        0        0        1          166.674             210.1       1108196         204624
0x0040032767758711       10.0.0.4       10.0.0.3    10087    30087    17        0           0        0        0        1          166.909             211.3        900504         167181
0x0040032768758811       10.0.0.4       10.0.0.3    10088    30088    17        0           0        0        0        1          170.151             207.3        523020         140179
0x0040032769758911       10.0.0.4       10.0.0.3    10089    30089    17        0           0        0        0        1          175.699             278.8         33352           2829
0x004003276a758a11       10.0.0.4       10.0.0.3    10090    30090    17        0           0        0        0        1          177.012             253.4        648848          71118
0x004003276b758b11       10.0.0.4       10.0.0.3    10091    30091    17        0           0        0        0        1           178.03             266.1      13985100        1364896
0x004003276c758c11       10.0.0.4       10.0.0.3    10092    30092    17        0           0        0        0        1          178.532             292.3      25400580        1822991
0x004003276d758d11       10.0.0.4       10.0.0.3    10093    30093    17        0           0        0        0        1          183.903             269.9        794384          83513
0x004003276e758e11       10.0.0.4       10.0.0.3    10094    30094    17        0           0        0        0        1          188.299               284       7464784         651227
0x004003276f758f11       10.0.0.4       10.0.0.3    10095    30095    17        0           0        0        0        1          189.713             250.1       1766140         234365
0x0040032770759011       10.0.0.4       10.0.0.3    10096    30096    17        0           0        0        0        1          190.101             279.2       1011172         101244
0x0040032771759111       10.0.0.4       10.0.0.3    10097    30097    17        0           0        0        0        1          191.791             314.4      91728612        6207890
0x0040032772759211       10.0.0.4       10.0.0.3    10098    30098    17        0           0        0        0        1          192.742               276        748904          77548
0x0040032773759311       10.0.0.4       10.0.0.3    10099    30099    17        0           0        0        0        1          192.905             250.1       4223576         591798
0x0040032774759411       10.0.0.4       10.0.0.3    10100    30100    17        0           0        0        0        1          194.603             258.8       2610552         376994
0x0040032775759511       10.0.0.4       10.0.0.3    10101    30101    17        0           0        0        0        1          195.559             312.8      10836368         757518
0x0040032776759611       10.0.0.4       10.0.0.3    10102    30102    17        0           0        0        0        1          197.012             305.9       3595952         279329
0x0040032777759711       10.0.0.4       10.0.0.3    10103    30103    17        0           0        0        0        1          199.804             282.4        788320          78639
0x0040032778759811       10.0.0.4       10.0.0.3    10104    30104    17        0           0        0        0        1          204.181             258.6        286524          50026
0x0040032779759911       10.0.0.4       10.0.0.3    10105    30105    17        0           0        0        0        1          206.193             296.5      13536364        1292139
0x004003277a759a11       10.0.0.4       10.0.0.3    10106    30106    17        0           0        0        0        1          207.846             333.4       9669048         633239
0x004003277b759b11       10.0.0.4       10.0.0.3    10107    30107    17        0           0        0        0        1          208.015             289.1       3007744         334264
0x004003277c759c11       10.0.0.4       10.0.0.3    10108    30108    17        0           0        0        0        1          208.281             266.7      12952704        2003561
0x004003277d759d11       10.0.0.4       10.0.0.3    10109    30109    17        0           0        0        0        1          210.318             252.2       5036152        1015301
0x004003277e759e11       10.0.0.4       10.0.0.3    10110    30110    17        0           0        0        0        1          214.558             330.2       1385624          96022
0x004003277f759f11       10.0.0.4       10.0.0.3    10111    30111    17        0           0        0        0        1          218.385             274.3       8991396        1393614
0x004003278075a011       10.0.0.4       10.0.0.3    10112    30112    17        0           0        0        0        1          223.265             313.5        936888          86414
0x004003278175a111       10.0.0.4       10.0.0.3    10113    30113    17        0           0        0        0        1          226.599             339.3       3495896         270473
0x004003278275a211       10.0.0.4       10.0.0.3    10114    30114    17        0           0        0        0        1          226.781             325.6       2170912         186306
0x004003278375a311       10.0.0.4       10.0.0.3    10115    30115    17        0           0        0        0        1          227.965             269.6       1067264         266521
0x004003278475a411       10.0.0.4       10.0.0.3    10116    30116    17        0           0        0        0        1          230.627             292.5       7608804        1025228
0x004003278575a511       10.0.0.4       10.0.0.3    10117    30117    17        0           0        0        0        1          230.902             347.8      14458092        1060190
0x004003278675a611       10.0.0.4       10.0.0.3    10118    30118    17        0           0        0        0        1          231.206             349.3      20488740        1506607
0x004003278775a711       10.0.0.4       10.0.0.3    10119    30119    17        0           0        0        0        1          237.885             344.2      50200824        3932893
0x004003278875a811       10.0.0.4       10.0.0.3    10120    30120    17        0           0        0        0        1          241.383             352.9        707972          52144
0x004003278975a911       10.0.0.4       10.0.0.3    10121    30121    17        0           0        0        0        1          244.967             359.5      15113004        1151103
0x004003278a75aa11       10.0.0.4       10.0.0.3    10122    30122    17        0           0        0        0        1          245.955               366      12478196         875316
0x004003278b75ab11       10.0.0.4       10.0.0.3    10123    30123    17        0           0        0        0        1          250.569             297.9       2537784         514883
0x004003278c75ac11       10.0.0.4       10.0.0.3    10124    30124    17        0           0        0        0        1          252.472             318.3       6408132         891138
0x004003278d75ad11       10.0.0.4       10.0.0.3    10125    30125    17        0           0        0        0        1          253.004             367.5       3482252         260365
0x004003278e75ae11       10.0.0.4       10.0.0.3    10126    30126    17        0           0        0        0        1          253.105             301.3       2475628         422325
0x004003278f75af11       10.0.0.4       10.0.0.3    10127    30127    17        0           0        0        0        1          254.747             331.4       6768940         719596
0x004003279075b011       10.0.0.4       10.0.0.3    10128    30128    17        0           0        0        0        1          264.097             353.6         16676           1552
0x004003279175b111       10.0.0.4       10.0.0.3    10129    30129    17        0           0        0        0        1          260.044             347.1       1958672         195975
0x004003279275b211       10.0.0.4       10.0.0.3    10130    30130    17        0           0        0        0        1          260.585             342.5      23114452        2328460
0x004003279375b311       10.0.0.4       10.0.0.3    10131    30131    17        0           0        0        0        1          265.622             336.5       6045808         751283
0x004003279475b411       10.0.0.4       10.0.0.3    10132    30132    17        0           0        0        0        1          265.671             301.4       1969284         458914
0x004003279575b511       10.0.0.4       10.0.0.3    10133    30133    17        0           0        0        0        1          266.826             317.9        871700         161524
