Tempo Switch RegrasInstaladas RegrasAceitas RegrasBloqueadas BytesEnviados
13 SW 19 20 0 0
13 HW 19 19 0 0
18 SW 46 46 0 0
18 HW 41 41 0 0
23 HW 60 60 0 0
23 SW 65 65 0 0
28 HW 89 89 0 0
28 SW 94 94 0 0
33 HW 113 114 0 0
33 SW 112 118 0 151440
38 HW 145 148 0 2417688
38 SW 138 146 0 1082832
43 HW 175 181 0 4393872
43 SW 169 181 0 3872472
48 HW 198 212 0 16254000
48 SW 193 213 0 18714264
53 HW 200 232 8 37482480
53 SW 220 244 0 20519592
58 HW 200 246 22 43736112
58 SW 238 278 0 39641856
63 HW 200 260 52 67816224
63 SW 263 319 0 53414844
68 HW 200 266 83 79260552
69 SW 291 359 0 59534028
73 HW 200 278 113 105011424
74 SW 296 395 0 96245388
79 HW 200 297 134 153059760
79 SW 322 444 0 159427332
84 HW 200 308 163 173783232
84 SW 327 483 0 228850812
89 HW 198 331 175 258982920
89 SW 356 532 0 296246700
94 HW 198 353 189 304329312
94 SW 356 574 0 401332212
99 HW 197 370 205 372871296
99 SW 363 616 0 514227384
104 HW 201 395 216 467242776
104 SW 362 659 0 657761544
109 HW 200 415 237 525790440
109 SW 368 705 0 757104660
114 HW 198 431 258 614484360
115 SW 380 754 0 871653780
119 HW 201 455 274 686767032
120 SW 404 818 0 1016783100
124 HW 199 473 296 839663496
125 SW 407 862 0 1143236196
129 HW 194 492 319 946728216
130 SW 409 919 0 1339555788
134 HW 200 509 347 1030787856
135 SW 400 963 0 1552081176
140 HW 197 526 369 1119052368
140 SW 411 1008 0 1711287216
145 HW 198 548 387 1246036176
145 SW 401 1053 0 1860890724
150 HW 197 571 402 1339762032
151 SW 409 1110 0 2049025860
155 HW 191 596 407 1519879032
156 SW 408 1153 0 2225666772
160 HW 196 629 407 1754736480
161 SW 422 1197 0 2343880980
165 HW 199 646 436 1835806896
166 SW 423 1259 0 2540985300
170 HW 197 661 459 1916272512
171 SW 438 1319 0 2683337256
175 HW 199 685 482 1993950000
176 SW 444 1377 0 2867033160
180 HW 195 701 499 2076768288
182 SW 427 1416 0 3053946600
185 HW 195 717 514 2183780088
187 SW 415 1466 0 3315126636
190 HW 199 745 529 2376776304
192 SW 413 1515 0 3553395156
195 HW 196 756 559 2403006480
197 SW 425 1562 0 3656124972
201 HW 198 774 582 2456869968
202 SW 430 1618 0 3807557820
206 HW 197 792 599 2544082128
207 SW 454 1684 0 3920737248
211 HW 194 811 617 2671761456
212 SW 448 1728 0 4151341440
216 HW 199 835 624 2730194208
218 SW 445 1779 0 4386233664
221 HW 199 848 653 2777683104
223 SW 431 1834 0 4673486568
226 HW 193 861 674 2863171584
228 SW 442 1889 0 4797834960
231 HW 200 880 701 2882621952
233 SW 436 1935 0 4964815704
236 HW 200 893 729 2941035048
238 SW 444 1993 0 5060489196
241 HW 200 912 749 3035542608
243 SW 449 2052 0 5214111420
246 HW 200 933 768 3107231064
248 SW 460 2117 0 5413139004
251 HW 199 953 792 3216814776
254 SW 461 2166 0 5581760268
256 HW 200 977 804 3329082288
259 SW 448 2218 0 5821480308
261 HW 198 1001 820 3433141152
264 SW 425 2260 0 6041360004
267 HW 195 1013 825 3474521568
269 SW 410 2290 0 6246420468
272 HW 185 1024 825 3572133264
274 SW 378 2310 0 6432048888
277 HW 174 1040 825 3727235736
279 SW 355 2341 0 6708578568
282 HW 161 1051 825 3856127688
284 SW 315 2362 0 6932124744
287 HW 150 1062 825 3952366488
290 SW 297 2384 0 7077281280
292 HW 127 1071 825 4133127600
295 SW 252 2403 0 7317096576
297 HW 111 1080 825 4255049232
300 SW 242 2427 0 7513160640
302 HW 95 1083 825 4316492376
305 SW 216 2445 0 7673854788
307 HW 83 1089 825 4444528536
310 SW 196 2463 0 7858096524
312 HW 75 1095 825 4471386192
315 SW 161 2478 0 8099187948
317 HW 71 1101 825 4540858056
320 SW 142 2492 0 8243411580
322 HW 66 1108 825 4576160232
325 SW 118 2505 0 8396229420
327 HW 59 1113 825 4636166976
330 SW 104 2519 0 8514723348
332 HW 51 1117 825 4706819712
335 SW 81 2522 0 8669724516
337 HW 44 1124 825 4780617408
340 SW 60 2527 0 8743344096
342 HW 38 1128 825 4826048472
345 SW 41 2536 0 8882758056
347 HW 30 1130 825 4938193512
350 SW 37 2538 0 8897640672
352 HW 20 1132 825 5033995344
355 SW 31 2542 0 8953424400
357 HW 14 1134 825 5117776776
360 SW 14 2543 0 9084416520
363 HW 10 1134 825 5198756472
365 SW 12 2545 0 9098184792
368 HW 6 1134 825 5234964336
370 SW 6 2545 0 9099507792
373 HW 2 1134 825 5240561760
375 SW 4 2545 0 9128140656
378 HW 2 1134 825 5240561760
380 SW 2 2545 0 9128140776
383 HW 2 1134 825 5240561760
385 SW 2 2545 0 9128140776
388 HW 2 1134 825 5240561760
390 SW 2 2545 0 9128140776
393 HW 2 1134 825 5240561760
