Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
11 HW 2 2 0 0
11 SW 26 26 0 0
16 HW 2 2 0 0
16 SW 50 51 0 0
21 HW 46 46 0 0
21 SW 69 70 0 0
26 HW 46 46 0 0
26 SW 106 106 0 0
31 HW 102 146 0 0
31 SW 127 134 0 4776
36 HW 102 146 0 0
37 SW 117 169 0 36809880
41 HW 145 245 0 0
42 SW 142 196 0 36814416
46 HW 139 245 0 997920
47 SW 119 229 0 79472472
51 HW 173 306 0 9120384
52 SW 149 266 0 80774304
56 HW 163 306 0 10010952
57 SW 135 298 0 118832856
62 HW 179 345 0 19554696
62 SW 157 328 0 118844952
67 HW 164 345 0 30453192
67 SW 126 358 0 167870160
72 HW 179 381 0 41728176
72 SW 159 406 0 168094116
77 HW 171 381 0 49888440
77 SW 162 443 0 201991644
82 HW 186 410 0 78407784
82 SW 208 499 0 202005252
87 HW 175 410 0 140696136
87 SW 209 541 0 233695260
92 HW 184 436 0 210148344
92 SW 233 584 0 234422532
97 HW 169 436 0 258458256
98 SW 241 638 0 274345500
102 HW 179 467 0 318371256
103 SW 277 695 0 275727468
107 HW 165 467 0 358093008
108 SW 270 736 0 322192740
112 HW 172 507 0 507903480
113 SW 286 790 0 331502304
117 HW 154 507 0 585053280
118 SW 293 856 0 375914280
122 HW 179 553 0 641769912
123 SW 327 916 0 381006696
127 HW 167 553 0 735033096
128 SW 333 977 0 436556064
133 HW 180 591 0 895950720
133 SW 345 1035 0 452108616
138 HW 161 591 0 1044228024
139 SW 314 1078 0 531010824
143 HW 177 632 0 1157826096
144 SW 331 1130 0 547065240
148 HW 165 632 0 1238220648
149 SW 326 1194 0 605148720
153 HW 178 669 0 1336618584
154 SW 338 1249 0 622385700
158 HW 167 669 0 1393885584
159 SW 334 1302 0 685160916
163 HW 179 702 0 1435857192
164 SW 322 1340 0 718967724
168 HW 160 702 0 1574445600
169 SW 305 1397 0 793875348
173 HW 177 749 0 1758661632
174 SW 334 1466 0 814812012
178 HW 165 749 0 1838055240
180 SW 340 1525 0 874034028
183 HW 180 786 0 1984061520
185 SW 350 1577 0 895623876
188 HW 164 786 0 2155617576
190 SW 296 1620 0 1017404892
193 HW 176 827 0 2257435656
195 SW 316 1673 0 1040628000
198 HW 166 827 0 2341607184
200 SW 300 1728 0 1120236312
204 HW 183 871 0 2502000144
205 SW 325 1784 0 1144934832
209 HW 168 871 0 2604602952
210 SW 302 1830 0 1213008096
214 HW 177 908 0 2732397192
216 SW 325 1894 0 1233326352
219 HW 156 908 0 2874903192
221 SW 297 1945 0 1327566288
224 HW 179 958 0 2976671376
226 SW 297 1990 0 1356738936
229 HW 167 958 0 3034591560
231 SW 271 2042 0 1458153312
234 HW 180 996 0 3177188280
236 SW 283 2094 0 1490873112
239 HW 163 996 0 3292614360
241 SW 267 2148 0 1578183552
244 HW 179 1035 0 3409062552
246 SW 275 2196 0 1594172952
249 HW 167 1035 0 3571737120
251 SW 263 2242 0 1651824180
254 HW 179 1073 0 3693882528
256 SW 265 2283 0 1672971012
259 HW 159 1073 0 3812436936
262 SW 247 2327 0 1742250852
264 HW 177 1119 0 3980866176
267 SW 266 2377 0 1750367268
270 HW 167 1119 0 4070837736
272 SW 250 2419 0 1808993556
275 HW 186 1162 0 4197851784
277 SW 249 2453 0 1830247920
280 HW 172 1162 0 4295171664
282 SW 245 2504 0 1886870928
285 HW 184 1197 0 4397044176
287 SW 264 2546 0 1894314504
290 HW 175 1197 0 4431180600
292 SW 263 2598 0 1985249208
295 HW 182 1227 0 4498481232
297 SW 285 2654 0 1997907672
300 HW 167 1227 0 4666831848
303 SW 285 2708 0 2058478392
305 HW 183 1266 0 4801360536
308 SW 288 2761 0 2081875200
310 HW 163 1266 0 5025859272
313 SW 260 2800 0 2140516728
315 HW 180 1312 0 5148744048
318 SW 275 2855 0 2161170648
320 HW 163 1312 0 5304148920
323 SW 251 2899 0 2216280024
325 HW 183 1359 0 5403727728
328 SW 274 2954 0 2232385848
330 HW 167 1359 0 5553745344
333 SW 248 2994 0 2287005516
336 HW 184 1401 0 5687980704
338 SW 282 3056 0 2298625236
341 HW 171 1401 0 5795074152
344 SW 279 3118 0 2361076884
346 HW 181 1439 0 5989961880
349 SW 296 3162 0 2373389100
351 HW 169 1439 0 6056852760
354 SW 287 3218 0 2452203612
356 HW 181 1478 0 6185945808
