Tempo Switch RegrasInstaladas RegrasAceitas VezesBloqueado BytesEnviados
10 HW 2 2 0 0
10 SW 23 24 0 4436208
15 HW 23 23 0 9341136
15 SW 72 72 0 4436208
20 HW 23 23 0 33840072
20 SW 96 96 0 53948160
25 HW 92 113 0 61659360
25 SW 137 140 0 53948160
30 HW 91 113 0 128340072
30 SW 149 177 0 89927712
35 HW 145 222 0 207570384
35 SW 180 224 0 89927712
40 HW 130 222 0 329835240
41 SW 161 270 0 97026552
45 HW 165 292 0 489177360
46 SW 186 315 0 97026552
50 HW 144 292 0 684240480
51 SW 182 353 0 104477688
55 HW 179 349 0 910233072
56 SW 214 408 0 104477688
60 HW 151 349 0 1172261160
61 SW 242 458 0 105852096
66 HW 185 398 0 1461803112
66 SW 264 515 0 105852096
71 HW 155 398 0 1764950040
71 SW 278 553 0 106107624
76 HW 190 444 0 2085938568
76 SW 280 605 0 106107624
81 HW 145 444 0 2414110608
82 SW 313 657 0 108873072
86 HW 197 505 0 2738283408
87 SW 335 728 0 108873072
91 HW 149 505 0 3051441288
92 SW 374 780 0 109359936
96 HW 193 557 0 3392289936
97 SW 384 853 0 109359936
101 HW 146 557 0 3745013832
102 SW 416 921 0 109630584
106 HW 190 614 0 4101780816
107 SW 402 970 0 109630584
111 HW 136 614 0 4457061504
113 SW 440 1038 0 109901232
116 HW 185 681 0 4751323920
118 SW 423 1104 0 109901232
121 HW 124 681 0 5048519616
123 SW 480 1199 0 110905200
126 HW 194 759 0 5319740664
128 SW 465 1280 0 110905200
131 HW 129 759 0 5567902200
134 SW 485 1346 0 110997432
137 HW 195 832 0 5811961680
139 SW 463 1411 0 110997432
142 HW 120 832 0 6081521040
144 SW 501 1474 0 111511512
147 HW 196 916 0 6351570288
149 SW 468 1550 0 111511512
152 HW 133 916 0 6641497800
155 SW 494 1620 0 111881952
157 HW 197 984 0 6944183568
160 SW 475 1687 0 111881952
162 HW 112 984 0 7202939688
165 SW 500 1761 0 112721112
167 HW 195 1074 0 7403749920
170 SW 475 1835 0 112721112
172 HW 132 1074 0 7621739496
176 SW 516 1914 0 112978152
177 HW 199 1142 0 7861843584
181 SW 485 1986 0 112978152
182 HW 119 1142 0 8125031376
186 SW 513 2054 0 113384880
187 HW 197 1228 0 8393940576
191 SW 445 2104 0 113384880
192 HW 130 1228 0 8676122112
197 SW 476 2184 0 114393384
197 HW 200 1304 0 8928606456
202 SW 443 2245 0 114393384
203 HW 116 1304 0 9153587520
207 SW 493 2325 0 114949800
208 HW 200 1392 0 9392096448
212 SW 442 2398 0 114949800
213 HW 132 1392 0 9641880360
217 SW 469 2456 0 115283952
218 HW 157 1460 0 9851686992
222 SW 441 2534 0 115283952
223 HW 114 1460 0 10059441840
228 SW 469 2601 0 116514720
228 HW 112 1460 0 10268734392
233 SW 455 2669 0 116514720
233 HW 180 1548 0 10447573752
238 SW 486 2740 0 117240480
238 HW 124 1548 0 10619829864
243 SW 484 2817 0 117240480
243 HW 128 1624 0 10805208624
248 SW 502 2876 0 117819576
249 HW 117 1624 0 11002569984
254 SW 462 2940 0 117819576
254 HW 195 1707 0 11225605104
259 SW 493 3013 0 118230840
259 HW 132 1707 0 11448068688
264 HW 182 1775 0 11670284304
264 SW 472 3083 0 118230840
269 HW 125 1775 0 11914437528
269 SW 507 3151 0 118737360
274 HW 193 1850 0 12159104832
275 SW 492 3231 0 118737360
279 HW 130 1850 0 12421491264
280 SW 534 3307 0 118903680
284 HW 194 1921 0 12655869408
285 SW 516 3388 0 118903680
289 HW 123 1921 0 12879388368
290 SW 556 3473 0 119269584
294 HW 197 1998 0 13118656320
295 SW 528 3550 0 119269584
299 HW 118 1998 0 13331524752
301 SW 539 3619 0 119407176
305 HW 195 2080 0 13517688240
306 SW 479 3678 0 119407176
310 HW 121 2080 0 13665723624
311 SW 473 3744 0 119945448
315 HW 198 2160 0 13812325632
316 SW 437 3812 0 119945448
320 HW 114 2160 0 13950082440
322 SW 483 3886 0 120905568
325 HW 194 2248 0 14027286672
327 SW 438 3950 0 120905568
330 HW 123 2248 0 14116719960
332 SW 471 4023 0 121404528
335 HW 195 2328 0 14198466240
337 SW 428 4095 0 121404528
340 HW 115 2328 0 14287288680
342 SW 458 4163 0 121802184
345 HW 195 2414 0 14384452824
347 SW 413 4225 0 121802184
350 HW 116 2414 0 14478112152
353 SW 432 4276 0 124876080
355 HW 196 2500 0 14583826656
358 SW 422 4354 0 124876080
360 HW 118 2500 0 14699198304
363 SW 461 4432 0 125556480
365 HW 192 2583 0 14834730960
368 SW 443 4502 0 125556480
370 HW 131 2583 0 14982178176
373 SW 461 4569 0 126731304
375 HW 195 2657 0 15133089384
379 SW 446 4655 0 126731304
381 HW 123 2657 0 15310330560
384 SW 467 4708 0 128997792
386 HW 193 2740 0 15487299576
389 SW 415 4748 0 128997792
391 HW 127 2740 0 15684470424
394 SW 406 4784 0 129191328
396 HW 198 2816 0 15889945176
399 SW 333 4811 0 129191328
401 HW 119 2816 0 16085070288
405 SW 327 4845 0 147336840
406 HW 200 2901 0 16284465288
410 SW 261 4870 0 147336840
411 HW 117 2901 0 16393057128
415 SW 266 4892 0 183044232
416 HW 179 2986 0 16509048696
420 SW 210 4919 0 183044232
421 HW 109 2986 0 16624560960
425 SW 192 4938 0 294539112
426 HW 185 3079 0 16735872888
430 SW 155 4963 0 294539112
431 HW 128 3079 0 16852742928
435 SW 135 4976 0 488525688
436 HW 176 3158 0 16973421696
440 SW 112 4998 0 488525688
442 HW 109 3158 0 17087229936
445 SW 93 5014 0 1209220488
447 HW 173 3247 0 17190422424
451 SW 59 5026 0 1209220488
452 HW 121 3247 0 17295885936
456 SW 45 5034 0 1637471808
457 HW 126 3288 0 17383804200
461 SW 32 5046 0 1637471808
462 HW 61 3288 0 17422467552
466 SW 21 5053 0 1637500536
467 HW 70 3307 0 17449022808
471 SW 3 5054 0 1637500536
472 HW 45 3307 0 17473931496
476 SW 7 5058 0 1637508096
477 HW 37 3312 0 17489722824
481 SW 3 5059 0 1637508096
